actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
556,PT06M39.00S,2020-09-18T01:17:02.4Z,4,REGULAR,substitution,out,[],1627884,,,1610612748,87,89,2020-09-18T01:17:08Z,5530000,,,0,,substitution out Jones Jr.,[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
557,PT06M39.00S,2020-09-18T01:17:02.4Z,4,REGULAR,substitution,in,[],203109,,,1610612748,87,89,2020-09-18T01:17:08Z,5540000,,,0,,substitution in Crowder,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,
558,PT06M27.00S,2020-09-18T01:17:33.0Z,4,REGULAR,foul,offensive,[],1629639,,,1610612748,87,89,2020-09-18T01:17:47Z,5550000,,,0,,T. Herro FOUL offensive (2 PF),"[1629639, 203935]",1610612748.0,MIA,charge,,,Herro,T. Herro,,,,,,,,,,,,1148.0,,,,,2.0,0.0,Smart,203935.0,,,,
560,PT06M27.00S,2020-09-18T01:17:33.0Z,4,REGULAR,turnover,offensivefoul,[],1629639,,,1610612748,87,89,2020-09-18T01:17:33Z,5570000,,,0,,T. Herro TURNOVER offensivefoul (3 TOV),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,1148.0,3.0,,,,,,,,,,,
561,PT06M27.00S,2020-09-18T01:17:40.5Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,87,89,2020-09-18T01:17:47Z,5580000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
562,PT06M27.00S,2020-09-18T01:17:40.5Z,4,REGULAR,substitution,in,[],1628464,,,1610612738,87,89,2020-09-18T01:17:47Z,5590000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
563,PT06M07.00S,2020-09-18T01:18:10.2Z,4,REGULAR,2pt,jumpshot,['fromturnover'],202689,8.754927726675426,69.921875,1610612738,87,89,2020-09-18T01:18:15Z,5600000,-100.0,30.0,1,left,MISS K. Walker 11' jumpshot,[202689],1610612738.0,BOS,drivingfloatingbank,,,Walker,K. Walker,,,,,10.57,Missed,,,,,,,,,,,,,,,,,,
564,PT06M04.00S,2020-09-18T01:18:13.2Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,87,89,2020-09-18T01:18:15Z,5610000,,,0,,B. Adebayo REBOUND (Off:2 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,563.0,8.0,6.0,2.0,,,,,,,,,,,,,
565,PT05M55.00S,2020-09-18T01:18:22.6Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],202710,88.12417871222075,60.853247549019606,1610612748,87,89,2020-09-18T01:18:26Z,5620000,54.0,59.0,1,right,MISS J. Butler 8' jumpshot,[202710],1610612748.0,MIA,drivingfloating,,,Butler,J. Butler,,,,,8.44,Missed,,,,,,,,,,,,,,,,,,
566,PT05M55.00S,2020-09-18T01:18:22.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,87,89,2020-09-18T01:18:26Z,5630000,,,0,,Team offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,565.0,,,,,,,,,,,,,,,,
567,PT05M55.00S,2020-09-18T01:18:27.4Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612748,87,89,2020-09-18T01:18:27Z,5640000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT05M49.00S,2020-09-18T01:18:44.8Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",1628389,83.52496714848883,48.353247549019606,1610612748,87,89,2020-09-18T01:18:52Z,5650000,-8.0,102.0,1,right,MISS B. Adebayo 11' jumpshot,[1628389],1610612748.0,MIA,turnaround,,,Adebayo,B. Adebayo,,,,,10.82,Missed,,,,,,,,,,,,,,,,,,
569,PT05M48.00S,2020-09-18T01:18:45.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,87,89,2020-09-18T01:18:52Z,5660000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,568.0,,,,,,,,,,,,,,,,
570,PT05M48.00S,2020-09-18T01:18:51.2Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,87,89,2020-09-18T01:18:51Z,5670000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT05M39.00S,2020-09-18T01:19:08.5Z,4,REGULAR,3pt,jumpshot,[],202689,30.436925098554536,27.029718137254903,1610612738,87,89,2020-09-18T01:19:13Z,5680000,115.0,234.0,1,left,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,26.53,Missed,,,,,,,,,,,,,,,,,,
572,PT05M38.00S,2020-09-18T01:19:09.5Z,4,REGULAR,rebound,offensive,[],1627759,,,1610612738,87,89,2020-09-18T01:19:27Z,5690000,,,0,,J. Brown REBOUND (Off:3 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,571.0,5.0,2.0,3.0,,,,,,,,,,,,,
573,PT05M37.00S,2020-09-18T01:19:13.6Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627759,5.732588699080158,49.82383578431372,1610612738,89,89,2020-09-18T01:19:22Z,5700000,1.0,1.0,1,left,J. Brown layup (14 PTS),[1627759],1610612738.0,BOS,putback,,,Brown,J. Brown,,,,,0.7,Made,14.0,,,,,,,,,,,,,,,,,
574,PT05M36.00S,2020-09-18T01:19:19.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,89,89,2020-09-18T01:19:19Z,5710000,,,0,,timeout full,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT05M23.00S,2020-09-18T01:23:01.7Z,4,REGULAR,3pt,jumpshot,[],203109,76.42904073587385,11.34344362745098,1610612748,89,89,2020-09-18T01:23:13Z,5720000,-193.0,169.0,1,right,MISS J. Crowder 26' 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,
576,PT05M17.00S,2020-09-18T01:23:07.7Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,89,89,2020-09-18T01:23:13Z,5730000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,575.0,4.0,4.0,0.0,,,,,,,,,,,,,
577,PT04M57.00S,2020-09-18T01:23:27.0Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1628369,5.995400788436268,50.06893382352941,1610612738,91,89,2020-09-18T01:23:31Z,5740000,0.0,4.0,1,left,J. Tatum dunk (21 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,0.94,Made,21.0,,,,,,,,,,,,,,,,,
578,PT04M42.00S,2020-09-18T01:23:42.6Z,4,REGULAR,3pt,jumpshot,[],1629639,76.5604467805519,13.549325980392158,1610612748,91,89,2020-09-18T01:23:46Z,5750000,-182.0,168.0,1,right,MISS T. Herro 25' 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,
579,PT04M38.00S,2020-09-18T01:23:46.6Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,91,89,2020-09-18T01:23:46Z,5760000,,,0,,J. Brown REBOUND (Off:3 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,578.0,6.0,3.0,3.0,,,,,,,,,,,,,
580,PT04M25.00S,2020-09-18T01:23:59.1Z,4,REGULAR,3pt,jumpshot,[],202689,31.225361366622867,62.814031862745104,1610612738,94,89,2020-09-18T01:24:03Z,5770000,-64.0,241.0,1,left,K. Walker 25' 3PT  (23 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,25.47,Made,23.0,,,,,,,,,,,,,,,,,
581,PT04M03.00S,2020-09-18T01:24:21.1Z,4,REGULAR,2pt,hook,['pointsinthepaint'],1628389,88.51839684625493,37.56893382352941,1610612748,94,91,2020-09-18T01:24:25Z,5780000,-62.0,55.0,1,right,B. Adebayo 9' hook (21 PTS) (J. Butler 2 AST),"[1628389, 202710]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,8.7,Made,21.0,,,,,,,J. Butler,202710.0,2.0,,,,,,,,
583,PT03M44.00S,2020-09-18T01:24:40.4Z,4,REGULAR,turnover,badpass,[],202689,,,1610612738,94,91,2020-09-18T01:24:45Z,5800000,,,0,,K. Walker TURNOVER badpass (5 TOV) Stolen,"[202689, 202710]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,5.0,,,,,,,,Butler,202710.0,,
584,PT03M44.00S,2020-09-18T01:24:40.4Z,4,REGULAR,steal,,[],202710,,,1610612748,94,91,2020-09-18T01:24:42Z,5810000,,,0,,J. Butler STEAL (2 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
585,PT03M40.00S,2020-09-18T01:24:44.0Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,93.51182654402102,49.08854166666667,1610612748,94,93,2020-09-18T01:24:50Z,5820000,-5.0,8.0,1,right,J. Butler dunk (10 PTS) (D. Robinson 4 AST),"[202710, 1629130]",1610612748.0,MIA,cutting,,,Butler,J. Butler,,,,,1.47,Made,10.0,,,,,,,D. Robinson,1629130.0,4.0,,,,,,,,
587,PT03M17.00S,2020-09-18T01:25:08.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612738,94,93,2020-09-18T01:25:15Z,5840000,,,0,,B. Adebayo FOUL personal (4 PF) (Brown inpenalty),"[1628389, 1627759]",1610612748.0,MIA,shooting,,,Adebayo,B. Adebayo,,,,,,,,,,,,2529.0,,,,,4.0,0.0,Brown,1627759.0,,,,
589,PT03M17.00S,2020-09-18T01:25:45.7Z,4,REGULAR,freethrow,1of2,[],1627759,,,1610612738,94,93,2020-09-18T01:25:47Z,5860000,,,0,,MISS J. Brown freethrow 1of2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,
590,PT03M17.00S,2020-09-18T01:25:45.7Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,94,93,2020-09-18T01:25:47Z,5870000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,589.0,,,,,,,,,,,,,,,,
591,PT03M17.00S,2020-09-18T01:25:50.8Z,4,REGULAR,substitution,out,[],1629130,,,1610612738,94,93,2020-09-18T01:25:56Z,5880000,,,0,,substitution out Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
592,PT03M17.00S,2020-09-18T01:25:50.8Z,4,REGULAR,substitution,in,[],201609,,,1610612738,94,93,2020-09-18T01:25:56Z,5890000,,,0,,substitution in Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,
593,PT03M17.00S,2020-09-18T01:26:01.9Z,4,REGULAR,freethrow,2of2,[],1627759,,,1610612738,95,93,2020-09-18T01:26:01Z,5900000,,,0,,J. Brown freethrow 2of2 (15 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
594,PT03M03.00S,2020-09-18T01:26:19.0Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202710,94.43166885676742,50.06893382352941,1610612748,95,95,2020-09-18T01:26:27Z,5910000,0.0,0.0,1,right,J. Butler layup (12 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,0.53,Made,12.0,,,,,,,,,,,,,,,,,
595,PT02M40.00S,2020-09-18T01:26:41.0Z,4,REGULAR,2pt,jumpshot,[],203935,13.61695137976347,75.06893382352942,1610612738,95,95,2020-09-18T01:26:45Z,5920000,-125.0,75.0,1,left,MISS M. Smart 15' jumpshot,[203935],1610612738.0,BOS,fadeaway,,,Smart,M. Smart,,,,,14.92,Missed,,,,,,,,,,,,,,,,,,
596,PT02M36.00S,2020-09-18T01:26:45.0Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,95,95,2020-09-18T01:26:45Z,5930000,,,0,,T. Herro REBOUND (Off:4 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,595.0,9.0,5.0,4.0,,,,,,,,,,,,,
597,PT02M21.00S,2020-09-18T01:27:03.3Z,4,REGULAR,foul,personal,['2freethrow'],202689,,,1610612748,95,95,2020-09-18T01:27:11Z,5940000,,,0,,K. Walker FOUL personal (2 PF) (Dragic 2freethrow),"[202689, 201609]",1610612738.0,BOS,shooting,,,Walker,K. Walker,,,,,,,,,,,,1148.0,,,,,2.0,0.0,Dragic,201609.0,,,,
599,PT02M21.00S,2020-09-18T01:27:39.6Z,4,REGULAR,freethrow,1of2,[],201609,,,1610612748,95,96,2020-09-18T01:27:39Z,5960000,,,0,,G. Dragic freethrow 1of2 (19 PTS),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
600,PT02M21.00S,2020-09-18T01:27:56.1Z,4,REGULAR,freethrow,2of2,[],201609,,,1610612748,95,97,2020-09-18T01:27:56Z,5970000,,,0,,G. Dragic freethrow 2of2 (20 PTS),[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
601,PT02M06.00S,2020-09-18T01:28:12.1Z,4,REGULAR,3pt,jumpshot,[],202689,33.196452036793694,23.108149509803923,1610612738,95,97,2020-09-18T01:28:18Z,5980000,134.0,260.0,1,left,MISS K. Walker 30' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,29.72,Missed,,,,,,,,,,,,,,,,,,
602,PT02M04.00S,2020-09-18T01:28:14.1Z,4,REGULAR,rebound,defensive,[],202710,,,1610612748,95,97,2020-09-18T01:28:18Z,5990000,,,0,,J. Butler REBOUND (Off:1 Def:3),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,601.0,4.0,3.0,1.0,,,,,,,,,,,,,
603,PT01M42.00S,2020-09-18T01:28:36.8Z,4,REGULAR,3pt,jumpshot,[],201609,66.96780551905388,64.03952205882352,1610612748,95,100,2020-09-18T01:30:03Z,6000000,70.0,258.0,1,right,G. Dragic 27' 3PT  (23 PTS),[201609],1610612748.0,MIA,stepback,,,Dragic,G. Dragic,,,,,27.27,Made,23.0,,,,,,,,,,,,,,,,,
604,PT01M33.00S,2020-09-18T01:28:53.1Z,4,REGULAR,3pt,jumpshot,[],203935,30.831143232588698,20.657169117647058,1610612738,95,100,2020-09-18T01:29:00Z,6010000,147.0,237.0,1,left,MISS M. Smart 28' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,28.37,Missed,,,,,,,,,,,,,,,,,,
605,PT01M32.00S,2020-09-18T01:28:54.1Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,95,100,2020-09-18T01:30:42Z,6020000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,604.0,,,,,,,,,,,,,,,,
606,PT01M32.00S,2020-09-18T01:28:59.7Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,95,100,2020-09-18T01:30:50Z,6030000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT01M32.00S,2020-09-18T01:29:22.1Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,95,100,2020-09-18T01:30:55Z,6050000,,,0,,,[],,,support,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,,,
609,PT01M28.00S,2020-09-18T01:31:06.6Z,4,REGULAR,turnover,badpass,[],203935,,,1610612738,95,100,2020-09-18T01:31:42Z,6060000,,,0,,M. Smart TURNOVER badpass (3 TOV) Stolen,"[203935, 202710]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,3.0,,,,,,,,Butler,202710.0,,
610,PT01M28.00S,2020-09-18T01:31:06.6Z,4,REGULAR,steal,,[],202710,,,1610612748,95,100,2020-09-18T01:31:08Z,6070000,,,0,,J. Butler STEAL (3 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
611,PT01M26.00S,2020-09-18T01:31:10.3Z,4,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203109,92.9862023653088,49.08854166666667,1610612748,95,102,2020-09-18T01:31:40Z,6080000,-5.0,13.0,1,right,J. Crowder layup (12 PTS) (J. Butler 3 AST),"[203109, 202710]",1610612748.0,MIA,running,,,Crowder,J. Crowder,,,,,1.95,Made,12.0,,,,,,,J. Butler,202710.0,3.0,,,,,,,,
613,PT01M17.00S,2020-09-18T01:31:22.0Z,4,REGULAR,3pt,jumpshot,[],1627759,29.911300919842315,72.86305147058823,1610612738,98,102,2020-09-18T01:31:27Z,6100000,-114.0,229.0,1,left,J. Brown 26' 3PT  (18 PTS) (K. Walker 3 AST),"[1627759, 202689]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.06,Made,18.0,,,,,,,K. Walker,202689.0,3.0,,,,,,,,
615,PT00M57.10S,2020-09-18T01:31:56.0Z,4,REGULAR,2pt,jumpshot,[],201609,77.08607095926413,75.80422794117648,1610612748,98,104,2020-09-18T01:32:00Z,6120000,129.0,163.0,1,right,G. Dragic 21' jumpshot (25 PTS),[201609],1610612748.0,MIA,stepback,,,Dragic,G. Dragic,,,,,21.21,Made,25.0,,,,,,,,,,,,,,,,,
616,PT00M49.40S,2020-09-18T01:32:13.0Z,4,REGULAR,3pt,jumpshot,[],1627759,26.49474375821288,15.510110294117647,1610612738,101,104,2020-09-18T01:32:17Z,6130000,172.0,197.0,1,left,J. Brown 27' 3PT  (21 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,26.56,Made,21.0,,,,,,,M. Smart,203935.0,4.0,,,,,,,,
618,PT00M30.50S,2020-09-18T01:32:38.2Z,4,REGULAR,3pt,jumpshot,[],203109,66.70499342969777,53.01011029411765,1610612748,101,104,2020-09-18T01:32:43Z,6150000,15.0,260.0,1,right,MISS J. Crowder 27' 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,26.64,Missed,,,,,,,,,,,,,,,,,,
619,PT00M26.10S,2020-09-18T01:32:42.6Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,101,104,2020-09-18T01:32:43Z,6160000,,,0,,B. Adebayo REBOUND (Off:3 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,618.0,9.0,6.0,3.0,,,,,,,,,,,,,
620,PT00M23.60S,2020-09-18T01:32:51.0Z,4,REGULAR,turnover,outofbounds,[],202710,,,1610612748,101,104,2020-09-18T01:32:57Z,6170000,,,0,,J. Butler TURNOVER outofbounds (1 TOV),[202710],1610612748.0,MIA,lostball,,,Butler,J. Butler,,,,,,,,,,,,,1.0,,,,,,,,,,,
621,PT00M23.60S,2020-09-18T01:32:59.5Z,4,REGULAR,substitution,out,[],1629639,,,1610612738,101,104,2020-09-18T01:33:06Z,6180000,,,0,,substitution out Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
622,PT00M23.60S,2020-09-18T01:32:59.5Z,4,REGULAR,substitution,in,[],1627884,,,1610612738,101,104,2020-09-18T01:33:06Z,6190000,,,0,,substitution in Jones Jr.,[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M15.10S,2020-09-18T01:33:22.5Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1627759,7.440867279894875,96.6375612745098,1610612738,101,104,2020-09-18T01:33:33Z,6200000,-233.0,17.0,1,left,MISS J. Brown 23' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.43,Missed,,,,,,,,,,,,,,,,,,
624,PT00M12.60S,2020-09-18T01:33:25.0Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,101,104,2020-09-18T01:33:33Z,6210000,,,0,,B. Adebayo REBOUND (Off:3 Def:7),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,623.0,10.0,7.0,3.0,,,,,,,,,,,,,
625,PT00M10.60S,2020-09-18T01:33:29.4Z,4,REGULAR,foul,personal,[],1627759,,,1610612748,101,104,2020-09-18T01:33:39Z,6220000,,,0,,J. Brown FOUL personal (4 PF),"[1627759, 1628389]",1610612738.0,BOS,take,,,Brown,J. Brown,,,,,,,,,,,,1148.0,,,,,4.0,0.0,Adebayo,1628389.0,,,,
627,PT00M10.60S,2020-09-18T01:33:53.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,101,104,2020-09-18T01:33:53Z,6240000,,,0,,timeout full,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M10.60S,2020-09-18T01:34:58.0Z,4,REGULAR,substitution,out,[],1628464,,,1610612748,101,104,2020-09-18T01:35:18Z,6250000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
629,PT00M10.60S,2020-09-18T01:34:58.0Z,4,REGULAR,substitution,out,[],1627884,,,1610612748,101,104,2020-09-18T01:35:18Z,6260000,,,0,,substitution out Jones Jr.,[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M10.60S,2020-09-18T01:34:58.0Z,4,REGULAR,substitution,in,[],1629684,,,1610612748,101,104,2020-09-18T01:35:18Z,6270000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M10.60S,2020-09-18T01:34:58.0Z,4,REGULAR,substitution,in,[],1629639,,,1610612748,101,104,2020-09-18T01:35:18Z,6280000,,,0,,substitution in Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
632,PT00M07.40S,2020-09-18T01:35:24.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202689,,,1610612748,101,104,2020-09-18T01:35:34Z,6290000,,,0,,K. Walker FOUL personal (3 PF) (Butler inpenalty),"[202689, 202710]",1610612738.0,BOS,take,,,Walker,K. Walker,,,,,,,,,,,,1148.0,,,,,3.0,0.0,Butler,202710.0,,,,
634,PT00M07.40S,2020-09-18T01:35:52.5Z,4,REGULAR,freethrow,1of2,[],202710,,,1610612748,101,105,2020-09-18T01:35:52Z,6310000,,,0,,J. Butler freethrow 1of2 (13 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
635,PT00M07.40S,2020-09-18T01:35:54.1Z,4,REGULAR,substitution,out,[],1629684,,,1610612748,101,105,2020-09-18T01:36:01Z,6320000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M07.40S,2020-09-18T01:35:54.1Z,4,REGULAR,substitution,out,[],1629639,,,1610612748,101,105,2020-09-18T01:36:01Z,6330000,,,0,,substitution out Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M07.40S,2020-09-18T01:35:54.1Z,4,REGULAR,substitution,in,[],202683,,,1610612748,101,105,2020-09-18T01:36:01Z,6340000,,,0,,substitution in Kanter,[202683],1610612738.0,BOS,,,,Kanter,E. Kanter,,,,,,,,,,,,,,,,,,,,,,,,
638,PT00M07.40S,2020-09-18T01:35:54.1Z,4,REGULAR,substitution,in,[],1627884,,,1610612748,101,105,2020-09-18T01:36:01Z,6350000,,,0,,substitution in Jones Jr.,[1627884],1610612748.0,MIA,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M07.40S,2020-09-18T01:36:14.5Z,4,REGULAR,freethrow,2of2,[],202710,,,1610612748,101,106,2020-09-18T01:36:14Z,6360000,,,0,,J. Butler freethrow 2of2 (14 PTS),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
640,PT00M07.40S,2020-09-18T01:36:17.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,101,106,2020-09-18T01:36:17Z,6370000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT00M04.90S,2020-09-18T01:37:46.0Z,4,REGULAR,turnover,badpass,[],203935,,,1610612738,101,106,2020-09-18T01:37:50Z,6380000,,,0,,M. Smart TURNOVER badpass (4 TOV) Stolen,"[203935, 202710]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,4.0,,,,,,,,Butler,202710.0,,
642,PT00M04.90S,2020-09-18T01:37:46.0Z,4,REGULAR,steal,,[],202710,,,1610612748,101,106,2020-09-18T01:37:48Z,6390000,,,0,,J. Butler STEAL (4 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M00.00S,2020-09-18T01:37:54.2Z,4,REGULAR,period,end,[],0,,,1610612748,101,106,2020-09-18T01:37:54Z,6400000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M00.00S,2020-09-18T01:37:58.6Z,4,REGULAR,game,end,[],0,,,0,101,106,2020-09-18T01:37:58Z,6410000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
