actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
634,PT04M49.00S,2020-09-20T02:54:48.7Z,4,REGULAR,3pt,jumpshot,[],1629130,69.85873850197109,71.14736519607843,1610612748,88,104,2020-09-20T02:54:54Z,6270000,106.0,231.0,1,right,MISS D. Robinson 26' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,,
635,PT04M46.00S,2020-09-20T02:54:51.7Z,4,REGULAR,rebound,defensive,[],202330,,,1610612738,88,104,2020-09-20T02:54:54Z,6280000,,,0,,G. Hayward REBOUND (Off:0 Def:5),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,634.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
636,PT04M32.00S,2020-09-20T02:55:06.0Z,4,REGULAR,3pt,jumpshot,[],1628369,31.750985545335087,34.872855392156865,1610612738,88,104,2020-09-20T02:55:14Z,6290000,76.0,246.0,1,left,MISS J. Tatum 26' 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,26.26,Missed,,,,,,,,,,,,,,,,,,,
637,PT04M28.00S,2020-09-20T02:55:10.0Z,4,REGULAR,rebound,defensive,[],1628389,,,1610612748,88,104,2020-09-20T02:55:14Z,6300000,,,0,,B. Adebayo REBOUND (Off:3 Def:12),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,636.0,15.0,12.0,3.0,,,,,,,,,,,,,,,
638,PT04M21.00S,2020-09-20T02:55:18.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612748,88,104,2020-09-20T02:55:24Z,6310000,,,0,,G. Williams FOUL personal (4 PF) (Adebayo inpenalty),"[1629684, 1628389]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,2003.0,4.0,0.0,Adebayo,1628389.0,,,,,,
640,PT04M21.00S,2020-09-20T02:55:51.5Z,4,REGULAR,freethrow,1of2,[],1628389,,,1610612748,89,104,2020-09-20T02:56:16Z,6330000,,,0,,B. Adebayo freethrow 1of2 (23 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,23.0,,,,,,,,,,,,,,
641,PT04M21.00S,2020-09-20T02:55:51.5Z,4,REGULAR,freethrow,2of2,[],1628389,,,1610612748,89,104,2020-09-20T02:56:16Z,6340000,,,0,,MISS B. Adebayo freethrow 2of2,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
642,PT04M18.00S,2020-09-20T02:55:54.5Z,4,REGULAR,rebound,offensive,[],1629130,,,1610612748,89,104,2020-09-20T02:56:16Z,6350000,,,0,,D. Robinson REBOUND (Off:1 Def:0),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,641.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
643,PT04M13.00S,2020-09-20T02:56:15.7Z,4,REGULAR,3pt,jumpshot,['2ndchance'],1629130,95.3515111695138,94.43167892156863,1610612748,92,104,2020-09-20T02:56:20Z,6360000,222.0,-9.0,1,right,D. Robinson 22' 3PT  (9 PTS) (J. Crowder 5 AST),"[1629130, 203109]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,22.22,Made,,,,,9.0,J. Crowder,203109.0,5.0,,,,,,,,,,,
645,PT03M50.00S,2020-09-20T02:56:37.9Z,4,REGULAR,3pt,jumpshot,[],203935,28.991458607095925,73.84344362745098,1610612738,92,104,2020-09-20T02:56:42Z,6380000,-119.0,220.0,1,left,MISS M. Smart 26' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,,
646,PT03M48.00S,2020-09-20T02:56:39.9Z,4,REGULAR,rebound,defensive,[],1629639,,,1610612748,92,104,2020-09-20T02:56:42Z,6390000,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,645.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
647,PT03M35.00S,2020-09-20T02:56:53.6Z,4,REGULAR,3pt,jumpshot,[],1629639,74.32654402102497,16.980698529411764,1610612748,92,104,2020-09-20T02:56:59Z,6400000,-165.0,189.0,1,right,MISS T. Herro 26' 3PT,[1629639],1610612748.0,MIA,stepback,,,Herro,T. Herro,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
648,PT03M31.00S,2020-09-20T02:56:57.6Z,4,REGULAR,rebound,offensive,[],203109,,,1610612748,92,104,2020-09-20T02:56:59Z,6410000,,,0,,J. Crowder REBOUND (Off:1 Def:5),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,,647.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
649,PT03M27.00S,2020-09-20T02:57:02.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612748,92,104,2020-09-20T02:57:11Z,6420000,,,0,,J. Brown FOUL personal (3 PF) (Crowder inpenalty),"[1627759, 203109]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,2534.0,3.0,0.0,Crowder,203109.0,,,,,,
651,PT03M27.00S,2020-09-20T02:57:37.7Z,4,REGULAR,freethrow,1of2,['2ndchance'],203109,,,1610612748,93,104,2020-09-20T02:57:37Z,6440000,,,0,,J. Crowder freethrow 1of2 (9 PTS),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
652,PT03M27.00S,2020-09-20T02:57:38.8Z,4,REGULAR,substitution,out,[],1629684,,,1610612748,93,104,2020-09-20T02:57:46Z,6450000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT03M27.00S,2020-09-20T02:57:38.8Z,4,REGULAR,substitution,in,[],202689,,,1610612748,93,104,2020-09-20T02:57:46Z,6460000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
654,PT03M27.00S,2020-09-20T02:57:59.2Z,4,REGULAR,freethrow,2of2,['2ndchance'],203109,,,1610612748,94,104,2020-09-20T02:57:59Z,6470000,,,0,,J. Crowder freethrow 2of2 (10 PTS),[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,,Made,,,,,10.0,,,,,,,,,,,,,,
655,PT03M04.00S,2020-09-20T02:58:24.4Z,4,REGULAR,3pt,jumpshot,[],202689,6.1268068331143235,96.6375612745098,1610612738,94,107,2020-09-20T02:58:29Z,6480000,-233.0,5.0,1,left,K. Walker 23' 3PT  (21 PTS) (G. Hayward 4 AST),"[202689, 202330]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,23.34,Made,,,,,21.0,G. Hayward,202330.0,4.0,,,,,,,,,,,
657,PT02M53.00S,2020-09-20T02:58:35.3Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628389,94.95729303547962,47.372855392156865,1610612748,94,107,2020-09-20T02:58:39Z,6500000,-13.0,-5.0,1,right,MISS B. Adebayo layup,[1628389],1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,1.31,Missed,,,,,,,,,,,,,,,,,,,
658,PT02M51.00S,2020-09-20T02:58:37.3Z,4,REGULAR,rebound,offensive,[],202710,,,1610612748,94,107,2020-09-20T02:58:39Z,6510000,,,0,,J. Butler REBOUND (Off:3 Def:5),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,657.0,8.0,5.0,3.0,,,,,,,,,,,,,,,
659,PT02M47.00S,2020-09-20T02:58:40.5Z,4,REGULAR,2pt,jumpshot,"['pointsinthepaint', '2ndchance']",202710,92.06636005256242,37.07873774509804,1610612748,96,107,2020-09-20T02:59:18Z,6520000,-65.0,22.0,1,right,J. Butler 7' jumpshot (17 PTS),[202710],1610612748.0,MIA,floating,,,Butler,J. Butler,,,,,7.02,Made,,,,,17.0,,,,,,,,,,,,,,
660,PT02M24.00S,2020-09-20T02:59:03.8Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],203935,10.5946123521682,44.43167892156863,1610612738,96,109,2020-09-20T02:59:08Z,6530000,28.0,47.0,1,left,M. Smart 6' jumpshot (12 PTS) (J. Tatum 8 AST),"[203935, 1628369]",1610612738.0,BOS,drivingfloating,,,Smart,M. Smart,,,,,5.95,Made,,,,,12.0,J. Tatum,1628369.0,8.0,,,,,,,,,,,
662,PT02M14.00S,2020-09-20T02:59:13.5Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'defensivegoaltending']",1629639,93.77463863337714,50.06893382352941,1610612748,98,109,2020-09-20T02:59:33Z,6550000,0.0,6.0,1,right,T. Herro layup (22 PTS),[1629639],1610612748.0,MIA,drivingreverse,,,Herro,T. Herro,,,,,1.15,Made,,,,,22.0,,,,,,,,,,,,,,
663,PT02M14.00S,2020-09-20T02:59:26.3Z,4,REGULAR,violation,defensivegoaltending,[],202330,,,1610612748,98,109,2020-09-20T02:59:43Z,6560000,,,0,,G. Hayward violation defensivegoaltending,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,2534.0,,,,,,,,,,
664,PT01M56.00S,2020-09-20T02:59:40.9Z,4,REGULAR,turnover,badpass,[],203935,,,1610612738,98,109,2020-09-20T02:59:47Z,6570000,,,0,,M. Smart TURNOVER badpass (2 TOV) Stolen,"[203935, 1628389]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,2.0,,,Adebayo,1628389.0,
665,PT01M56.00S,2020-09-20T02:59:40.9Z,4,REGULAR,steal,,[],1628389,,,1610612748,98,109,2020-09-20T03:06:48Z,6580000,,,0,,B. Adebayo STEAL (3 STL),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT01M51.00S,2020-09-20T02:59:46.3Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1629639,67.49342969776609,68.45128676470588,1610612748,98,109,2020-09-20T02:59:53Z,6590000,92.0,253.0,1,right,MISS T. Herro 27' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,27.46,Missed,,,,,,,,,,,,,,,,,,,
667,PT01M47.00S,2020-09-20T02:59:50.3Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,98,109,2020-09-20T02:59:53Z,6600000,,,0,,J. Tatum REBOUND (Off:1 Def:13),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,666.0,14.0,13.0,1.0,,,,,,,,,,,,,,,
668,PT01M33.00S,2020-09-20T03:00:04.7Z,4,REGULAR,2pt,jumpshot,[],202689,23.866622864651774,29.480698529411764,1610612738,98,109,2020-09-20T03:00:17Z,6610000,103.0,172.0,1,left,MISS K. Walker 20' jumpshot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,20.48,Missed,,,,,,,,,,,,,,,,,,,
669,PT01M30.00S,2020-09-20T03:00:07.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,98,109,2020-09-20T03:00:11Z,6620000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,668.0,,,,,,,,,,,,,,,,,,
670,PT01M30.00S,2020-09-20T03:00:12.0Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,98,109,2020-09-20T03:00:12Z,6630000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT01M30.00S,2020-09-20T03:00:17.3Z,4,REGULAR,substitution,out,[],202330,,,1610612738,98,109,2020-09-20T03:00:21Z,6640000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT01M30.00S,2020-09-20T03:00:17.3Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,98,109,2020-09-20T03:00:21Z,6650000,,,0,,substitution in Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT01M20.00S,2020-09-20T03:00:46.4Z,4,REGULAR,turnover,outofbounds,[],202689,,,1610612738,98,109,2020-09-20T03:00:52Z,6660000,,,0,,K. Walker TURNOVER outofbounds (4 TOV),[202689],1610612738.0,BOS,lostball,,,Walker,K. Walker,,,,,,,,,,,,,,,2534.0,,,,,4.0,,,,,
674,PT01M12.00S,2020-09-20T03:01:04.2Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1629130,70.38436268068331,77.51991421568627,1610612748,101,109,2020-09-20T03:01:08Z,6670000,138.0,226.0,1,right,D. Robinson 27' 3PT  (12 PTS) (T. Herro 4 AST),"[1629130, 1629639]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,26.92,Made,,,,,12.0,T. Herro,1629639.0,4.0,,,,,,,,,,,
676,PT01M03.00S,2020-09-20T03:01:18.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612738,101,109,2020-09-20T03:05:43Z,6690000,,,0,,J. Brown FOUL personal (4 PF) (Robinson inpenalty),"[1627759, 1629130]",1610612738.0,BOS,flagranttype1,,,Brown,J. Brown,,,,,,,,,,,,,,,2003.0,4.0,0.0,Robinson,1629130.0,,,,,,
678,PT01M03.00S,2020-09-20T03:01:18.4Z,4,REGULAR,turnover,,[],1627759,,,1610612738,101,109,2020-09-20T03:05:03Z,6710000,,,0,,J. Brown TURNOVER (2 TOV),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,2003.0,,,,,2.0,,,,,
680,PT01M03.00S,2020-09-20T03:02:12.7Z,4,REGULAR,instantreplay,request,[],0,,,1610612748,101,109,2020-09-20T03:04:50Z,6730000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,2534.0,,,,,,,,,,Common Foul to Flagrant 1
681,PT01M03.00S,2020-09-20T03:05:05.7Z,4,REGULAR,substitution,out,[],1629684,,,1610612748,101,109,2020-09-20T03:05:35Z,6740000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT01M03.00S,2020-09-20T03:05:05.7Z,4,REGULAR,substitution,in,[],202330,,,1610612748,101,109,2020-09-20T03:05:35Z,6750000,,,0,,substitution in Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT01M03.00S,2020-09-20T03:05:44.4Z,4,REGULAR,freethrow,1of2,[],1629130,,,1610612748,101,109,2020-09-20T03:05:44Z,6760000,,,0,,MISS D. Robinson flagrant freethrow 1of2,[1629130],1610612748.0,MIA,flagrant,,,Robinson,D. Robinson,,,,,,Missed,,,,,,,,,,,,,,,,,,,
684,PT01M03.00S,2020-09-20T03:05:44.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,101,109,2020-09-20T03:05:44Z,6770000,,,0,,Team offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,683.0,,,,,,,,,,,,,,,,,,
685,PT01M03.00S,2020-09-20T03:05:46.7Z,4,REGULAR,freethrow,2of2,[],1629130,,,1610612748,102,109,2020-09-20T03:05:46Z,6780000,,,0,,D. Robinson flagrant freethrow 2of2 (13 PTS),[1629130],1610612748.0,MIA,flagrant,,,Robinson,D. Robinson,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
686,PT00M55.90S,2020-09-20T03:06:07.1Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1628389,93.77463863337714,49.08854166666667,1610612748,104,109,2020-09-20T03:06:12Z,6790000,-5.0,6.0,1,right,B. Adebayo layup (25 PTS) (D. Robinson 2 AST),"[1628389, 1629130]",1610612748.0,MIA,drivingfingerroll,,,Adebayo,B. Adebayo,,,,,1.24,Made,,,,,25.0,D. Robinson,1629130.0,2.0,,,,,,,,,,,
688,PT00M46.90S,2020-09-20T03:06:23.6Z,4,REGULAR,foul,personal,['2freethrow'],1629130,,,1610612738,104,109,2020-09-20T03:06:34Z,6810000,,,0,,D. Robinson FOUL personal (4 PF) (Smart 2freethrow),"[1629130, 203935]",1610612748.0,MIA,shooting,,,Robinson,D. Robinson,,,,,,,,,,,,,,,2534.0,4.0,0.0,Smart,203935.0,,,,,,
690,PT00M46.90S,2020-09-20T03:06:52.1Z,4,REGULAR,freethrow,1of2,[],203935,,,1610612738,104,110,2020-09-20T03:06:52Z,6830000,,,0,,M. Smart freethrow 1of2 (13 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,13.0,,,,,,,,,,,,,,
691,PT00M46.90S,2020-09-20T03:07:06.1Z,4,REGULAR,freethrow,2of2,[],203935,,,1610612738,104,111,2020-09-20T03:07:06Z,6840000,,,0,,M. Smart freethrow 2of2 (14 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,14.0,,,,,,,,,,,,,,
692,PT00M46.90S,2020-09-20T03:07:10.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,104,111,2020-09-20T03:07:10Z,6850000,,,0,,timeout full,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT00M46.90S,2020-09-20T03:08:17.0Z,4,REGULAR,substitution,out,[],202710,,,1610612748,104,111,2020-09-20T03:08:41Z,6860000,,,0,,substitution out Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT00M46.90S,2020-09-20T03:08:17.0Z,4,REGULAR,substitution,in,[],201609,,,1610612748,104,111,2020-09-20T03:08:41Z,6870000,,,0,,substitution in Dragic,[201609],1610612748.0,MIA,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT00M43.90S,2020-09-20T03:08:52.8Z,4,REGULAR,3pt,jumpshot,[],1629639,67.36202365308804,71.14736519607843,1610612748,104,111,2020-09-20T03:08:58Z,6880000,106.0,254.0,1,right,MISS T. Herro 28' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,28.05,Missed,,,,,,,,,,,,,,,,,,,
696,PT00M41.60S,2020-09-20T03:08:56.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,104,111,2020-09-20T03:08:56Z,6890000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,695.0,,,,,,,,,,,,,,,,,,
697,PT00M41.60S,2020-09-20T03:08:57.9Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,104,111,2020-09-20T03:08:57Z,6900000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT00M29.10S,2020-09-20T03:09:23.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,104,111,2020-09-20T03:09:23Z,6910000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,PT00M28.00S,2020-09-20T03:10:50.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201609,,,1610612738,104,111,2020-09-20T03:10:57Z,6920000,,,0,,G. Dragic FOUL personal (4 PF) (Smart inpenalty),"[201609, 203935]",1610612748.0,MIA,take,,,Dragic,G. Dragic,,,,,,,,,,,,,,,2715.0,4.0,0.0,Smart,203935.0,,,,,,
701,PT00M28.00S,2020-09-20T03:11:12.7Z,4,REGULAR,freethrow,1of2,[],203935,,,1610612738,104,112,2020-09-20T03:11:12Z,6940000,,,0,,M. Smart freethrow 1of2 (15 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,15.0,,,,,,,,,,,,,,
702,PT00M28.00S,2020-09-20T03:11:26.2Z,4,REGULAR,freethrow,2of2,[],203935,,,1610612738,104,113,2020-09-20T03:11:26Z,6950000,,,0,,M. Smart freethrow 2of2 (16 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,16.0,,,,,,,,,,,,,,
703,PT00M18.70S,2020-09-20T03:11:36.3Z,4,REGULAR,3pt,jumpshot,[],1629639,89.30683311432325,3.990502450980392,1610612748,104,113,2020-09-20T03:11:41Z,6960000,-230.0,48.0,1,right,MISS T. Herro 24' 3PT,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,23.61,Missed,,,,,,,,,,,,,,,,,,,
704,PT00M16.30S,2020-09-20T03:11:39.9Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,104,113,2020-09-20T03:11:39Z,6970000,,,0,,B. Adebayo REBOUND (Off:4 Def:12),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,703.0,16.0,12.0,4.0,,,,,,,,,,,,,,,
705,PT00M16.30S,2020-09-20T03:11:41.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202330,,,1610612748,104,113,2020-09-20T03:11:49Z,6980000,,,0,,G. Hayward FOUL personal (3 PF) (Adebayo inpenalty),"[202330, 1628389]",1610612738.0,BOS,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,,,2715.0,3.0,0.0,Adebayo,1628389.0,,,,,,
707,PT00M16.30S,2020-09-20T03:12:04.5Z,4,REGULAR,freethrow,1of2,['2ndchance'],1628389,,,1610612748,105,113,2020-09-20T03:12:04Z,7000000,,,0,,B. Adebayo freethrow 1of2 (26 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,26.0,,,,,,,,,,,,,,
708,PT00M16.30S,2020-09-20T03:12:26.7Z,4,REGULAR,freethrow,2of2,['2ndchance'],1628389,,,1610612748,106,113,2020-09-20T03:12:26Z,7010000,,,0,,B. Adebayo freethrow 2of2 (27 PTS),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Made,,,,,27.0,,,,,,,,,,,,,,
709,PT00M15.00S,2020-09-20T03:12:31.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629130,,,1610612738,106,113,2020-09-20T03:12:40Z,7020000,,,0,,D. Robinson FOUL personal (5 PF) (Smart inpenalty),"[1629130, 203935]",1610612748.0,MIA,take,,,Robinson,D. Robinson,,,,,,,,,,,,,,,2003.0,5.0,0.0,Smart,203935.0,,,,,,
711,PT00M15.00S,2020-09-20T03:13:06.6Z,4,REGULAR,freethrow,1of2,[],203935,,,1610612738,106,114,2020-09-20T03:13:06Z,7040000,,,0,,M. Smart freethrow 1of2 (17 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
712,PT00M15.00S,2020-09-20T03:13:21.5Z,4,REGULAR,freethrow,2of2,[],203935,,,1610612738,106,115,2020-09-20T03:13:21Z,7050000,,,0,,M. Smart freethrow 2of2 (18 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,18.0,,,,,,,,,,,,,,
713,PT00M07.20S,2020-09-20T03:13:30.9Z,4,REGULAR,3pt,jumpshot,[],203109,67.49342969776609,52.27481617647059,1610612748,106,115,2020-09-20T03:13:36Z,7060000,11.0,253.0,1,right,MISS J. Crowder 26' 3PT,[203109],1610612748.0,MIA,,,,Crowder,J. Crowder,,,,,25.89,Missed,,,,,,,,,,,,,,,,,,,
714,PT00M05.40S,2020-09-20T03:13:34.6Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,106,115,2020-09-20T03:13:34Z,7070000,,,0,,M. Smart REBOUND (Off:1 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,713.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
715,PT00M05.40S,2020-09-20T03:13:36.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612738,106,115,2020-09-20T03:14:01Z,7080000,,,0,,B. Adebayo FOUL personal (4 PF) (Smart inpenalty),"[1628389, 203935]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,2534.0,4.0,0.0,Smart,203935.0,,,,,,
717,PT00M05.40S,2020-09-20T03:14:06.6Z,4,REGULAR,freethrow,1of2,[],203935,,,1610612738,106,116,2020-09-20T03:14:06Z,7100000,,,0,,M. Smart freethrow 1of2 (19 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,19.0,,,,,,,,,,,,,,
718,PT00M05.40S,2020-09-20T03:14:20.5Z,4,REGULAR,freethrow,2of2,[],203935,,,1610612738,106,117,2020-09-20T03:14:20Z,7110000,,,0,,M. Smart freethrow 2of2 (20 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,Made,,,,,20.0,,,,,,,,,,,,,,
719,PT00M01.30S,2020-09-20T03:14:27.0Z,4,REGULAR,3pt,jumpshot,[],201609,68.80749014454665,71.14736519607843,1610612748,106,117,2020-09-20T03:14:35Z,7120000,106.0,241.0,1,right,MISS G. Dragic 27' 3PT,[201609],1610612748.0,MIA,pullup,,,Dragic,G. Dragic,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,,
720,PT00M01.30S,2020-09-20T03:14:27.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612748,106,117,2020-09-20T03:14:35Z,7130000,,,0,,Team offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,719.0,,,,,,,,,,,,,,,,,,
721,PT00M00.00S,2020-09-20T03:14:32.6Z,4,REGULAR,period,end,[],0,,,1610612748,106,117,2020-09-20T03:14:32Z,7140000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,PT00M00.00S,2020-09-20T03:14:38.9Z,4,REGULAR,game,end,[],0,,,0,106,117,2020-09-20T03:14:38Z,7150000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
