actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
540,PT06M42.00S,2019-12-25T19:14:14.3Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],200768,88.51839684625493,50.55912990196079,1610612761,81,102,2019-12-25T19:14:46Z,5350000,3.0,55.0,1,right,MISS K. Lowry 6' jumpshot,[200768],1610612761.0,TOR,drivingfloating,,,Lowry,K. Lowry,,,,,6.1,Missed,,,,,,,,,,,,,,,,,,,
541,PT06M41.00S,2019-12-25T19:14:15.3Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,81,102,2019-12-25T19:14:41Z,5360000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,540.0,2.0,2.0,0.0,,,,,,,,,,,
542,PT06M41.00S,2019-12-25T19:14:32.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,81,102,2019-12-25T19:14:32Z,5370000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT06M41.00S,2019-12-25T19:15:30.8Z,4,REGULAR,substitution,out,[],1629056,,,1610612738,81,102,2019-12-25T19:15:48Z,5380000,,,0,,substitution out Davis,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M41.00S,2019-12-25T19:15:30.8Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,81,102,2019-12-25T19:15:48Z,5390000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
545,PT06M41.00S,2019-12-25T19:15:30.8Z,4,REGULAR,substitution,in,[],1628384,,,1610612738,81,102,2019-12-25T19:15:48Z,5400000,,,0,,substitution in Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT06M41.00S,2019-12-25T19:15:30.8Z,4,REGULAR,substitution,in,[],1628464,,,1610612738,81,102,2019-12-25T19:15:48Z,5410000,,,0,,substitution in Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
547,PT06M24.00S,2019-12-25T19:16:21.5Z,4,REGULAR,3pt,jumpshot,[],1627759,19.530223390275953,93.69638480392157,1610612738,81,102,2019-12-25T19:16:26Z,5420000,-218.0,131.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
548,PT06M21.00S,2019-12-25T19:16:24.5Z,4,REGULAR,rebound,defensive,[],1627832,,,1610612761,81,102,2019-12-25T19:16:26Z,5430000,,,0,,F. VanVleet REBOUND (Off:0 Def:4),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,547.0,4.0,4.0,0.0,,,,,,,,,,,
549,PT06M18.00S,2019-12-25T19:16:27.3Z,4,REGULAR,3pt,jumpshot,['fastbreak'],1627832,70.12155059132719,16.980698529411764,1610612761,84,102,2019-12-25T19:16:32Z,5440000,-165.0,228.0,1,right,F. VanVleet 29' 3PT  (23 PTS),[1627832],1610612761.0,TOR,runningpullup,,,VanVleet,F. VanVleet,,,,,28.63,Made,23.0,,,,,,,,,,,,,,,,,,
550,PT05M56.00S,2019-12-25T19:16:49.2Z,4,REGULAR,3pt,jumpshot,[],1629641,4.681340341655716,96.39246323529412,1610612738,84,102,2019-12-25T19:16:55Z,5450000,-232.0,-8.0,1,left,MISS R. Langford 23' 3PT,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,23.2,Missed,,,,,,,,,,,,,,,,,,,
551,PT05M55.00S,2019-12-25T19:16:50.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,84,102,2019-12-25T19:16:55Z,5460000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,550.0,,,,,,,,,,,,,,
552,PT05M55.00S,2019-12-25T19:16:55.7Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,84,102,2019-12-25T19:16:55Z,5470000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT05M50.00S,2019-12-25T19:17:17.2Z,4,REGULAR,3pt,jumpshot,['2ndchance'],202330,33.065045992115635,59.3826593137255,1610612738,84,105,2019-12-25T19:17:21Z,5480000,-47.0,258.0,1,left,G. Hayward 27' 3PT  (14 PTS) (B. Wanamaker 3 AST),"[202330, 202954]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,26.79,Made,14.0,B. Wanamaker,202954.0,3.0,,,,,,,,,,,,,,,
555,PT05M20.00S,2019-12-25T19:17:46.8Z,4,REGULAR,2pt,jumpshot,[],1627832,93.77463863337714,31.196384803921568,1610612761,84,105,2019-12-25T19:17:56Z,5500000,-94.0,6.0,1,right,MISS F. VanVleet 9' jumpshot,[1627832],1610612761.0,TOR,turnaround,,,VanVleet,F. VanVleet,,,,,9.47,Missed,,,,,,,,,,,,,,,,,,,
556,PT05M17.00S,2019-12-25T19:17:49.8Z,4,REGULAR,rebound,offensive,[],1628449,,,1610612761,84,105,2019-12-25T19:17:56Z,5510000,,,0,,C. Boucher REBOUND (Off:2 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,555.0,3.0,1.0,2.0,,,,,,,,,,,
557,PT05M17.00S,2019-12-25T19:17:50.1Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628449,95.0,50.0,1610612761,84,105,2019-12-25T19:17:50Z,5520000,0.0,-6.0,1,right,MISS C. Boucher layup,[1628449],1610612761.0,TOR,tip,,,Boucher,C. Boucher,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
558,PT05M15.00S,2019-12-25T19:17:51.7Z,4,REGULAR,rebound,offensive,[],1628449,,,1610612761,84,105,2019-12-25T19:17:51Z,5530000,,,0,,C. Boucher REBOUND (Off:3 Def:1),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,557.0,4.0,1.0,3.0,,,,,,,,,,,
559,PT05M15.00S,2019-12-25T19:17:51.7Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1628449,95.0,50.0,1610612761,84,105,2019-12-25T19:17:51Z,5540000,0.0,-6.0,1,right,MISS C. Boucher layup,[1628449],1610612761.0,TOR,putback,,,Boucher,C. Boucher,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
560,PT05M14.00S,2019-12-25T19:17:53.0Z,4,REGULAR,rebound,defensive,[],202330,,,1610612738,84,105,2019-12-25T19:17:53Z,5550000,,,0,,G. Hayward REBOUND (Off:0 Def:5),[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,559.0,5.0,5.0,0.0,,,,,,,,,,,
561,PT05M09.00S,2019-12-25T19:18:00.6Z,4,REGULAR,foul,offensive,[],1629641,,,1610612738,84,105,2019-12-25T19:18:09Z,5560000,,,0,,R. Langford FOUL offensive (1 PF),"[1629641, 200768]",1610612738.0,BOS,charge,,,Langford,R. Langford,,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Lowry,200768.0,,,,
563,PT05M09.00S,2019-12-25T19:18:00.6Z,4,REGULAR,turnover,offensivefoul,[],1629641,,,1610612738,84,105,2019-12-25T19:18:00Z,5580000,,,0,,R. Langford TURNOVER offensivefoul (1 TOV),[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,101284.0,,,,,1.0,,,
564,PT05M09.00S,2019-12-25T19:18:09.8Z,4,REGULAR,substitution,out,[],1629641,,,1610612761,84,105,2019-12-25T19:18:14Z,5590000,,,0,,substitution out Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT05M09.00S,2019-12-25T19:18:09.8Z,4,REGULAR,substitution,in,[],202689,,,1610612761,84,105,2019-12-25T19:18:14Z,5600000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT04M56.00S,2019-12-25T19:18:41.6Z,4,REGULAR,foul,personal,['2freethrow'],202954,,,1610612761,84,105,2019-12-25T19:18:47Z,5610000,,,0,,B. Wanamaker FOUL personal (3 PF) (VanVleet 2freethrow),"[202954, 1627832]",1610612738.0,BOS,shooting,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,101284.0,3.0,0.0,VanVleet,1627832.0,,,,
568,PT04M56.00S,2019-12-25T19:19:06.2Z,4,REGULAR,freethrow,1of2,['fromturnover'],1627832,,,1610612761,85,105,2019-12-25T19:19:06Z,5630000,,,0,,F. VanVleet freethrow 1of2 (24 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
569,PT04M56.00S,2019-12-25T19:19:08.3Z,4,REGULAR,substitution,out,[],202954,,,1610612761,85,105,2019-12-25T19:19:12Z,5640000,,,0,,substitution out Wanamaker,[202954],1610612738.0,BOS,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT04M56.00S,2019-12-25T19:19:08.3Z,4,REGULAR,substitution,in,[],1628369,,,1610612761,85,105,2019-12-25T19:19:12Z,5650000,,,0,,substitution in Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT04M56.00S,2019-12-25T19:19:27.0Z,4,REGULAR,freethrow,2of2,['fromturnover'],1627832,,,1610612761,86,105,2019-12-25T19:19:27Z,5660000,,,0,,F. VanVleet freethrow 2of2 (25 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
572,PT04M51.00S,2019-12-25T19:19:35.5Z,4,REGULAR,turnover,lostball,[],202330,,,1610612738,86,105,2019-12-25T19:19:42Z,5670000,,,0,,G. Hayward TURNOVER lostball (2 TOV) Stolen,"[202330, 1627832]",1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,2.0,VanVleet,1627832.0,
573,PT04M51.00S,2019-12-25T19:19:35.5Z,4,REGULAR,steal,,[],1627832,,,1610612761,86,105,2019-12-25T19:19:39Z,5680000,,,0,,F. VanVleet STEAL (4 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M46.00S,2019-12-25T19:19:39.7Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",1627832,94.30026281208936,48.59834558823529,1610612761,88,105,2019-12-25T19:19:46Z,5690000,-7.0,1.0,1,right,F. VanVleet layup (27 PTS),[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,0.96,Made,27.0,,,,,,,,,,,,,,,,,,
575,PT04M37.00S,2019-12-25T19:19:50.0Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,6.521024967148489,50.55912990196079,1610612738,88,107,2019-12-25T19:19:54Z,5700000,-3.0,9.0,1,left,D. Theis dunk (11 PTS) (J. Tatum 6 AST),"[1628464, 1628369]",1610612738.0,BOS,alleyoop,,,Theis,D. Theis,,,,,1.46,Made,11.0,J. Tatum,1628369.0,6.0,,,,,,,,,,,,,,,
577,PT04M25.00S,2019-12-25T19:20:03.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628464,,,1610612761,88,107,2019-12-25T19:20:11Z,5720000,,,0,,D. Theis FOUL personal (4 PF) (Boucher inpenalty),"[1628464, 1628449]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,,,2004.0,4.0,0.0,Boucher,1628449.0,,,,
579,PT04M25.00S,2019-12-25T19:20:24.8Z,4,REGULAR,freethrow,1of2,[],1628449,,,1610612761,89,107,2019-12-25T19:20:24Z,5740000,,,0,,C. Boucher freethrow 1of2 (21 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,21.0,,,,,,,,,,,,,,,,,,
580,PT04M25.00S,2019-12-25T19:20:33.8Z,4,REGULAR,substitution,out,[],1628384,,,1610612761,89,107,2019-12-25T19:20:42Z,5750000,,,0,,substitution out Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT04M25.00S,2019-12-25T19:20:33.8Z,4,REGULAR,substitution,in,[],1626169,,,1610612761,89,107,2019-12-25T19:20:42Z,5760000,,,0,,substitution in Johnson,[1626169],1610612761.0,TOR,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT04M25.00S,2019-12-25T19:20:49.9Z,4,REGULAR,freethrow,2of2,[],1628449,,,1610612761,90,107,2019-12-25T19:20:49Z,5770000,,,0,,C. Boucher freethrow 2of2 (22 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,Made,22.0,,,,,,,,,,,,,,,,,,
583,PT04M10.00S,2019-12-25T19:21:09.1Z,4,REGULAR,3pt,jumpshot,[],1627759,6.258212877792378,95.41207107843137,1610612738,90,107,2019-12-25T19:21:13Z,5780000,-227.0,6.0,1,left,MISS J. Brown 23' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,22.74,Missed,,,,,,,,,,,,,,,,,,,
584,PT04M07.00S,2019-12-25T19:21:12.1Z,4,REGULAR,rebound,defensive,[],1627775,,,1610612761,90,107,2019-12-25T19:21:13Z,5790000,,,0,,P. McCaw REBOUND (Off:0 Def:3),[1627775],1610612761.0,TOR,,,,McCaw,P. McCaw,,,,,,,,,,,583.0,3.0,3.0,0.0,,,,,,,,,,,
585,PT04M02.00S,2019-12-25T19:21:17.3Z,4,REGULAR,2pt,layup,"['fastbreak', 'pointsinthepaint']",1626169,94.82588699080158,52.029718137254896,1610612761,90,107,2019-12-25T19:24:35Z,5800000,10.0,-4.0,1,right,MISS S. Johnson layup,[1626169],1610612761.0,TOR,cutting,,,Johnson,S. Johnson,,,,,1.02,Missed,,,,,,,,,,,,,,,,,,,
586,PT04M00.00S,2019-12-25T19:21:19.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,90,107,2019-12-25T19:21:26Z,5810000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,585.0,,,,,,,,,,,,,,
587,PT04M00.00S,2019-12-25T19:21:24.2Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,90,107,2019-12-25T19:21:24Z,5820000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT03M42.00S,2019-12-25T19:21:49.6Z,4,REGULAR,2pt,layup,['pointsinthepaint'],202689,7.046649145860711,44.43167892156863,1610612738,90,109,2019-12-25T19:22:03Z,5830000,28.0,14.0,1,left,K. Walker layup (22 PTS),[202689],1610612738.0,BOS,drivingfingerroll,,,Walker,K. Walker,,,,,3.38,Made,22.0,,,,,,,,,,,,,,,,,,
589,PT03M42.00S,2019-12-25T19:21:55.3Z,4,REGULAR,foul,personal,['1freethrow'],1628449,,,1610612738,90,109,2019-12-25T19:21:59Z,5840000,,,0,,C. Boucher FOUL personal (4 PF) (Walker 1freethrow),"[1628449, 202689]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,2004.0,4.0,0.0,Walker,202689.0,,,,
591,PT03M42.00S,2019-12-25T19:22:17.0Z,4,REGULAR,freethrow,1of1,[],202689,,,1610612738,90,109,2019-12-25T19:22:31Z,5860000,,,0,,MISS K. Walker freethrow 1of1,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,Missed,,,,,,,,,,,,,,,,,,,
592,PT03M40.00S,2019-12-25T19:22:19.0Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,90,109,2019-12-25T19:22:31Z,5870000,,,0,,C. Boucher REBOUND (Off:3 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,591.0,5.0,2.0,3.0,,,,,,,,,,,
593,PT03M29.00S,2019-12-25T19:22:28.6Z,4,REGULAR,3pt,jumpshot,[],1627832,63.81406044678055,42.715992647058826,1610612761,90,109,2019-12-25T19:22:34Z,5880000,-36.0,288.0,1,right,MISS F. VanVleet 30' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,29.54,Missed,,,,,,,,,,,,,,,,,,,
594,PT03M27.00S,2019-12-25T19:22:30.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,90,109,2019-12-25T19:22:34Z,5890000,,,0,,Team defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,593.0,,,,,,,,,,,,,,
595,PT03M27.00S,2019-12-25T19:22:33.9Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612738,90,109,2019-12-25T19:22:33Z,5900000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT03M11.00S,2019-12-25T19:22:57.3Z,4,REGULAR,3pt,jumpshot,[],1627759,4.418528252299605,3.010110294117647,1610612738,90,112,2019-12-25T19:23:01Z,5910000,235.0,-11.0,1,left,J. Brown 24' 3PT  (30 PTS) (G. Hayward 6 AST),"[1627759, 202330]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.5,Made,30.0,G. Hayward,202330.0,6.0,,,,,,,,,,,,,,,
598,PT02M59.00S,2019-12-25T19:23:12.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,90,112,2019-12-25T19:23:12Z,5930000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT02M59.00S,2019-12-25T19:24:12.3Z,4,REGULAR,substitution,out,[],200768,,,1610612761,90,112,2019-12-25T19:24:43Z,5940000,,,0,,substitution out Lowry,[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT02M59.00S,2019-12-25T19:24:12.3Z,4,REGULAR,substitution,out,[],1627775,,,1610612761,90,112,2019-12-25T19:24:43Z,5950000,,,0,,substitution out McCaw,[1627775],1610612761.0,TOR,,,,McCaw,P. McCaw,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT02M59.00S,2019-12-25T19:24:12.3Z,4,REGULAR,substitution,out,[],1627832,,,1610612761,90,112,2019-12-25T19:24:43Z,5960000,,,0,,substitution out VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT02M59.00S,2019-12-25T19:24:12.3Z,4,REGULAR,substitution,out,[],1628369,,,1610612761,90,112,2019-12-25T19:24:43Z,5970000,,,0,,substitution out Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT02M59.00S,2019-12-25T19:24:12.3Z,4,REGULAR,substitution,out,[],1627759,,,1610612761,90,112,2019-12-25T19:24:43Z,5980000,,,0,,substitution out Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT02M59.00S,2019-12-25T19:24:12.3Z,4,REGULAR,substitution,out,[],202689,,,1610612761,90,112,2019-12-25T19:24:43Z,5990000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT02M59.00S,2019-12-25T19:24:12.3Z,4,REGULAR,substitution,out,[],202330,,,1610612761,90,112,2019-12-25T19:24:43Z,6000000,,,0,,substitution out Hayward,[202330],1610612738.0,BOS,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT02M59.00S,2019-12-25T19:24:12.3Z,4,REGULAR,substitution,in,[],1626259,,,1610612761,90,112,2019-12-25T19:24:43Z,6010000,,,0,,substitution in Miller,[1626259],1610612761.0,TOR,,,,Miller,M. Miller,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT02M59.00S,2019-12-25T19:24:12.3Z,4,REGULAR,substitution,in,[],1629052,,,1610612761,90,112,2019-12-25T19:24:43Z,6020000,,,0,,substitution in Brissett,[1629052],1610612761.0,TOR,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT02M59.00S,2019-12-25T19:24:12.3Z,4,REGULAR,substitution,in,[],1629056,,,1610612761,90,112,2019-12-25T19:24:43Z,6030000,,,0,,substitution in Davis,[1629056],1610612761.0,TOR,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT02M59.00S,2019-12-25T19:24:12.3Z,4,REGULAR,substitution,in,[],1629750,,,1610612761,90,112,2019-12-25T19:24:43Z,6040000,,,0,,substitution in Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT02M59.00S,2019-12-25T19:24:12.3Z,4,REGULAR,substitution,in,[],1628400,,,1610612761,90,112,2019-12-25T19:24:43Z,6050000,,,0,,substitution in Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT02M59.00S,2019-12-25T19:24:12.3Z,4,REGULAR,substitution,in,[],1629682,,,1610612761,90,112,2019-12-25T19:24:43Z,6060000,,,0,,substitution in Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT02M59.00S,2019-12-25T19:24:12.3Z,4,REGULAR,substitution,in,[],1629035,,,1610612761,90,112,2019-12-25T19:24:43Z,6070000,,,0,,substitution in Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT02M53.00S,2019-12-25T19:24:57.5Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628449,93.24901445466492,46.63756127450981,1610612761,92,112,2019-12-25T19:25:02Z,6080000,-17.0,11.0,1,right,C. Boucher layup (24 PTS) (T. Davis 1 AST),"[1628449, 1629056]",1610612761.0,TOR,cuttingfingerroll,,,Boucher,C. Boucher,,,,,2.35,Made,24.0,T. Davis,1629056.0,1.0,,,,,,,,,,,,,,,
615,PT02M39.00S,2019-12-25T19:25:10.9Z,4,REGULAR,3pt,jumpshot,[],1628400,26.62614980289093,14.039522058823529,1610612738,92,112,2019-12-25T19:25:21Z,6100000,180.0,198.0,1,left,MISS S. Ojeleye 27' 3PT,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,27.14,Missed,,,,,,,,,,,,,,,,,,,
616,PT02M31.00S,2019-12-25T19:25:18.9Z,4,REGULAR,rebound,offensive,[],1628464,,,1610612738,92,112,2019-12-25T19:25:21Z,6110000,,,0,,D. Theis REBOUND (Off:3 Def:3),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,615.0,6.0,3.0,3.0,,,,,,,,,,,
617,PT02M31.00S,2019-12-25T19:25:19.1Z,4,REGULAR,2pt,layup,"['2ndchance', 'pointsinthepaint']",1628464,5.0,50.0,1610612738,92,114,2019-12-25T19:27:02Z,6120000,0.0,-6.0,1,left,D. Theis layup (13 PTS),[1628464],1610612738.0,BOS,tip,,,Theis,D. Theis,,,,,0.0,Made,13.0,,,,,,,,,,,,,,,,,,
618,PT02M24.00S,2019-12-25T19:25:26.9Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1629056,94.43166885676742,47.61795343137255,1610612761,94,114,2019-12-25T19:25:38Z,6130000,-12.0,0.0,1,right,T. Davis layup (4 PTS),[1629056],1610612761.0,TOR,drivingfingerroll,,,Davis,T. Davis,,,,,1.3,Made,4.0,,,,,,,,,,,,,,,,,,
619,PT02M13.00S,2019-12-25T19:25:36.8Z,4,REGULAR,2pt,jumpshot,[],1629682,10.85742444152431,25.06893382352941,1610612738,94,114,2019-12-25T19:26:59Z,6140000,125.0,50.0,1,left,MISS T. Waters 14' jumpshot,[1629682],1610612738.0,BOS,pullup,,,Waters,T. Waters,,,,,13.63,Missed,,,,,,,,,,,,,,,,,,,
620,PT02M10.00S,2019-12-25T19:25:39.8Z,4,REGULAR,rebound,defensive,[],1628449,,,1610612761,94,114,2019-12-25T19:25:43Z,6150000,,,0,,C. Boucher REBOUND (Off:3 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,619.0,6.0,3.0,3.0,,,,,,,,,,,
621,PT02M05.00S,2019-12-25T19:25:45.7Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fastbreak']",1626169,93.77463863337714,50.55912990196079,1610612761,96,114,2019-12-25T19:25:56Z,6160000,3.0,6.0,1,right,S. Johnson layup (2 PTS),[1626169],1610612761.0,TOR,running,,,Johnson,S. Johnson,,,,,1.18,Made,2.0,,,,,,,,,,,,,,,,,,
622,PT01M49.00S,2019-12-25T19:26:01.7Z,4,REGULAR,turnover,badpass,[],1629682,,,1610612738,96,114,2019-12-25T19:26:05Z,6170000,,,0,,T. Waters TURNOVER badpass (1 TOV) Stolen,"[1629682, 1626169]",1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,1.0,Johnson,1626169.0,
623,PT01M49.00S,2019-12-25T19:26:01.7Z,4,REGULAR,steal,,[],1626169,,,1610612761,96,114,2019-12-25T19:26:03Z,6180000,,,0,,S. Johnson STEAL (1 STL),[1626169],1610612761.0,TOR,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT01M48.00S,2019-12-25T19:26:04.5Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626169,94.95729303547962,50.80422794117647,1610612761,98,114,2019-12-25T19:26:08Z,6190000,4.0,-5.0,1,right,S. Johnson layup (4 PTS),[1626169],1610612761.0,TOR,running,,,Johnson,S. Johnson,,,,,0.4,Made,4.0,,,,,,,,,,,,,,,,,,
625,PT01M48.00S,2019-12-25T19:26:15.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,98,114,2019-12-25T19:26:15Z,6200000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT01M48.00S,2019-12-25T19:27:07.7Z,4,REGULAR,substitution,out,[],1628464,,,1610612738,98,114,2019-12-25T19:27:35Z,6210000,,,0,,substitution out Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT01M48.00S,2019-12-25T19:27:07.7Z,4,REGULAR,substitution,in,[],1629641,,,1610612738,98,114,2019-12-25T19:27:35Z,6220000,,,0,,substitution in Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
