actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
535,PT06M56.00S,2020-09-04T00:57:52.0Z,4,REGULAR,foul,personal,['2freethrow'],200768,,,1610612738,89,90,2020-09-04T00:58:01Z,5340000,,,0,,K. Lowry FOUL personal (5 PF) (Tatum 2freethrow),"[200768, 1628369]",1610612761.0,TOR,shooting,,,Lowry,K. Lowry,,,,,,,,201639.0,5.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,
537,PT06M56.00S,2020-09-04T00:58:21.8Z,4,REGULAR,freethrow,1of2,[],1628369,,,1610612738,90,90,2020-09-04T00:58:21Z,5360000,,,0,,J. Tatum freethrow 1of2 (12 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
538,PT06M56.00S,2020-09-04T00:58:26.0Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,90,90,2020-09-04T00:58:33Z,5370000,,,0,,substitution out Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT06M56.00S,2020-09-04T00:58:26.0Z,4,REGULAR,substitution,in,[],202689,,,1610612738,90,90,2020-09-04T00:58:33Z,5380000,,,0,,substitution in Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
540,PT06M56.00S,2020-09-04T00:58:41.9Z,4,REGULAR,freethrow,2of2,[],1628369,,,1610612738,91,90,2020-09-04T00:58:42Z,5390000,,,0,,J. Tatum freethrow 2of2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
541,PT06M41.00S,2020-09-04T00:59:01.2Z,4,REGULAR,foul,personal,[],203935,,,1610612761,91,90,2020-09-04T00:59:11Z,5400000,,,0,,M. Smart FOUL personal (4 PF),"[203935, 1626181]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,201639.0,4.0,0.0,Powell,1626181.0,,,,,,,,,,,,,
543,PT06M29.00S,2020-09-04T00:59:31.7Z,4,REGULAR,3pt,jumpshot,[],1626181,63.81406044678055,45.65716911764706,1610612761,91,93,2020-09-04T00:59:36Z,5420000,-22.0,288.0,1,right,N. Powell 29' 3PT  (8 PTS) (M. Gasol 3 AST),"[1626181, 201188]",1610612761.0,TOR,pullup,,,Powell,N. Powell,,,,,29.39,Made,8.0,,,,,,,,,,M. Gasol,201188.0,3.0,,,,,,
545,PT06M08.00S,2020-09-04T00:59:52.2Z,4,REGULAR,3pt,jumpshot,[],203935,30.699737187910642,24.088541666666664,1610612738,91,93,2020-09-04T00:59:56Z,5440000,130.0,236.0,1,left,MISS M. Smart 27' 3PT,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,27.42,Missed,,,,,,,,,,,,,,,,,,,
546,PT06M05.00S,2020-09-04T00:59:55.2Z,4,REGULAR,rebound,defensive,[],201188,,,1610612761,91,93,2020-09-04T00:59:56Z,5450000,,,0,,M. Gasol REBOUND (Off:0 Def:6),[201188],1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,,,,,,545.0,6.0,6.0,0.0,,,,,,,,,
547,PT05M57.00S,2020-09-04T01:00:03.7Z,4,REGULAR,2pt,layup,['pointsinthepaint'],201188,94.1688567674113,49.82383578431372,1610612761,91,95,2020-09-04T01:00:08Z,5460000,-1.0,2.0,1,right,M. Gasol layup (10 PTS) (K. Lowry 7 AST),"[201188, 200768]",1610612761.0,TOR,cutting,,,Gasol,M. Gasol,,,,,0.79,Made,10.0,,,,,,,,,,K. Lowry,200768.0,7.0,,,,,,
549,PT05M32.00S,2020-09-04T01:00:28.8Z,4,REGULAR,turnover,lostball,[],1627759,,,1610612738,91,95,2020-09-04T01:00:32Z,5480000,,,0,,J. Brown TURNOVER lostball (4 TOV) Stolen,"[1627759, 1627783]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,4.0,Siakam,1627783.0,
550,PT05M32.00S,2020-09-04T01:00:28.8Z,4,REGULAR,steal,,[],1627783,,,1610612761,91,95,2020-09-04T01:00:30Z,5490000,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT05M18.00S,2020-09-04T01:00:42.5Z,4,REGULAR,3pt,jumpshot,['fromturnover'],1626181,74.72076215505913,85.85324754901961,1610612761,91,95,2020-09-04T01:00:46Z,5500000,179.0,185.0,1,right,MISS N. Powell 26' 3PT,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
552,PT05M15.00S,2020-09-04T01:00:45.5Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,91,95,2020-09-04T01:00:46Z,5510000,,,0,,D. Theis REBOUND (Off:2 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,551.0,6.0,4.0,2.0,,,,,,,,,
553,PT05M07.00S,2020-09-04T01:00:53.3Z,4,REGULAR,2pt,jumpshot,[],1627759,12.171484888304862,33.892463235294116,1610612738,93,95,2020-09-04T01:00:57Z,5520000,81.0,62.0,1,left,J. Brown 10' jumpshot (15 PTS) (K. Walker 2 AST),"[1627759, 202689]",1610612738.0,BOS,stepback,,,Brown,J. Brown,,,,,10.5,Made,15.0,,,,,,,,,,K. Walker,202689.0,2.0,,,,,,
555,PT04M50.00S,2020-09-04T01:01:10.7Z,4,REGULAR,3pt,jumpshot,[],200768,68.15045992115637,60.36305147058824,1610612761,93,95,2020-09-04T01:01:17Z,5540000,52.0,247.0,1,right,MISS K. Lowry 26' 3PT,[200768],1610612761.0,TOR,pullup,,,Lowry,K. Lowry,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
556,PT04M47.00S,2020-09-04T01:01:13.7Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,93,95,2020-09-04T01:01:17Z,5550000,,,0,,M. Smart REBOUND (Off:0 Def:3),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,555.0,3.0,3.0,0.0,,,,,,,,,
557,PT04M31.00S,2020-09-04T01:01:29.8Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1628369,6.783837056504599,47.127757352941174,1610612738,95,95,2020-09-04T01:01:33Z,5560000,14.0,11.0,1,left,J. Tatum layup (15 PTS),[1628369],1610612738.0,BOS,drivingfingerroll,,,Tatum,J. Tatum,,,,,2.21,Made,15.0,,,,,,,,,,,,,,,,,,
558,PT04M09.00S,2020-09-04T01:01:52.6Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627783,89.30683311432325,47.86305147058824,1610612761,95,95,2020-09-04T01:01:58Z,5570000,-11.0,48.0,1,right,MISS P. Siakam jumpshot,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,5.46,Missed,,,,,,,,,,,,,,,,,,,
559,PT04M08.00S,2020-09-04T01:01:55.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612761,95,95,2020-09-04T01:01:55Z,5580000,,,0,,Team offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,558.0,,,,,,,,,,,,
560,PT04M08.00S,2020-09-04T01:01:56.7Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612761,95,95,2020-09-04T01:01:56Z,5590000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT04M08.00S,2020-09-04T01:02:07.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,95,95,2020-09-04T01:02:07Z,5600000,,,0,,timeout full,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,PT04M08.00S,2020-09-04T01:05:19.5Z,4,REGULAR,substitution,out,[],1626181,,,1610612761,95,95,2020-09-04T01:05:40Z,5610000,,,0,,substitution out Powell,[1626181],1610612761.0,TOR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT04M08.00S,2020-09-04T01:05:19.5Z,4,REGULAR,substitution,in,[],1627832,,,1610612761,95,95,2020-09-04T01:05:40Z,5620000,,,0,,substitution in VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT03M55.00S,2020-09-04T01:06:02.2Z,4,REGULAR,2pt,jumpshot,['2ndchance'],1627832,82.47371879106439,88.30422794117648,1610612761,95,95,2020-09-04T01:06:06Z,5630000,192.0,112.0,1,right,MISS F. VanVleet 22' jumpshot,[1627832],1610612761.0,TOR,stepback,,,VanVleet,F. VanVleet,,,,,22.48,Missed,,,,,,,,,,,,,,,,,,,
565,PT03M53.00S,2020-09-04T01:06:04.2Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,95,95,2020-09-04T01:06:06Z,5640000,,,0,,M. Smart REBOUND (Off:0 Def:4),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,564.0,4.0,4.0,0.0,,,,,,,,,
566,PT03M47.00S,2020-09-04T01:06:12.0Z,4,REGULAR,foul,personal,[],201188,,,1610612738,95,95,2020-09-04T01:06:20Z,5650000,,,0,,M. Gasol FOUL personal (1 PF),"[201188, 203935]",1610612761.0,TOR,,,,Gasol,M. Gasol,,,,,,,,1179.0,1.0,0.0,Smart,203935.0,,,,,,,,,,,,,
568,PT03M36.00S,2020-09-04T01:06:42.4Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,6.258212877792378,49.57873774509804,1610612738,97,95,2020-09-04T01:06:46Z,5670000,2.0,6.0,1,left,D. Theis dunk (7 PTS) (J. Tatum 5 AST),"[1628464, 1628369]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,1.2,Made,7.0,,,,,,,,,,J. Tatum,1628369.0,5.0,,,,,,
570,PT03M09.00S,2020-09-04T01:07:08.3Z,4,REGULAR,turnover,badpass,[],1627832,,,1610612761,97,95,2020-09-04T01:07:12Z,5690000,,,0,,F. VanVleet TURNOVER badpass (5 TOV) Stolen,"[1627832, 1628369]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,5.0,Tatum,1628369.0,
571,PT03M09.00S,2020-09-04T01:07:08.3Z,4,REGULAR,steal,,[],1628369,,,1610612738,97,95,2020-09-04T01:07:09Z,5700000,,,0,,J. Tatum STEAL (1 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT03M02.00S,2020-09-04T01:07:15.9Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', 'fromturnover']",1627759,6.389618922470433,49.333639705882355,1610612738,99,95,2020-09-04T01:07:19Z,5710000,3.0,8.0,1,left,J. Brown dunk (17 PTS) (M. Smart 4 AST),"[1627759, 203935]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,1.35,Made,17.0,,,,,,,,,,M. Smart,203935.0,4.0,,,,,,
574,PT02M42.00S,2020-09-04T01:07:35.7Z,4,REGULAR,3pt,jumpshot,[],1627832,66.5735873850197,51.53952205882353,1610612761,99,95,2020-09-04T01:07:40Z,5730000,8.0,262.0,1,right,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,26.73,Missed,,,,,,,,,,,,,,,,,,,
575,PT02M39.00S,2020-09-04T01:07:38.7Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,99,95,2020-09-04T01:07:40Z,5740000,,,0,,M. Smart REBOUND (Off:0 Def:5),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,574.0,5.0,5.0,0.0,,,,,,,,,
576,PT02M17.00S,2020-09-04T01:08:01.6Z,4,REGULAR,3pt,jumpshot,[],1628369,17.16491458607096,94.18658088235294,1610612738,99,95,2020-09-04T01:08:17Z,5750000,-221.0,109.0,1,left,MISS J. Tatum 25' 3PT,[1628369],1610612738.0,BOS,turnaround,,,Tatum,J. Tatum,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,,
577,PT02M17.00S,2020-09-04T01:08:01.6Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,99,95,2020-09-04T01:08:17Z,5760000,,,0,,Team offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,576.0,,,,,,,,,,,,
578,PT02M17.00S,2020-09-04T01:08:04.9Z,4,REGULAR,turnover,shotclock,['team'],0,,,1610612738,99,95,2020-09-04T01:08:22Z,5770000,,,0,,Team TURNOVER shotclock,[],1610612738.0,BOS,,,,,,,,,,,,,1179.0,,,,,,,,,,,,,,,,,
579,PT01M59.00S,2020-09-04T01:08:44.4Z,4,REGULAR,2pt,layup,"['pointsinthepaint', 'fromturnover']",200768,94.30026281208936,49.57873774509804,1610612761,99,97,2020-09-04T01:08:47Z,5780000,-2.0,1.0,1,right,K. Lowry layup (29 PTS) (F. VanVleet 6 AST),"[200768, 1627832]",1610612761.0,TOR,driving,,,Lowry,K. Lowry,,,,,0.69,Made,29.0,,,,,,,,,,F. VanVleet,1627832.0,6.0,,,,,,
581,PT01M44.00S,2020-09-04T01:08:59.9Z,4,REGULAR,2pt,jumpshot,['pointsinthepaint'],1627759,15.588042049934298,38.05912990196079,1610612738,99,97,2020-09-04T01:09:56Z,5800000,60.0,94.0,1,left,MISS J. Brown 12' jumpshot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,11.6,Missed,,,,,,,,,,,,,,,,,,,
582,PT01M42.00S,2020-09-04T01:09:01.9Z,4,REGULAR,rebound,offensive,[],1628369,,,1610612738,99,97,2020-09-04T01:09:30Z,5810000,,,0,,J. Tatum REBOUND (Off:2 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,581.0,9.0,7.0,2.0,,,,,,,,,
583,PT01M41.00S,2020-09-04T01:09:04.3Z,4,REGULAR,2pt,dunk,"['pointsinthepaint', '2ndchance']",1627759,5.469776609724048,50.314031862745104,1610612738,101,97,2020-09-04T01:09:07Z,5820000,-2.0,-1.0,1,left,J. Brown dunk (19 PTS) (J. Tatum 6 AST),"[1627759, 1628369]",1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,0.47,Made,19.0,,,,,,,,,,J. Tatum,1628369.0,6.0,,,,,,
585,PT01M31.00S,2020-09-04T01:09:16.6Z,4,REGULAR,2pt,layup,['pointsinthepaint'],1627783,92.9862023653088,46.392463235294116,1610612761,101,97,2020-09-04T01:09:21Z,5840000,-18.0,13.0,1,right,MISS P. Siakam layup Blocked,"[1627783, 1627759]",1610612761.0,TOR,drivingfingerroll,,,Siakam,P. Siakam,,,,,2.61,Missed,,,,,,,,,,,,,,Brown,1627759.0,,,,
586,PT01M31.00S,2020-09-04T01:09:16.6Z,4,REGULAR,block,,[],1627759,,,1610612761,101,97,2020-09-04T01:09:18Z,5850000,,,0,,J. Brown BLOCK (4 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT01M28.00S,2020-09-04T01:09:19.6Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,101,97,2020-09-04T01:09:21Z,5860000,,,0,,D. Theis REBOUND (Off:2 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,585.0,7.0,5.0,2.0,,,,,,,,,
588,PT01M14.00S,2020-09-04T01:09:32.9Z,4,REGULAR,3pt,jumpshot,[],202689,12.959921156373195,3.010110294117647,1610612738,101,97,2020-09-04T01:09:38Z,5870000,235.0,69.0,1,left,MISS K. Walker 25' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,24.65,Missed,,,,,,,,,,,,,,,,,,,
589,PT01M12.00S,2020-09-04T01:09:34.9Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612761,101,97,2020-09-04T01:09:38Z,5880000,,,0,,P. Siakam REBOUND (Off:0 Def:7),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,588.0,7.0,7.0,0.0,,,,,,,,,
590,PT01M01.00S,2020-09-04T01:09:47.6Z,4,REGULAR,2pt,layup,['pointsinthepaint'],200768,94.69448094612353,49.08854166666667,1610612761,101,99,2020-09-04T01:09:53Z,5890000,-5.0,-3.0,1,right,K. Lowry layup (31 PTS),[200768],1610612761.0,TOR,drivingfingerroll,,,Lowry,K. Lowry,,,,,0.54,Made,31.0,,,,,,,,,,,,,,,,,,
591,PT00M42.50S,2020-09-04T01:10:09.6Z,4,REGULAR,2pt,jumpshot,[],1628369,27.808804204993432,46.63756127450981,1610612738,101,99,2020-09-04T01:10:13Z,5900000,17.0,209.0,1,left,MISS J. Tatum 22' jumpshot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,21.51,Missed,,,,,,,,,,,,,,,,,,,
592,PT00M39.90S,2020-09-04T01:10:12.2Z,4,REGULAR,rebound,defensive,[],200768,,,1610612761,101,99,2020-09-04T01:10:13Z,5910000,,,0,,K. Lowry REBOUND (Off:2 Def:4),[200768],1610612761.0,TOR,,,,Lowry,K. Lowry,,,,,,,,,,,,,591.0,6.0,4.0,2.0,,,,,,,,,
593,PT00M35.00S,2020-09-04T01:10:19.6Z,4,REGULAR,stoppage,outofbounds,[],0,,,1610612761,101,99,2020-09-04T01:10:19Z,5920000,,,0,,stoppage outofbounds,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT00M35.00S,2020-09-04T01:10:27.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,101,99,2020-09-04T01:10:27Z,5930000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT00M30.00S,2020-09-04T01:12:16.1Z,4,REGULAR,3pt,jumpshot,[],1627832,66.96780551905388,27.27481617647059,1610612761,101,99,2020-09-04T01:12:21Z,5940000,-114.0,258.0,1,right,MISS F. VanVleet 29' 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,28.69,Missed,,,,,,,,,,,,,,,,,,,
596,PT00M27.00S,2020-09-04T01:12:19.1Z,4,REGULAR,rebound,offensive,[],1628384,,,1610612761,101,99,2020-09-04T01:12:21Z,5950000,,,0,,O. Anunoby REBOUND (Off:2 Def:8),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,595.0,10.0,8.0,2.0,,,,,,,,,
597,PT00M21.50S,2020-09-04T01:12:25.3Z,4,REGULAR,2pt,layup,"['pointsinthepaint', '2ndchance']",1627832,93.77463863337714,49.82383578431372,1610612761,101,101,2020-09-04T01:12:28Z,5960000,-1.0,6.0,1,right,F. VanVleet layup (25 PTS),[1627832],1610612761.0,TOR,driving,,,VanVleet,F. VanVleet,,,,,1.15,Made,25.0,,,,,,,,,,,,,,,,,,
598,PT00M00.50S,2020-09-04T01:12:51.6Z,4,REGULAR,2pt,dunk,['pointsinthepaint'],1628464,7.046649145860711,49.08854166666667,1610612738,103,101,2020-09-04T01:12:55Z,5970000,5.0,14.0,1,left,D. Theis dunk (9 PTS) (K. Walker 3 AST),"[1628464, 202689]",1610612738.0,BOS,cutting,,,Theis,D. Theis,,,,,1.97,Made,9.0,,,,,,,,,,K. Walker,202689.0,3.0,,,,,,
600,PT00M00.50S,2020-09-04T01:12:57.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,103,101,2020-09-04T01:12:57Z,5990000,,,0,,timeout full,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT00M00.50S,2020-09-04T01:14:00.1Z,4,REGULAR,substitution,out,[],202689,,,1610612761,103,101,2020-09-04T01:14:28Z,6000000,,,0,,substitution out Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT00M00.50S,2020-09-04T01:14:00.1Z,4,REGULAR,substitution,in,[],1629605,,,1610612761,103,101,2020-09-04T01:14:28Z,6010000,,,0,,substitution in Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT00M00.00S,2020-09-04T01:14:47.2Z,4,REGULAR,3pt,jumpshot,[],1628384,92.72339027595268,3.990502450980392,1610612761,103,104,2020-09-04T01:14:57Z,6020000,-230.0,16.0,1,right,O. Anunoby 23' 3PT  (12 PTS) (K. Lowry 8 AST),"[1628384, 200768]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,23.1,Made,12.0,,,,,,,,,,K. Lowry,200768.0,8.0,,,,,,
605,PT00M00.00S,2020-09-04T01:15:04.3Z,4,REGULAR,instantreplay,request,[],0,,,1610612738,103,104,2020-09-04T01:15:30Z,6040000,,,0,,,[],,,support,,,,,,,,,,,,1148.0,,,,,,,,,,,,,,,,,End Period - Good Basket
606,PT00M00.00S,2020-09-04T01:15:32.6Z,4,REGULAR,period,end,[],0,,,1610612738,103,104,2020-09-04T01:15:32Z,6050000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT00M00.00S,2020-09-04T01:15:34.6Z,4,REGULAR,game,end,[],0,,,0,103,104,2020-09-04T01:15:34Z,6060000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
