actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
606,PT03M25.00S,2022-05-14T02:01:22.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612749,87,100,2022-05-14T02:01:34Z,6000000,,,0,,M. Smart shooting personal FOUL (2 PF) (Antetokounmpo 2 FT),"[203935, 203507]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,,,,,,,,202049.0,2.0,0.0,Antetokounmpo,203507.0,,,,,,,,,
608,PT03M25.00S,2022-05-14T02:02:03.1Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],203507,,,1610612749,88,100,2022-05-14T02:02:03Z,6020000,,,0,,G. Antetokounmpo Free Throw 1 of 2 (43 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,43.0,,,,,,,,,,,,,,,,,,
609,PT03M25.00S,2022-05-14T02:02:11.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,88,100,2022-05-14T02:02:11Z,6030000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT03M25.00S,2022-05-14T02:04:18.5Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],203507,,,1610612749,89,100,2022-05-14T02:04:18Z,6040000,,,0,,G. Antetokounmpo Free Throw 2 of 2 (44 PTS),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,Made,44.0,,,,,,,,,,,,,,,,,,
611,PT03M04.00S,2022-05-14T02:04:40.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,92.9862023653088,46.568627450980394,1610612738,89,100,2022-05-14T02:04:54Z,6050000,-17.0,13.0,1,right,MISS M. Smart cutting Layup,[203935],1610612738.0,BOS,cutting,,,Smart,M. Smart,,,,,2.18,Missed,,,,,,,,,,,,,,,,,,,
612,PT03M02.00S,2022-05-14T02:04:42.4Z,4,REGULAR,rebound,defensive,[],203507,,,1610612749,89,100,2022-05-14T02:04:54Z,6060000,,,0,,G. Antetokounmpo REBOUND (Off:3 Def:17),[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,611.0,20.0,17.0,3.0,,,,,,,,,,,,,,
613,PT03M02.00S,2022-05-14T02:04:53.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612749,89,100,2022-05-14T02:04:53Z,6070000,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT02M50.00S,2022-05-14T02:06:37.8Z,4,REGULAR,3pt,Jump Shot,[],203507,13.354139290407357,96.81372549019608,1610612749,89,100,2022-05-14T02:06:45Z,6080000,-234.0,73.0,1,left,MISS G. Antetokounmpo 24' 3PT,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,24.52,Missed,,,,,,,,,,,,,,,,,,,
615,PT02M49.00S,2022-05-14T02:06:38.8Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,89,100,2022-05-14T02:06:45Z,6090000,,,0,,D. White REBOUND (Off:1 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,614.0,3.0,2.0,1.0,,,,,,,,,,,,,,
616,PT02M49.00S,2022-05-14T02:06:45.6Z,4,REGULAR,foul,personal,[],201588,,,1610612738,89,100,2022-05-14T02:06:52Z,6100000,,,0,,G. Hill personal FOUL (5 PF),"[201588, 1628401]",1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,2715.0,5.0,0.0,White,1628401.0,,,,,,,,,
618,PT02M38.00S,2022-05-14T02:07:10.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,94.03745072273325,50.73529411764706,1610612738,89,102,2022-05-14T02:10:58Z,6120000,4.0,4.0,1,right,J. Tatum driving Layup (43 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,0.51,Made,43.0,,,,,,,,,,,,,,,,,,
620,PT02M38.00S,2022-05-14T02:07:14.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626192,,,1610612738,89,102,2022-05-14T02:07:36Z,6130000,,,0,,P. Connaughton shooting personal FOUL (2 PF) (Tatum 1 FT),"[1626192, 1628369]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,,,,,2715.0,2.0,0.0,Tatum,1628369.0,,,,,,,,,
622,PT02M38.00S,2022-05-14T02:07:39.9Z,4,REGULAR,freethrow,1 of 1,[],1628369,,,1610612738,89,103,2022-05-14T02:07:39Z,6150000,,,0,,J. Tatum Free Throw 1 of 1 (44 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,44.0,,,,,,,,,,,,,,,,,,
623,PT02M29.00S,2022-05-14T02:07:47.9Z,4,REGULAR,3pt,Jump Shot,[],201950,32.933639947437584,59.068627450980394,1610612749,92,103,2022-05-14T02:11:33Z,6160000,-45.0,257.0,1,left,J. Holiday 26' 3PT step back (17 PTS),[201950],1610612749.0,MIL,step back,,,Holiday,J. Holiday,,,,,26.11,Made,17.0,,,,,,,,,,,,,,,,,,
624,PT02M05.00S,2022-05-14T02:08:10.8Z,4,REGULAR,3pt,Jump Shot,[],1628369,67.62483574244416,27.941176470588236,1610612738,92,103,2022-05-14T02:08:20Z,6170000,-110.0,252.0,1,right,MISS J. Tatum 27' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,27.49,Missed,,,,,,,,,,,,,,,,,,,
625,PT02M02.00S,2022-05-14T02:08:13.8Z,4,REGULAR,rebound,offensive,[],1628401,,,1610612738,92,103,2022-05-14T02:08:20Z,6180000,,,0,,D. White REBOUND (Off:2 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,624.0,4.0,2.0,2.0,,,,,,,,,,,,,,
626,PT01M54.00S,2022-05-14T02:08:26.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626171,,,1610612738,92,103,2022-05-14T02:08:52Z,6190000,,,0,,B. Portis personal FOUL (4 PF) (Tatum 2 FT),"[1626171, 1628369]",1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,2715.0,4.0,0.0,Tatum,1628369.0,,,,,,,,,
628,PT01M54.00S,2022-05-14T02:08:52.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628369,,,1610612738,92,104,2022-05-14T02:08:52Z,6210000,,,0,,J. Tatum Free Throw 1 of 2 (45 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,45.0,,,,,,,,,,,,,,,,,,
629,PT01M54.00S,2022-05-14T02:09:13.8Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628369,,,1610612738,92,105,2022-05-14T02:09:13Z,6220000,,,0,,J. Tatum Free Throw 2 of 2 (46 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,46.0,,,,,,,,,,,,,,,,,,
630,PT01M39.00S,2022-05-14T02:09:29.1Z,4,REGULAR,3pt,Jump Shot,[],201950,28.33442838370565,76.9607843137255,1610612749,92,105,2022-05-14T02:09:33Z,6230000,-135.0,214.0,1,left,MISS J. Holiday 25' 3PT,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,25.27,Missed,,,,,,,,,,,,,,,,,,,
631,PT01M36.00S,2022-05-14T02:09:32.1Z,4,REGULAR,rebound,defensive,[],1628401,,,1610612738,92,105,2022-05-14T02:09:33Z,6240000,,,0,,D. White REBOUND (Off:2 Def:3),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,630.0,5.0,3.0,2.0,,,,,,,,,,,,,,
632,PT01M24.00S,2022-05-14T02:09:46.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626192,,,1610612738,92,105,2022-05-14T02:10:10Z,6250000,,,0,,P. Connaughton shooting personal FOUL (3 PF) (Brown 2 FT),"[1626192, 1627759]",1610612749.0,MIL,shooting,,,Connaughton,P. Connaughton,,,,,,,,,,,,202027.0,3.0,0.0,Brown,1627759.0,,,,,,,,,
634,PT01M24.00S,2022-05-14T02:10:11.7Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,92,105,2022-05-14T02:11:04Z,6270000,,,0,,MISS J. Brown Free Throw 1 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
635,PT01M24.00S,2022-05-14T02:10:11.7Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,92,105,2022-05-14T02:11:04Z,6280000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,634.0,,,,,,,,,,,,,,,,,
636,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,out,[],1626171,,,1610612738,92,105,2022-05-14T02:10:50Z,6290000,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,out,[],201950,,,1610612738,92,105,2022-05-14T02:10:50Z,6300000,,,0,,SUB out: J. Holiday,[201950],1610612749.0,MIL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,out,[],1626192,,,1610612738,92,105,2022-05-14T02:10:50Z,6310000,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,out,[],203507,,,1610612738,92,105,2022-05-14T02:10:50Z,6320000,,,0,,SUB out: G. Antetokounmpo,[203507],1610612749.0,MIL,,,,Antetokounmpo,G. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,out,[],201588,,,1610612738,92,105,2022-05-14T02:10:50Z,6330000,,,0,,SUB out: G. Hill,[201588],1610612749.0,MIL,,,,Hill,G. Hill,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,92,105,2022-05-14T02:10:50Z,6340000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,out,[],203935,,,1610612738,92,105,2022-05-14T02:10:50Z,6350000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,out,[],201143,,,1610612738,92,105,2022-05-14T02:10:50Z,6360000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,in,[],1628975,,,1610612738,92,105,2022-05-14T02:10:50Z,6370000,,,0,,SUB in: J. Carter,[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,in,[],1630492,,,1610612738,92,105,2022-05-14T02:10:50Z,6380000,,,0,,SUB in: L. Vildoza,[1630492],1610612749.0,MIL,,,,Vildoza,L. Vildoza,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,in,[],1629670,,,1610612738,92,105,2022-05-14T02:10:50Z,6390000,,,0,,SUB in: J. Nwora,[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,in,[],203648,,,1610612738,92,105,2022-05-14T02:10:50Z,6400000,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,in,[],1629730,,,1610612738,92,105,2022-05-14T02:10:50Z,6410000,,,0,,SUB in: R. Tucker,[1629730],1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,in,[],1630202,,,1610612738,92,105,2022-05-14T02:10:50Z,6420000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,92,105,2022-05-14T02:10:50Z,6430000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
651,PT01M24.00S,2022-05-14T02:10:12.8Z,4,REGULAR,substitution,in,[],1628464,,,1610612738,92,105,2022-05-14T02:10:50Z,6440000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT01M24.00S,2022-05-14T02:10:11.7Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,92,105,2022-05-14T02:11:04Z,6450000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
653,PT01M17.00S,2022-05-14T02:10:18.7Z,4,REGULAR,rebound,defensive,[],203648,,,1610612749,92,105,2022-05-14T02:11:04Z,6460000,,,0,,T. Antetokounmpo REBOUND (Off:0 Def:1),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,652.0,1.0,1.0,0.0,,,,,,,,,,,,,,
654,PT01M17.00S,2022-05-14T02:10:59.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612749,92,105,2022-05-14T02:11:12Z,6470000,,,0,,G. Williams shooting personal FOUL (5 PF) (Antetokounmpo 2 FT),"[1629684, 203648]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,202027.0,5.0,0.0,Antetokounmpo,203648.0,,,,,,,,,
656,PT01M17.00S,2022-05-14T02:11:16.5Z,4,REGULAR,freethrow,1 of 2,[],203648,,,1610612749,92,105,2022-05-14T02:11:16Z,6490000,,,0,,MISS T. Antetokounmpo Free Throw 1 of 2,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
657,PT01M17.00S,2022-05-14T02:11:16.5Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612749,92,105,2022-05-14T02:11:16Z,6500000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,656.0,,,,,,,,,,,,,,,,,
658,PT01M17.00S,2022-05-14T02:11:17.6Z,4,REGULAR,substitution,out,[],1627759,,,1610612749,92,105,2022-05-14T02:11:37Z,6510000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT01M17.00S,2022-05-14T02:11:17.6Z,4,REGULAR,substitution,out,[],1628401,,,1610612749,92,105,2022-05-14T02:11:37Z,6520000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT01M17.00S,2022-05-14T02:11:17.6Z,4,REGULAR,substitution,in,[],1630174,,,1610612749,92,105,2022-05-14T02:11:37Z,6530000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT01M17.00S,2022-05-14T02:11:17.6Z,4,REGULAR,substitution,in,[],203917,,,1610612749,92,105,2022-05-14T02:11:37Z,6540000,,,0,,SUB in: N. Stauskas,[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT01M17.00S,2022-05-14T02:11:38.4Z,4,REGULAR,freethrow,2 of 2,[],203648,,,1610612749,93,105,2022-05-14T02:11:38Z,6550000,,,0,,T. Antetokounmpo Free Throw 2 of 2 (1 PTS),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
663,PT00M59.00S,2022-05-14T02:11:51.3Z,4,REGULAR,2pt,Jump Shot,[],1630202,82.9993429697766,76.22549019607843,1610612738,93,105,2022-05-14T02:13:59Z,6560000,131.0,107.0,1,right,MISS P. Pritchard 16' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,16.94,Missed,,,,,,,,,,,,,,,,,,,
664,PT00M56.50S,2022-05-14T02:11:54.1Z,4,REGULAR,rebound,defensive,[],1628975,,,1610612749,93,105,2022-05-14T02:11:54Z,6570000,,,0,,J. Carter REBOUND (Off:0 Def:1),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,,,,663.0,1.0,1.0,0.0,,,,,,,,,,,,,,
665,PT00M50.00S,2022-05-14T02:12:02.9Z,4,REGULAR,2pt,Jump Shot,[],1628975,6.783837056504599,30.14705882352941,1610612749,95,105,2022-05-14T02:12:14Z,6580000,99.0,11.0,1,left,J. Carter 9' fadeaway Jump Shot (2 PTS),[1628975],1610612749.0,MIL,fadeaway,,,Carter,J. Carter,,,,,9.99,Made,2.0,,,,,,,,,,,,,,,,,,
666,PT00M50.00S,2022-05-14T02:12:16.3Z,4,REGULAR,foul,technical,"['team', 'inpenalty', '1freethrow']",0,,,1610612738,95,105,2022-05-14T02:12:39Z,6590000,,,0,,TEAM foul technical,[],1610612749.0,MIL,delay,,,,,,,,,,,,,,,,202049.0,,,,,,,,,,,,,
667,PT00M50.00S,2022-05-14T02:12:40.6Z,4,REGULAR,freethrow,1 of 1,[],1629684,,,1610612738,95,105,2022-05-14T02:12:40Z,6600000,,,0,,MISS G. Williams technical Free Throw 1 of 1,[1629684],1610612738.0,BOS,technical,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
668,PT00M50.00S,2022-05-14T02:12:40.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,95,105,2022-05-14T02:12:40Z,6610000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,667.0,,,,,,,,,,,,,,,,,
669,PT00M32.10S,2022-05-14T02:13:11.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629730,,,1610612738,95,105,2022-05-14T02:13:29Z,6620000,,,0,,R. Tucker shooting personal FOUL (1 PF) (Stauskas 2 FT),"[1629730, 203917]",1610612749.0,MIL,shooting,,,Tucker,R. Tucker,,,,,,,,,,,,202027.0,1.0,0.0,Stauskas,203917.0,,,,,,,,,
671,PT00M32.10S,2022-05-14T02:13:47.5Z,4,REGULAR,freethrow,1 of 2,[],203917,,,1610612738,95,106,2022-05-14T02:13:47Z,6640000,,,0,,N. Stauskas Free Throw 1 of 2 (1 PTS),[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
672,PT00M32.10S,2022-05-14T02:14:06.4Z,4,REGULAR,freethrow,2 of 2,[],203917,,,1610612738,95,107,2022-05-14T02:14:06Z,6650000,,,0,,N. Stauskas Free Throw 2 of 2 (2 PTS),[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
673,PT00M17.00S,2022-05-14T02:14:23.7Z,4,REGULAR,3pt,Jump Shot,[],1629670,23.340998685939553,88.97058823529412,1610612749,95,107,2022-05-14T02:15:18Z,6660000,-195.0,167.0,1,left,MISS J. Nwora 25' step back 3PT,[1629670],1610612749.0,MIL,step back,,,Nwora,J. Nwora,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,,
674,PT00M13.60S,2022-05-14T02:14:27.1Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,95,107,2022-05-14T02:14:27Z,6670000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,673.0,1.0,1.0,0.0,,,,,,,,,,,,,,
675,PT00M06.50S,2022-05-14T02:14:37.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629730,,,1610612738,95,107,2022-05-14T02:14:46Z,6680000,,,0,,R. Tucker personal FOUL (2 PF) (Williams 2 FT),"[1629730, 1629684]",1610612749.0,MIL,,,,Tucker,R. Tucker,,,,,,,,,,,,202027.0,2.0,0.0,Williams,1629684.0,,,,,,,,,
677,PT00M06.50S,2022-05-14T02:15:00.1Z,4,REGULAR,freethrow,1 of 2,[],1629684,,,1610612738,95,107,2022-05-14T02:15:00Z,6700000,,,0,,MISS G. Williams Free Throw 1 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,,
678,PT00M06.50S,2022-05-14T02:15:00.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,95,107,2022-05-14T02:15:00Z,6710000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,677.0,,,,,,,,,,,,,,,,,
679,PT00M06.50S,2022-05-14T02:15:09.7Z,4,REGULAR,freethrow,2 of 2,[],1629684,,,1610612738,95,108,2022-05-14T02:15:09Z,6720000,,,0,,G. Williams Free Throw 2 of 2 (2 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
680,PT00M00.00S,2022-05-14T02:15:19.1Z,4,REGULAR,3pt,Jump Shot,[],1630492,35.29894875164258,49.26470588235294,1610612749,95,108,2022-05-14T02:15:26Z,6730000,4.0,279.0,1,left,MISS L. Vildoza 27' pullup 3PT,[1630492],1610612749.0,MIL,pullup,,,Vildoza,L. Vildoza,,,,,27.93,Missed,,,,,,,,,,,,,,,,,,,
681,PT00M00.00S,2022-05-14T02:15:21.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,95,108,2022-05-14T02:15:21Z,6740000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,680.0,,,,,,,,,,,,,,,,,
682,PT00M00.00S,2022-05-14T02:15:24.8Z,4,REGULAR,period,end,[],0,,,1610612749,95,108,2022-05-14T02:15:24Z,6750000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M00.00S,2022-05-14T02:15:27.9Z,4,REGULAR,game,end,[],0,,,0,95,108,2022-05-14T02:15:28Z,6760000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
