actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
655,PT00M42.50S,2022-05-22T03:08:13.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,94,103,2022-05-22T03:08:13Z,6420000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT00M41.00S,2022-05-22T03:09:44.1Z,4,REGULAR,3pt,Jump Shot,[],1627759,33.98488830486202,40.19607843137255,1610612738,97,103,2022-05-22T03:09:48Z,6430000,49.0,267.0,1,left,J. Brown 27' 3PT  (40 PTS) (M. Smart 7 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,27.15,Made,,,,,40.0,M. Smart,203935.0,7.0,,,,,,,,,,,
658,PT00M40.10S,2022-05-22T03:09:54.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612748,97,103,2022-05-22T03:09:54Z,6450000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M39.60S,2022-05-22T03:11:48.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612748,97,103,2022-05-22T03:11:48Z,6460000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M39.60S,2022-05-22T03:12:06.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612748,97,103,2022-05-22T03:12:13Z,6470000,,,0,,M. Smart personal FOUL (6 PF) (Tucker 2 FT),"[203935, 200782]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,202058.0,6.0,0.0,Tucker,200782.0,,,
662,PT00M39.60S,2022-05-22T03:12:15.8Z,4,REGULAR,instantreplay,request,[],0,,,1610612748,97,103,2022-05-22T03:14:18Z,6490000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,Off-Ball - Foul Occurred After Inbounds
663,PT00M39.60S,2022-05-22T03:13:19.1Z,4,REGULAR,substitution,out,[],203935,,,1610612748,97,103,2022-05-22T03:13:33Z,6500000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M39.60S,2022-05-22T03:13:19.1Z,4,REGULAR,substitution,in,[],1630202,,,1610612748,97,103,2022-05-22T03:13:33Z,6510000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M39.60S,2022-05-22T03:13:35.6Z,4,REGULAR,foul,technical,"['inpenalty', '1freethrow']",203935,,,1610612748,97,103,2022-05-22T03:13:44Z,6520000,,,0,,M. Smart technical FOUL (1 Tech),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,202058.0,6.0,1.0,,,,,
666,PT00M39.60S,2022-05-22T03:13:51.1Z,4,REGULAR,freethrow,1 of 1,[],200768,,,1610612748,97,104,2022-05-22T03:13:51Z,6530000,,,0,,K. Lowry technical Free Throw 1 of 1 (11 PTS),[200768],1610612748.0,MIA,technical,,,Lowry,K. Lowry,,,,,,Made,,,,,11.0,,,,,,,,,,,,,,
667,PT00M39.60S,2022-05-22T03:14:15.7Z,4,REGULAR,freethrow,1 of 2,[],200782,,,1610612748,97,105,2022-05-22T03:14:15Z,6540000,,,0,,P. Tucker Free Throw 1 of 2 (16 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,Made,,,,,16.0,,,,,,,,,,,,,,
668,PT00M39.60S,2022-05-22T03:14:34.8Z,4,REGULAR,freethrow,2 of 2,[],200782,,,1610612748,97,106,2022-05-22T03:14:34Z,6550000,,,0,,P. Tucker Free Throw 2 of 2 (17 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,Made,,,,,17.0,,,,,,,,,,,,,,
669,PT00M31.30S,2022-05-22T03:14:47.8Z,4,REGULAR,3pt,Jump Shot,[],1629684,30.962549277266753,29.901960784313726,1610612738,100,106,2022-05-22T03:15:35Z,6560000,100.0,239.0,1,left,G. Williams 25' 3PT pullup (10 PTS) (A. Horford 3 AST),"[1629684, 201143]",1610612738.0,BOS,pullup,,,Williams,G. Williams,,,,,25.88,Made,,,,,10.0,A. Horford,201143.0,3.0,,,,,,,,,,,
671,PT00M24.70S,2022-05-22T03:15:03.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612748,100,106,2022-05-22T03:16:48Z,6580000,,,0,,G. Williams flagrant-type-1 personal FOUL (6 PF) (Oladipo 2 FT),"[1629684, 203506]",1610612738.0,BOS,flagrant-type-1,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,202058.0,6.0,0.0,Oladipo,203506.0,,,
673,PT00M24.70S,2022-05-22T03:15:34.1Z,4,REGULAR,instantreplay,request,[],0,,,1610612748,100,106,2022-05-22T03:16:35Z,6600000,,,0,,,[],,,overturned,,,,,,,,,,,,,,,,,,,,,,1148.0,,,,,,,Common Foul to Flagrant 1
674,PT00M24.70S,2022-05-22T03:17:14.0Z,4,REGULAR,freethrow,1 of 2,[],203506,,,1610612748,100,107,2022-05-22T03:17:55Z,6610000,,,0,,V. Oladipo flagrant Free Throw 1 of 2 (5 PTS),[203506],1610612748.0,MIA,flagrant,,,Oladipo,V. Oladipo,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
675,PT00M24.70S,2022-05-22T03:17:14.0Z,4,REGULAR,freethrow,2 of 2,[],203506,,,1610612748,100,107,2022-05-22T03:17:55Z,6620000,,,0,,MISS V. Oladipo flagrant Free Throw 2 of 2,[203506],1610612748.0,MIA,flagrant,,,Oladipo,V. Oladipo,,,,,,Missed,,,,,,,,,,,,,,,,,,,
676,PT00M24.70S,2022-05-22T03:17:14.0Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,100,107,2022-05-22T03:17:55Z,6630000,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,675.0,,,,,,,,,,,,,,,,,,
677,PT00M24.70S,2022-05-22T03:17:34.3Z,4,REGULAR,substitution,out,[],1628369,,,1610612748,100,107,2022-05-22T03:18:04Z,6640000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT00M24.70S,2022-05-22T03:17:34.3Z,4,REGULAR,substitution,out,[],1627759,,,1610612748,100,107,2022-05-22T03:18:04Z,6650000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT00M24.70S,2022-05-22T03:17:34.3Z,4,REGULAR,substitution,out,[],1629684,,,1610612748,100,107,2022-05-22T03:18:04Z,6660000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
680,PT00M24.70S,2022-05-22T03:17:34.3Z,4,REGULAR,substitution,out,[],201143,,,1610612748,100,107,2022-05-22T03:18:04Z,6670000,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M24.70S,2022-05-22T03:17:34.3Z,4,REGULAR,substitution,out,[],1630202,,,1610612748,100,107,2022-05-22T03:18:04Z,6680000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
682,PT00M24.70S,2022-05-22T03:17:34.3Z,4,REGULAR,substitution,in,[],1629752,,,1610612748,100,107,2022-05-22T03:18:04Z,6690000,,,0,,SUB in: J. Morgan,[1629752],1610612738.0,BOS,,,,Morgan,J. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,
683,PT00M24.70S,2022-05-22T03:17:34.3Z,4,REGULAR,substitution,in,[],1630238,,,1610612748,100,107,2022-05-22T03:18:04Z,6700000,,,0,,SUB in: M. Fitts,[1630238],1610612738.0,BOS,,,,Fitts,M. Fitts,,,,,,,,,,,,,,,,,,,,,,,,,
684,PT00M24.70S,2022-05-22T03:17:34.3Z,4,REGULAR,substitution,in,[],203917,,,1610612748,100,107,2022-05-22T03:18:04Z,6710000,,,0,,SUB in: N. Stauskas,[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,,,,,,,,,,,,,,,,,,,,
685,PT00M24.70S,2022-05-22T03:17:34.3Z,4,REGULAR,substitution,in,[],1630174,,,1610612748,100,107,2022-05-22T03:18:04Z,6720000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M24.70S,2022-05-22T03:17:34.3Z,4,REGULAR,substitution,in,[],1628436,,,1610612748,100,107,2022-05-22T03:18:04Z,6730000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,
687,PT00M19.90S,2022-05-22T03:18:14.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,91.5407358738502,49.26470588235294,1610612748,100,109,2022-05-22T03:18:58Z,6740000,-4.0,27.0,1,right,B. Adebayo cutting DUNK (31 PTS) (M. Strus 2 AST),"[1628389, 1629622]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,2.73,Made,,,,,31.0,M. Strus,1629622.0,2.0,,,,,,,,,,,
689,PT00M12.40S,2022-05-22T03:18:26.1Z,4,REGULAR,3pt,Jump Shot,[],1630174,29.911300919842315,77.69607843137256,1610612738,100,109,2022-05-22T03:19:13Z,6760000,-138.0,229.0,1,left,MISS A. Nesmith 26' pullup 3PT,[1630174],1610612738.0,BOS,pullup,,,Nesmith,A. Nesmith,,,,,26.74,Missed,,,,,,,,,,,,,,,,,,,
690,PT00M11.00S,2022-05-22T03:18:27.5Z,4,REGULAR,rebound,offensive,[],1629752,,,1610612738,100,109,2022-05-22T03:19:26Z,6770000,,,0,,J. Morgan REBOUND (Off:1 Def:0),[1629752],1610612738.0,BOS,,,,Morgan,J. Morgan,,,,,,,689.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
691,PT00M05.70S,2022-05-22T03:18:32.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203917,30.305519053876477,31.127450980392158,1610612738,103,109,2022-05-22T03:18:40Z,6780000,94.0,232.0,1,left,N. Stauskas 25' 3PT  (3 PTS),[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,25.08,Made,,,,,3.0,,,,,,,,,,,,,,
693,PT00M00.00S,2022-05-22T03:18:42.8Z,4,REGULAR,period,end,[],0,,,1610612748,103,109,2022-05-22T03:18:42Z,6800000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT00M00.00S,2022-05-22T03:19:18.3Z,4,REGULAR,game,end,[],0,,,0,103,109,2022-05-22T03:19:18Z,6810000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
