actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
576,PT07M39.00S,2022-06-06T02:20:42.6Z,4,REGULAR,3pt,Jump Shot,[],202691,76.95466491458606,8.57843137254902,1610612744,95,68,2022-06-06T02:20:45Z,5760000,-207.0,164.0,1,right,MISS K. Thompson 26' 3PT,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,26.42,Missed,,,,,,,,,,,,,,,,
577,PT07M38.00S,2022-06-06T02:20:45.6Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,95,68,2022-06-06T02:20:45Z,5770000,,,0,,P. Pritchard REBOUND (Off:2 Def:2),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,576.0,4.0,2.0,2.0,,
578,PT07M31.00S,2022-06-06T02:20:51.5Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1630202,9.017739816031538,67.64705882352942,1610612738,95,70,2022-06-06T02:22:37Z,5780000,-88.0,32.0,1,left,P. Pritchard 9' fadeaway Jump Shot (4 PTS),[1630202],1610612738.0,BOS,fadeaway,,,Pritchard,P. Pritchard,,,,,,,9.39,Made,4.0,,,,,,,,,,,,,,,
581,PT07M04.00S,2022-06-06T02:22:05.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202691,86.02168199737189,44.6078431372549,1610612744,95,70,2022-06-06T02:22:09Z,5810000,-27.0,79.0,1,right,MISS K. Thompson 8' fadeaway Shot,[202691],1610612744.0,GSW,fadeaway,,,Thompson,K. Thompson,,,,,,,8.34,Missed,,,,,,,,,,,,,,,,
582,PT07M01.00S,2022-06-06T02:22:08.9Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,95,70,2022-06-06T02:22:30Z,5820000,,,0,,G. Williams REBOUND (Off:0 Def:1),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,581.0,1.0,1.0,0.0,,
583,PT06M55.00S,2022-06-06T02:22:17.1Z,4,REGULAR,foul,personal,['2freethrow'],203110,,,1610612738,95,70,2022-06-06T02:22:23Z,5830000,,,0,,D. Green shooting personal FOUL (3 PF) (Williams 2 FT),"[203110, 1629684]",1610612744.0,GSW,shooting,,,Green,D. Green,,,,,2534.0,,,,,,,,,,3.0,1.0,Williams,1629684.0,,,,,,
585,PT06M55.00S,2022-06-06T02:22:39.9Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1629684,,,1610612738,95,70,2022-06-06T02:22:39Z,5850000,,,0,,MISS G. Williams Free Throw 1 of 2,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Missed,,,,,,,,,,,,,,,,
586,PT06M55.00S,2022-06-06T02:22:39.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,95,70,2022-06-06T02:22:39Z,5860000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,585.0,,,,,
587,PT06M55.00S,2022-06-06T02:22:56.7Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629684,,,1610612738,95,71,2022-06-06T02:22:56Z,5870000,,,0,,G. Williams Free Throw 2 of 2 (6 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
588,PT06M46.00S,2022-06-06T02:23:13.0Z,4,REGULAR,foul,personal,[],1629684,,,1610612744,95,71,2022-06-06T02:23:15Z,5880000,,,0,,G. Williams personal FOUL (3 PF),"[1629684, 203110]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,201639.0,,,,,,,,,,3.0,0.0,Green,203110.0,,,,,,
590,PT06M37.00S,2022-06-06T02:23:37.1Z,4,REGULAR,3pt,Jump Shot,[],1629673,65.65374507227332,20.34313725490196,1610612744,95,71,2022-06-06T02:23:39Z,5900000,-148.0,270.0,1,right,MISS J. Poole 30' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,,,30.84,Missed,,,,,,,,,,,,,,,,
591,PT06M35.00S,2022-06-06T02:23:40.4Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,95,71,2022-06-06T02:23:40Z,5910000,,,0,,D. Theis REBOUND (Off:0 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,590.0,4.0,4.0,0.0,,
592,PT06M27.00S,2022-06-06T02:23:48.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202357,,,1610612738,95,71,2022-06-06T02:23:55Z,5920000,,,0,,N. Bjelica shooting personal FOUL (3 PF) (White 2 FT),"[202357, 1628401]",1610612744.0,GSW,shooting,,,Bjelica,N. Bjelica,,,,,2534.0,,,,,,,,,,3.0,0.0,White,1628401.0,,,,,,
594,PT06M27.00S,2022-06-06T02:24:24.3Z,4,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,95,72,2022-06-06T02:24:24Z,5940000,,,0,,D. White Free Throw 1 of 2 (9 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,9.0,,,,,,,,,,,,,,,
595,PT06M27.00S,2022-06-06T02:24:25.3Z,4,REGULAR,substitution,out,[],202357,,,1610612738,95,72,2022-06-06T02:24:34Z,5950000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,
596,PT06M27.00S,2022-06-06T02:24:25.3Z,4,REGULAR,substitution,out,[],203110,,,1610612738,95,72,2022-06-06T02:24:34Z,5960000,,,0,,SUB out: D. Green,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,
597,PT06M27.00S,2022-06-06T02:24:25.3Z,4,REGULAR,substitution,in,[],1630541,,,1610612738,95,72,2022-06-06T02:24:34Z,5970000,,,0,,SUB in: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,
598,PT06M27.00S,2022-06-06T02:24:25.3Z,4,REGULAR,substitution,in,[],1626172,,,1610612738,95,72,2022-06-06T02:24:34Z,5980000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
599,PT06M27.00S,2022-06-06T02:24:54.3Z,4,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,95,73,2022-06-06T02:24:54Z,5990000,,,0,,D. White Free Throw 2 of 2 (10 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
600,PT06M13.00S,2022-06-06T02:25:14.7Z,4,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612744,95,73,2022-06-06T02:25:22Z,6000000,,,0,,D. White shooting personal FOUL (2 PF) (Thompson 2 FT),"[1628401, 202691]",1610612738.0,BOS,shooting,,,White,D. White,,,,,2534.0,,,,,,,,,,2.0,0.0,Thompson,202691.0,,,,,,
602,PT06M13.00S,2022-06-06T02:25:38.8Z,4,REGULAR,freethrow,1 of 2,[],202691,,,1610612744,96,73,2022-06-06T02:25:38Z,6020000,,,0,,K. Thompson Free Throw 1 of 2 (10 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,10.0,,,,,,,,,,,,,,,
603,PT06M13.00S,2022-06-06T02:25:53.7Z,4,REGULAR,freethrow,2 of 2,[],202691,,,1610612744,97,73,2022-06-06T02:25:53Z,6030000,,,0,,K. Thompson Free Throw 2 of 2 (11 PTS),[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,Made,11.0,,,,,,,,,,,,,,,
604,PT05M59.00S,2022-06-06T02:26:08.6Z,4,REGULAR,3pt,Jump Shot,[],1628464,23.866622864651774,87.74509803921569,1610612738,97,73,2022-06-06T02:26:11Z,6040000,-189.0,172.0,1,left,MISS D. Theis 25' 3PT,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,25.52,Missed,,,,,,,,,,,,,,,,
605,PT05M56.00S,2022-06-06T02:26:12.4Z,4,REGULAR,rebound,defensive,[],1626172,,,1610612744,97,73,2022-06-06T02:26:12Z,6050000,,,0,,K. Looney REBOUND (Off:1 Def:6),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,604.0,7.0,6.0,1.0,,
606,PT05M42.00S,2022-06-06T02:26:26.5Z,4,REGULAR,turnover,bad pass,[],1629673,,,1610612744,97,73,2022-06-06T02:26:28Z,6060000,,,0,,J. Poole bad pass TURNOVER (3 TO),"[1629673, 1630202]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,3.0,,,,,,,Pritchard,1630202.0,,,,,,,,,,
607,PT05M42.00S,2022-06-06T02:26:26.5Z,4,REGULAR,steal,,[],1630202,,,1610612738,97,73,2022-06-06T02:26:28Z,6070000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
608,PT05M38.00S,2022-06-06T02:26:30.6Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628401,8.886333771353483,50.245098039215684,1610612738,97,75,2022-06-06T02:28:29Z,6080000,-1.0,31.0,1,left,D. White running Layup (12 PTS) (P. Pritchard 2 AST),"[1628401, 1630202]",1610612738.0,BOS,running,,,White,D. White,,,,,,,3.1,Made,12.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,,,
610,PT05M38.00S,2022-06-06T02:26:36.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,97,75,2022-06-06T02:26:36Z,6100000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT05M38.00S,2022-06-06T02:27:28.4Z,4,REGULAR,substitution,out,[],1628401,,,1610612744,97,75,2022-06-06T02:28:00Z,6110000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
612,PT05M38.00S,2022-06-06T02:27:28.4Z,4,REGULAR,substitution,in,[],1630573,,,1610612744,97,75,2022-06-06T02:28:00Z,6120000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,
613,PT05M22.00S,2022-06-06T02:28:36.2Z,4,REGULAR,3pt,Jump Shot,[],1629673,71.30420499342969,16.911764705882355,1610612744,100,75,2022-06-06T02:28:38Z,6130000,-165.0,217.0,1,right,J. Poole 27' 3PT  (14 PTS) (K. Looney 2 AST),"[1629673, 1626172]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,27.3,Made,14.0,K. Looney,1626172.0,2.0,,,,,,,,,,,,
615,PT05M06.00S,2022-06-06T02:28:51.4Z,4,REGULAR,3pt,Jump Shot,[],1630573,4.944152431011826,94.85294117647058,1610612738,100,78,2022-06-06T02:28:53Z,6150000,-224.0,-6.0,1,left,S. Hauser 3PT  (3 PTS) (G. Williams 1 AST),"[1630573, 1629684]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,22.44,Made,3.0,G. Williams,1629684.0,1.0,,,,,,,,,,,,
617,PT04M40.00S,2022-06-06T02:29:17.4Z,4,REGULAR,2pt,Jump Shot,[],202691,92.9862023653088,72.05882352941177,1610612744,100,78,2022-06-06T02:29:20Z,6170000,110.0,13.0,1,right,MISS K. Thompson 11' turnaround fadeaway Shot,[202691],1610612744.0,GSW,turnaround fadeaway,,,Thompson,K. Thompson,,,,,,,11.11,Missed,,,,,,,,,,,,,,,,
618,PT04M38.00S,2022-06-06T02:29:19.4Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,100,78,2022-06-06T02:29:47Z,6180000,,,0,,D. Theis REBOUND (Off:0 Def:5),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,617.0,5.0,5.0,0.0,,
619,PT04M20.00S,2022-06-06T02:29:38.5Z,4,REGULAR,3pt,Jump Shot,[],1630573,25.04927726675427,84.55882352941177,1610612738,100,78,2022-06-06T02:29:41Z,6190000,-173.0,183.0,1,left,MISS S. Hauser 25' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,25.17,Missed,,,,,,,,,,,,,,,,
620,PT04M17.00S,2022-06-06T02:29:41.4Z,4,REGULAR,rebound,defensive,[],1627780,,,1610612744,100,78,2022-06-06T02:29:41Z,6200000,,,0,,G. Payton II REBOUND (Off:1 Def:1),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,619.0,2.0,1.0,1.0,,
621,PT04M01.00S,2022-06-06T02:29:57.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626172,92.32917214191852,55.63725490196079,1610612744,102,78,2022-06-06T02:30:22Z,6210000,28.0,20.0,1,right,K. Looney cutting DUNK (12 PTS) (G. Payton II 3 AST),"[1626172, 1627780]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,,,3.43,Made,12.0,G. Payton II,1627780.0,3.0,,,,,,,,,,,,
623,PT03M42.00S,2022-06-06T02:30:15.6Z,4,REGULAR,3pt,Jump Shot,[],1630202,33.065045992115635,48.28431372549019,1610612738,102,78,2022-06-06T02:30:18Z,6230000,9.0,258.0,1,left,MISS P. Pritchard 25' step back 3PT,[1630202],1610612738.0,BOS,step back,,,Pritchard,P. Pritchard,,,,,,,25.84,Missed,,,,,,,,,,,,,,,,
624,PT03M39.00S,2022-06-06T02:30:19.2Z,4,REGULAR,rebound,defensive,[],1627780,,,1610612744,102,78,2022-06-06T02:30:19Z,6240000,,,0,,G. Payton II REBOUND (Off:1 Def:2),[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,623.0,3.0,2.0,1.0,,
625,PT03M35.00S,2022-06-06T02:30:27.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,102,78,2022-06-06T02:30:27Z,6250000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M35.00S,2022-06-06T02:30:35.1Z,4,REGULAR,substitution,out,[],1626172,,,1610612744,102,78,2022-06-06T02:31:56Z,6260000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
627,PT03M35.00S,2022-06-06T02:30:35.1Z,4,REGULAR,substitution,out,[],202691,,,1610612744,102,78,2022-06-06T02:31:56Z,6270000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
628,PT03M35.00S,2022-06-06T02:30:35.1Z,4,REGULAR,substitution,out,[],1630202,,,1610612744,102,78,2022-06-06T02:31:56Z,6280000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
629,PT03M35.00S,2022-06-06T02:30:35.1Z,4,REGULAR,substitution,out,[],1629684,,,1610612744,102,78,2022-06-06T02:31:56Z,6290000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
630,PT03M35.00S,2022-06-06T02:30:35.1Z,4,REGULAR,substitution,out,[],1628464,,,1610612744,102,78,2022-06-06T02:31:56Z,6300000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
631,PT03M35.00S,2022-06-06T02:30:35.1Z,4,REGULAR,substitution,in,[],1629308,,,1610612744,102,78,2022-06-06T02:31:56Z,6310000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,
632,PT03M35.00S,2022-06-06T02:30:35.1Z,4,REGULAR,substitution,in,[],1627814,,,1610612744,102,78,2022-06-06T02:31:56Z,6320000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,
633,PT03M35.00S,2022-06-06T02:30:35.1Z,4,REGULAR,substitution,in,[],203917,,,1610612744,102,78,2022-06-06T02:31:56Z,6330000,,,0,,SUB in: N. Stauskas,[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,,,,,,,,,,,,,,,,,,,
634,PT03M35.00S,2022-06-06T02:30:35.1Z,4,REGULAR,substitution,in,[],1628436,,,1610612744,102,78,2022-06-06T02:31:56Z,6340000,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,
635,PT03M35.00S,2022-06-06T02:30:35.1Z,4,REGULAR,substitution,in,[],1630238,,,1610612744,102,78,2022-06-06T02:31:56Z,6350000,,,0,,SUB in: M. Fitts,[1630238],1610612738.0,BOS,,,,Fitts,M. Fitts,,,,,,,,,,,,,,,,,,,,,,,,
640,PT03M35.00S,2022-06-06T02:30:35.1Z,4,REGULAR,substitution,out,[],1627780,,,1610612744,102,78,2022-06-06T02:32:57Z,6355000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
641,PT03M35.00S,2022-06-06T02:30:35.1Z,4,REGULAR,substitution,in,[],1630228,,,1610612744,102,78,2022-06-06T02:32:57Z,6357500,,,0,,SUB in: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M18.00S,2022-06-06T02:32:25.9Z,4,REGULAR,3pt,Jump Shot,[],1629308,89.04402102496715,96.81372549019608,1610612744,102,78,2022-06-06T02:32:28Z,6360000,234.0,50.0,1,right,MISS J. Toscano-Anderson 3PT,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,23.95,Missed,,,,,,,,,,,,,,,,
637,PT03M15.00S,2022-06-06T02:32:28.9Z,4,REGULAR,rebound,defensive,[],203917,,,1610612738,102,78,2022-06-06T02:32:33Z,6370000,,,0,,N. Stauskas REBOUND (Off:0 Def:1),[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,,,,,,,,,,,,,,636.0,1.0,1.0,0.0,,
638,PT03M01.00S,2022-06-06T02:32:42.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,8.229303547963205,39.21568627450981,1610612738,102,80,2022-06-06T02:32:44Z,6380000,54.0,25.0,1,left,A. Nesmith driving Layup (4 PTS) (L. Kornet 1 AST),"[1630174, 1628436]",1610612738.0,BOS,driving,,,Nesmith,A. Nesmith,,,,,,,5.94,Made,4.0,L. Kornet,1628436.0,1.0,,,,,,,,,,,,
642,PT02M44.00S,2022-06-06T02:32:59.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630541,91.14651773981603,48.77450980392157,1610612744,104,80,2022-06-06T02:33:03Z,6400000,-6.0,31.0,1,right,M. Moody cutting DUNK (2 PTS) (J. Toscano-Anderson 1 AST),"[1630541, 1629308]",1610612744.0,GSW,cutting,,,Moody,M. Moody,,,,,,,3.13,Made,2.0,J. Toscano-Anderson,1629308.0,1.0,,,,,,,,,,,,
644,PT02M34.00S,2022-06-06T02:33:09.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,9.411957950065702,43.627450980392155,1610612738,104,82,2022-06-06T02:33:12Z,6420000,32.0,36.0,1,left,L. Kornet cutting DUNK (2 PTS) (A. Nesmith 2 AST),"[1628436, 1630174]",1610612738.0,BOS,cutting,,,Kornet,L. Kornet,,,,,,,4.81,Made,2.0,A. Nesmith,1630174.0,2.0,,,,,,,,,,,,
646,PT02M11.00S,2022-06-06T02:33:31.9Z,4,REGULAR,3pt,Jump Shot,[],1629673,62.76281208935611,48.03921568627451,1610612744,107,82,2022-06-06T02:33:34Z,6440000,-10.0,298.0,1,right,J. Poole 29' 3PT  (17 PTS) (J. Toscano-Anderson 2 AST),"[1629673, 1629308]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,29.77,Made,17.0,J. Toscano-Anderson,1629308.0,2.0,,,,,,,,,,,,
648,PT01M54.00S,2022-06-06T02:33:48.8Z,4,REGULAR,3pt,Jump Shot,[],1630174,29.38567674113009,75.0,1610612738,107,82,2022-06-06T02:33:52Z,6460000,-125.0,224.0,1,left,MISS A. Nesmith 25' pullup 3PT,[1630174],1610612738.0,BOS,pullup,,,Nesmith,A. Nesmith,,,,,,,25.63,Missed,,,,,,,,,,,,,,,,
649,PT01M52.00S,2022-06-06T02:33:50.8Z,4,REGULAR,rebound,defensive,[],1629308,,,1610612744,107,82,2022-06-06T02:34:03Z,6470000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,648.0,1.0,1.0,0.0,,
650,PT01M38.00S,2022-06-06T02:34:04.7Z,4,REGULAR,turnover,bad pass,[],1629308,,,1610612744,107,82,2022-06-06T02:34:06Z,6480000,,,0,,J. Toscano-Anderson bad pass TURNOVER (1 TO),"[1629308, 1630174]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,1.0,,,,,,,Nesmith,1630174.0,,,,,,,,,,
651,PT01M38.00S,2022-06-06T02:34:04.7Z,4,REGULAR,steal,,[],1630174,,,1610612738,107,82,2022-06-06T02:34:06Z,6490000,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
652,PT01M20.00S,2022-06-06T02:34:23.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203917,7.35873850197109,96.34650735294117,1610612738,107,85,2022-06-06T02:34:32Z,6500000,-232.0,17.0,1,left,N. Stauskas 3PT  (3 PTS) (S. Hauser 1 AST),"[203917, 1630573]",1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,,23.23,Made,3.0,S. Hauser,1630573.0,1.0,,,,,,,,,,,,
654,PT00M57.60S,2022-06-06T02:34:50.0Z,4,REGULAR,3pt,Jump Shot,[],1629673,69.20170827858082,10.784313725490197,1610612744,107,85,2022-06-06T02:34:53Z,6520000,-196.0,237.0,1,right,MISS J. Poole 30' step back 3PT,[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,,,30.76,Missed,,,,,,,,,,,,,,,,
655,PT00M54.30S,2022-06-06T02:34:54.2Z,4,REGULAR,rebound,defensive,[],203917,,,1610612738,107,85,2022-06-06T02:34:54Z,6530000,,,0,,N. Stauskas REBOUND (Off:0 Def:2),[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,,,,,,,,,,,,,,654.0,2.0,2.0,0.0,,
656,PT00M43.90S,2022-06-06T02:35:04.5Z,4,REGULAR,3pt,Jump Shot,[],203917,23.73521681997372,6.127450980392156,1610612738,107,85,2022-06-06T02:35:07Z,6540000,219.0,171.0,1,left,MISS N. Stauskas 27' 3PT,[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,,27.79,Missed,,,,,,,,,,,,,,,,
657,PT00M40.70S,2022-06-06T02:35:07.7Z,4,REGULAR,rebound,defensive,[],1629308,,,1610612744,107,85,2022-06-06T02:41:12Z,6550000,,,0,,J. Toscano-Anderson REBOUND (Off:0 Def:2),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,656.0,2.0,2.0,0.0,,
658,PT00M28.30S,2022-06-06T02:35:20.1Z,4,REGULAR,3pt,Jump Shot,[],1627814,70.64717477003943,19.607843137254903,1610612744,107,85,2022-06-06T02:35:22Z,6560000,-152.0,223.0,1,right,MISS D. Lee 27' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,27.02,Missed,,,,,,,,,,,,,,,,
659,PT00M25.00S,2022-06-06T02:35:23.4Z,4,REGULAR,rebound,defensive,[],203917,,,1610612738,107,85,2022-06-06T02:35:23Z,6570000,,,0,,N. Stauskas REBOUND (Off:0 Def:3),[203917],1610612738.0,BOS,,,,Stauskas,N. Stauskas,,,,,,,,,,,,,,,,,,,658.0,3.0,3.0,0.0,,
660,PT00M18.00S,2022-06-06T02:35:30.8Z,4,REGULAR,3pt,Jump Shot,[],1630238,23.47240473061761,10.294117647058822,1610612738,107,88,2022-06-06T02:35:33Z,6580000,199.0,168.0,1,left,M. Fitts 26' 3PT bank (3 PTS) (N. Stauskas 1 AST),"[1630238, 203917]",1610612738.0,BOS,bank,,,Fitts,M. Fitts,,,,,,,26.01,Made,3.0,N. Stauskas,203917.0,1.0,,,,,,,,,,,,
662,PT00M00.00S,2022-06-06T02:35:58.3Z,4,REGULAR,period,end,[],0,,,1610612744,107,88,2022-06-06T02:35:58Z,6600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M00.00S,2022-06-06T02:36:00.7Z,4,REGULAR,game,end,[],0,,,0,107,88,2022-06-06T02:36:00Z,6610000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
