actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
459,PT00M47.20S,2021-02-10T05:02:37.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",204060,,,1610612738,87,74,2021-02-10T05:02:44Z,4520000,,,0,,J. Ingles shooting personal FOUL (3 PF) (Tatum 2 FT),"[204060, 1628369]",1610612762.0,UTA,shooting,,,Ingles,J. Ingles,,,,,,,,,,,,,,,1188.0,,,,,,3.0,0.0,Tatum,1628369.0
461,PT00M47.20S,2021-02-10T05:03:05.1Z,3,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,87,75,2021-02-10T05:03:05Z,4540000,,,0,,J. Tatum Free Throw 1 of 2 (13 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
462,PT00M47.20S,2021-02-10T05:03:21.2Z,3,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,87,76,2021-02-10T05:03:21Z,4550000,,,0,,J. Tatum Free Throw 2 of 2 (14 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,Made,,,,,14.0,,,,,,,,,,,,,
463,PT00M35.80S,2021-02-10T05:03:34.6Z,3,REGULAR,3pt,Jump Shot,[],203903,69.20170827858082,70.90226715686273,1610612762,90,76,2021-02-10T05:03:41Z,4560000,105.0,237.0,1,right,J. Clarkson 25' 3PT step back (11 PTS) (J. Ingles 5 AST),"[203903, 204060]",1610612762.0,UTA,step back,,,Clarkson,J. Clarkson,,,,,25.9,Made,,,,,11.0,J. Ingles,204060.0,5.0,,,,,,,,,,
465,PT00M09.90S,2021-02-10T05:04:03.6Z,3,REGULAR,3pt,Jump Shot,[],1628464,6.389618922470433,95.65716911764706,1610612738,90,79,2021-02-10T05:04:09Z,4580000,-228.0,8.0,1,left,D. Theis 3PT  (12 PTS) (J. Tatum 3 AST),"[1628464, 1628369]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,22.84,Made,,,,,12.0,J. Tatum,1628369.0,3.0,,,,,,,,,,
467,PT00M00.00S,2021-02-10T05:04:21.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203903,89.04402102496715,61.34344362745098,1610612762,90,79,2021-02-10T05:05:11Z,4600000,57.0,50.0,1,right,MISS J. Clarkson 7' driving floating Shot,[203903],1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,7.59,Missed,,,,,,,,,,,,,,,,,,
468,PT00M00.00S,2021-02-10T05:04:21.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612762,90,79,2021-02-10T05:05:11Z,4610000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,467.0,,,,,,,,,,,,,,,,,
469,PT00M00.00S,2021-02-10T05:04:24.3Z,3,REGULAR,period,end,[],0,,,1610612762,90,79,2021-02-10T05:04:24Z,4620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT12M00.00S,2021-02-10T05:06:10.9Z,4,REGULAR,substitution,out,['startperiod'],1628400,,,1610612762,90,79,2021-02-10T05:07:48Z,4630000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
471,PT12M00.00S,2021-02-10T05:06:10.9Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612762,90,79,2021-02-10T05:07:48Z,4640000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,
472,PT12M00.00S,2021-02-10T05:08:03.6Z,4,REGULAR,period,start,[],0,,,1610612762,90,79,2021-02-10T05:08:03Z,4650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT11M47.00S,2021-02-10T05:08:17.2Z,4,REGULAR,foul,personal,[],1630202,,,1610612762,90,79,2021-02-10T05:08:27Z,4660000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 203497]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,2529.0,,,,,,1.0,0.0,Gobert,203497.0
475,PT11M47.00S,2021-02-10T05:08:24.6Z,4,REGULAR,substitution,out,[],1629671,,,1610612762,90,79,2021-02-10T05:08:30Z,4680000,,,0,,SUB out: M. Oni,[1629671],1610612762.0,UTA,,,,Oni,M. Oni,,,,,,,,,,,,,,,,,,,,,,,,
476,PT11M47.00S,2021-02-10T05:08:24.6Z,4,REGULAR,substitution,in,[],1626220,,,1610612762,90,79,2021-02-10T05:08:30Z,4690000,,,0,,SUB in: R. O'Neale,[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,
477,PT11M42.00S,2021-02-10T05:08:48.1Z,4,REGULAR,3pt,Jump Shot,[],203903,72.48685939553219,18.941482843137255,1610612762,90,79,2021-02-10T05:08:53Z,4700000,-155.0,206.0,1,right,MISS J. Clarkson 25' 3PT,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,25.81,Missed,,,,,,,,,,,,,,,,,,
478,PT11M38.00S,2021-02-10T05:08:52.1Z,4,REGULAR,rebound,defensive,[],1628464,,,1610612738,90,79,2021-02-10T05:08:53Z,4710000,,,0,,D. Theis REBOUND (Off:0 Def:4),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,477.0,4.0,4.0,0.0,,,,,,,,,,,,,,
479,PT11M25.00S,2021-02-10T05:09:08.7Z,4,REGULAR,foul,personal,[],1627777,,,1610612738,90,79,2021-02-10T05:09:13Z,4720000,,,0,,G. Niang personal FOUL (3 PF),"[1627777, 1629684]",1610612762.0,UTA,,,,Niang,G. Niang,,,,,,,,,,,,,,,1188.0,,,,,,3.0,0.0,Williams,1629684.0
481,PT11M18.00S,2021-02-10T05:09:29.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628369,7.703679369250986,43.451286764705884,1610612738,90,81,2021-02-10T05:09:33Z,4740000,33.0,20.0,1,left,J. Tatum driving bank Jump Shot (16 PTS),[1628369],1610612738.0,BOS,driving bank,,,Tatum,J. Tatum,,,,,3.83,Made,,,,,16.0,,,,,,,,,,,,,
482,PT10M58.00S,2021-02-10T05:09:51.8Z,4,REGULAR,foul,personal,['2freethrow'],1630202,,,1610612762,90,81,2021-02-10T05:09:57Z,4750000,,,0,,P. Pritchard shooting personal FOUL (2 PF) (Clarkson 2 FT),"[1630202, 203903]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,1188.0,,,,,,2.0,0.0,Clarkson,203903.0
484,PT10M58.00S,2021-02-10T05:10:15.4Z,4,REGULAR,freethrow,1 of 2,[],203903,,,1610612762,91,81,2021-02-10T05:10:15Z,4770000,,,0,,J. Clarkson Free Throw 1 of 2 (12 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
485,PT10M58.00S,2021-02-10T05:10:33.3Z,4,REGULAR,freethrow,2 of 2,[],203903,,,1610612762,92,81,2021-02-10T05:10:33Z,4780000,,,0,,J. Clarkson Free Throw 2 of 2 (13 PTS),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
486,PT10M45.00S,2021-02-10T05:10:48.7Z,4,REGULAR,3pt,Jump Shot,[],1628369,31.225361366622867,34.13756127450981,1610612738,92,84,2021-02-10T05:11:11Z,4790000,79.0,241.0,1,left,J. Tatum 25' 3PT pullup (19 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,25.37,Made,,,,,19.0,,,,,,,,,,,,,
487,PT10M30.00S,2021-02-10T05:11:06.3Z,4,REGULAR,foul,personal,['2freethrow'],1628464,,,1610612762,92,84,2021-02-10T05:11:14Z,4800000,,,0,,D. Theis shooting personal FOUL (4 PF) (Ingles 2 FT),"[1628464, 204060]",1610612738.0,BOS,shooting,,,Theis,D. Theis,,,,,,,,,,,,,,,2148.0,,,,,,4.0,0.0,Ingles,204060.0
489,PT10M30.00S,2021-02-10T05:11:34.6Z,4,REGULAR,freethrow,1 of 2,[],204060,,,1610612762,93,84,2021-02-10T05:11:34Z,4820000,,,0,,J. Ingles Free Throw 1 of 2 (15 PTS),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
490,PT10M30.00S,2021-02-10T05:11:51.7Z,4,REGULAR,freethrow,2 of 2,[],204060,,,1610612762,94,84,2021-02-10T05:11:51Z,4830000,,,0,,J. Ingles Free Throw 2 of 2 (16 PTS),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
491,PT10M19.00S,2021-02-10T05:12:07.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,8.492115637319317,47.127757352941174,1610612738,94,86,2021-02-10T05:12:13Z,4840000,14.0,27.0,1,left,G. Williams driving bank Jump Shot (7 PTS) (J. Tatum 4 AST),"[1629684, 1628369]",1610612738.0,BOS,driving bank,,,Williams,G. Williams,,,,,3.09,Made,,,,,7.0,J. Tatum,1628369.0,4.0,,,,,,,,,,
493,PT10M19.00S,2021-02-10T05:12:10.0Z,4,REGULAR,foul,personal,['1freethrow'],1627777,,,1610612738,94,86,2021-02-10T05:12:16Z,4860000,,,0,,G. Niang shooting personal FOUL (4 PF) (Williams 1 FT),"[1627777, 1629684]",1610612762.0,UTA,shooting,,,Niang,G. Niang,,,,,,,,,,,,,,,2529.0,,,,,,4.0,0.0,Williams,1629684.0
495,PT10M19.00S,2021-02-10T05:12:32.9Z,4,REGULAR,freethrow,1 of 1,[],1629684,,,1610612738,94,86,2021-02-10T05:12:37Z,4880000,,,0,,MISS G. Williams Free Throw 1 of 1,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,Missed,,,,,,,,,,,,,,,,,,
496,PT10M16.00S,2021-02-10T05:12:35.9Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612762,94,86,2021-02-10T05:12:37Z,4890000,,,0,,R. O'Neale REBOUND (Off:0 Def:4),[1626220],1610612762.0,UTA,,,,O'Neale,R. O'Neale,,,,,,,495.0,4.0,4.0,0.0,,,,,,,,,,,,,,
497,PT10M02.00S,2021-02-10T05:12:54.2Z,4,REGULAR,foul,personal,[],1630202,,,1610612762,94,86,2021-02-10T05:12:59Z,4900000,,,0,,P. Pritchard personal FOUL (3 PF),"[1630202, 203903]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,1188.0,,,,,,3.0,0.0,Clarkson,203903.0
499,PT10M02.00S,2021-02-10T05:13:04.3Z,4,REGULAR,substitution,out,[],1630202,,,1610612762,94,86,2021-02-10T05:13:09Z,4920000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
500,PT10M02.00S,2021-02-10T05:13:04.3Z,4,REGULAR,substitution,in,[],1628400,,,1610612762,94,86,2021-02-10T05:13:09Z,4930000,,,0,,SUB in: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
501,PT09M53.00S,2021-02-10T05:13:24.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,91.80354796320631,49.57873774509804,1610612762,94,86,2021-02-10T05:13:33Z,4940000,-2.0,25.0,1,right,MISS R. Gobert DUNK,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,2.46,Missed,,,,,,,,,,,,,,,,,,
502,PT09M53.00S,2021-02-10T05:13:27.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612762,94,86,2021-02-10T05:13:27Z,4950000,,,0,,TEAM offensive REBOUND,[],1610612762.0,UTA,,,,,,,,,,,,501.0,,,,,,,,,,,,,,,,,
503,PT09M53.00S,2021-02-10T05:13:28.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612762,94,86,2021-02-10T05:13:28Z,4960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT09M49.00S,2021-02-10T05:13:46.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],204060,71.04139290407359,74.82383578431373,1610612762,97,86,2021-02-10T05:13:52Z,4970000,124.0,220.0,1,right,J. Ingles 25' 3PT step back (19 PTS) (R. Gobert 2 AST),"[204060, 203497]",1610612762.0,UTA,step back,,,Ingles,J. Ingles,,,,,25.23,Made,,,,,19.0,R. Gobert,203497.0,2.0,,,,,,,,,,
506,PT09M33.00S,2021-02-10T05:14:01.2Z,4,REGULAR,3pt,Jump Shot,[],1628464,4.812746386333772,95.65716911764706,1610612738,97,89,2021-02-10T05:14:06Z,4990000,-228.0,-7.0,1,left,D. Theis 3PT  (15 PTS) (G. Williams 1 AST),"[1628464, 1629684]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,22.84,Made,,,,,15.0,G. Williams,1629684.0,1.0,,,,,,,,,,
508,PT09M28.00S,2021-02-10T05:14:11.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612762,97,89,2021-02-10T05:14:11Z,5010000,,,0,,UTA Timeout,[],1610612762.0,UTA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT09M13.00S,2021-02-10T05:17:49.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,91.80354796320631,48.10814950980392,1610612762,99,89,2021-02-10T05:17:56Z,5020000,-9.0,25.0,1,right,R. Gobert cutting DUNK (13 PTS) (J. Ingles 6 AST),"[203497, 204060]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,2.63,Made,,,,,13.0,J. Ingles,204060.0,6.0,,,,,,,,,,
511,PT08M58.00S,2021-02-10T05:18:04.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,5.863994743758213,45.41207107843137,1610612738,99,91,2021-02-10T05:18:09Z,5040000,23.0,3.0,1,left,J. Tatum driving Layup (21 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.3,Made,,,,,21.0,,,,,,,,,,,,,
512,PT08M45.00S,2021-02-10T05:18:18.3Z,4,REGULAR,3pt,Jump Shot,[],1627777,95.6143232588699,3.010110294117647,1610612762,99,91,2021-02-10T05:18:23Z,5050000,-235.0,-11.0,1,right,MISS G. Niang 3PT,[1627777],1610612762.0,UTA,,,,Niang,G. Niang,,,,,23.52,Missed,,,,,,,,,,,,,,,,,,
513,PT08M41.00S,2021-02-10T05:18:22.3Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,99,91,2021-02-10T05:18:23Z,5060000,,,0,,J. Brown REBOUND (Off:3 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,512.0,5.0,2.0,3.0,,,,,,,,,,,,,,
514,PT08M38.00S,2021-02-10T05:18:27.9Z,4,REGULAR,violation,kicked ball,[],203903,,,1610612738,99,91,2021-02-10T05:18:38Z,5070000,,,0,,J. Clarkson kicked ball VIOLATION,[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,,,,,,1188.0,,,,,,,,,
515,PT08M38.00S,2021-02-10T05:18:44.5Z,4,REGULAR,substitution,out,[],203497,,,1610612738,99,91,2021-02-10T05:18:52Z,5080000,,,0,,SUB out: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
516,PT08M38.00S,2021-02-10T05:18:44.5Z,4,REGULAR,substitution,out,[],1627777,,,1610612738,99,91,2021-02-10T05:18:52Z,5090000,,,0,,SUB out: G. Niang,[1627777],1610612762.0,UTA,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,
517,PT08M38.00S,2021-02-10T05:18:44.5Z,4,REGULAR,substitution,in,[],1628378,,,1610612738,99,91,2021-02-10T05:18:52Z,5100000,,,0,,SUB in: D. Mitchell,[1628378],1610612762.0,UTA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,
518,PT08M38.00S,2021-02-10T05:18:44.5Z,4,REGULAR,substitution,in,[],202324,,,1610612738,99,91,2021-02-10T05:18:52Z,5110000,,,0,,SUB in: D. Favors,[202324],1610612762.0,UTA,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
519,PT08M38.00S,2021-02-10T05:18:44.5Z,4,REGULAR,substitution,out,[],1628464,,,1610612738,99,91,2021-02-10T05:19:02Z,5120000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
520,PT08M38.00S,2021-02-10T05:18:44.5Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,99,91,2021-02-10T05:19:02Z,5130000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
521,PT08M22.00S,2021-02-10T05:19:25.7Z,4,REGULAR,3pt,Jump Shot,[],1627759,5.995400788436268,3.990502450980392,1610612738,99,91,2021-02-10T05:19:33Z,5140000,230.0,4.0,1,left,MISS J. Brown 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,23.0,Missed,,,,,,,,,,,,,,,,,,
522,PT08M15.00S,2021-02-10T05:19:32.7Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,99,91,2021-02-10T05:19:33Z,5150000,,,0,,R. Williams III REBOUND (Off:2 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,521.0,4.0,2.0,2.0,,,,,,,,,,,,,,
523,PT08M15.00S,2021-02-10T05:19:32.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,5.590000152587891,50.0,1610612738,99,93,2021-02-10T05:19:32Z,5160000,0.0,0.0,1,left,R. Williams III tip Layup (6 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,,,,,6.0,,,,,,,,,,,,,
524,PT08M06.00S,2021-02-10T05:19:41.5Z,4,REGULAR,3pt,Jump Shot,[],204060,71.17279894875165,78.01011029411765,1610612762,99,93,2021-02-10T05:19:47Z,5170000,140.0,218.0,1,right,MISS J. Ingles 25' pullup 3PT,[204060],1610612762.0,UTA,pullup,,,Ingles,J. Ingles,,,,,25.96,Missed,,,,,,,,,,,,,,,,,,
525,PT08M03.00S,2021-02-10T05:19:44.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,99,93,2021-02-10T05:19:47Z,5180000,,,0,,J. Brown REBOUND (Off:3 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,524.0,6.0,3.0,3.0,,,,,,,,,,,,,,
526,PT07M51.00S,2021-02-10T05:19:56.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,5.732588699080158,46.392463235294116,1610612738,99,95,2021-02-10T05:20:01Z,5190000,18.0,1.0,1,left,J. Brown driving Layup (27 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.81,Made,,,,,27.0,,,,,,,,,,,,,
527,PT07M32.00S,2021-02-10T05:20:19.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629684,,,1610612762,99,95,2021-02-10T05:20:24Z,5200000,,,0,,G. Williams personal FOUL (5 PF) (Ingles 2 FT),"[1629684, 204060]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,2148.0,,,,,,5.0,0.0,Ingles,204060.0
529,PT07M32.00S,2021-02-10T05:20:50.9Z,4,REGULAR,freethrow,1 of 2,[],204060,,,1610612762,100,95,2021-02-10T05:20:50Z,5220000,,,0,,J. Ingles Free Throw 1 of 2 (20 PTS),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
530,PT07M32.00S,2021-02-10T05:20:51.8Z,4,REGULAR,substitution,out,[],202324,,,1610612762,100,95,2021-02-10T05:20:56Z,5230000,,,0,,SUB out: D. Favors,[202324],1610612762.0,UTA,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,
531,PT07M32.00S,2021-02-10T05:20:51.8Z,4,REGULAR,substitution,in,[],203497,,,1610612762,100,95,2021-02-10T05:20:56Z,5240000,,,0,,SUB in: R. Gobert,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,
532,PT07M32.00S,2021-02-10T05:20:51.8Z,4,REGULAR,substitution,out,[],1629057,,,1610612762,100,95,2021-02-10T05:21:10Z,5250000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
533,PT07M32.00S,2021-02-10T05:20:51.8Z,4,REGULAR,substitution,in,[],1628464,,,1610612762,100,95,2021-02-10T05:21:10Z,5260000,,,0,,SUB in: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,
534,PT07M32.00S,2021-02-10T05:21:25.4Z,4,REGULAR,freethrow,2 of 2,[],204060,,,1610612762,101,95,2021-02-10T05:21:25Z,5270000,,,0,,J. Ingles Free Throw 2 of 2 (21 PTS),[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
535,PT07M13.00S,2021-02-10T05:21:47.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.229303547963205,47.127757352941174,1610612738,101,95,2021-02-10T05:21:53Z,5280000,14.0,25.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,2.88,Missed,,,,,,,,,,,,,,,,,,
536,PT07M13.00S,2021-02-10T05:21:50.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,101,95,2021-02-10T05:21:50Z,5290000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,535.0,,,,,,,,,,,,,,,,,
537,PT07M13.00S,2021-02-10T05:21:51.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,101,95,2021-02-10T05:21:51Z,5300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,PT07M13.00S,2021-02-10T05:21:55.8Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,101,95,2021-02-10T05:21:55Z,5310000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,PT07M13.00S,2021-02-10T05:24:24.4Z,4,REGULAR,substitution,out,[],1628400,,,1610612738,101,95,2021-02-10T05:24:27Z,5320000,,,0,,SUB out: S. Ojeleye,[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,,,,,,,,,,
540,PT07M13.00S,2021-02-10T05:24:24.4Z,4,REGULAR,substitution,in,[],202689,,,1610612738,101,95,2021-02-10T05:24:27Z,5330000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
541,PT07M13.00S,2021-02-10T05:25:01.1Z,4,REGULAR,substitution,out,[],204060,,,1610612738,101,95,2021-02-10T05:25:03Z,5340000,,,0,,SUB out: J. Ingles,[204060],1610612762.0,UTA,,,,Ingles,J. Ingles,,,,,,,,,,,,,,,,,,,,,,,,
542,PT07M13.00S,2021-02-10T05:25:01.1Z,4,REGULAR,substitution,in,[],202711,,,1610612738,101,95,2021-02-10T05:25:03Z,5350000,,,0,,SUB in: B. Bogdanovic,[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
543,PT07M12.00S,2021-02-10T05:25:26.3Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1628464,5.863994743758213,79.72579656862744,1610612738,101,95,2021-02-10T05:25:36Z,5360000,-149.0,3.0,1,left,MISS D. Theis 14' Jump Shot,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,14.86,Missed,,,,,,,,,,,,,,,,,,
544,PT07M12.00S,2021-02-10T05:25:26.3Z,4,REGULAR,rebound,defensive,[],203497,,,1610612762,101,95,2021-02-10T05:25:36Z,5370000,,,0,,R. Gobert REBOUND (Off:3 Def:8),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,543.0,11.0,8.0,3.0,,,,,,,,,,,,,,
545,PT07M00.00S,2021-02-10T05:25:37.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628378,92.06636005256242,47.86305147058824,1610612762,101,95,2021-02-10T05:25:43Z,5380000,-11.0,22.0,1,right,MISS D. Mitchell driving bank Shot,[1628378],1610612762.0,UTA,driving bank,,,Mitchell,D. Mitchell,,,,,2.46,Missed,,,,,,,,,,,,,,,,,,
546,PT06M58.00S,2021-02-10T05:25:39.9Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,101,95,2021-02-10T05:25:43Z,5390000,,,0,,G. Williams REBOUND (Off:0 Def:4),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,545.0,4.0,4.0,0.0,,,,,,,,,,,,,,
547,PT06M56.00S,2021-02-10T05:25:46.6Z,4,REGULAR,foul,offensive,['inpenalty'],1628464,,,1610612738,101,95,2021-02-10T05:25:56Z,5400000,,,0,,D. Theis offensive FOUL (5 PF),"[1628464, 1626220]",1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,2529.0,,,,,,5.0,0.0,O'Neale,1626220.0
549,PT06M56.00S,2021-02-10T05:25:46.6Z,4,REGULAR,turnover,offensive foul,[],1628464,,,1610612738,101,95,2021-02-10T05:25:46Z,5420000,,,0,,D. Theis offensive foul TURNOVER (2 TO),[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,2529.0,2.0,,,,,,,,
550,PT06M43.00S,2021-02-10T05:26:17.8Z,4,REGULAR,turnover,3-second-violation,[],203497,,,1610612762,101,95,2021-02-10T05:26:31Z,5430000,,,0,,R. Gobert 3-second-violation TURNOVER (4 TO),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,2529.0,4.0,,,,,,,,
551,PT06M27.00S,2021-02-10T05:26:44.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202689,13.091327201051248,45.41207107843137,1610612738,101,95,2021-02-10T05:26:48Z,5440000,23.0,71.0,1,left,MISS K. Walker 7' driving Layup - blocked,"[202689, 1628378]",1610612738.0,BOS,driving,,,Walker,K. Walker,,,,,7.42,Missed,,,,,,,,,,,Mitchell,1628378.0,,,,,,
