actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
607,PT02M04.00S,2021-05-06T01:06:50.6Z,4,REGULAR,substitution,in,[],1629021,,,1610612738,96,125,2021-05-06T01:06:54Z,5940000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT02M04.00S,2021-05-06T01:07:07.4Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1629035,,,1610612738,96,126,2021-05-06T01:07:07Z,5950000,,,0,,C. Edwards Free Throw 2 of 2 (5 PTS),[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,Made,,,,,5.0,,,,,,,,,,,,,,
609,PT01M50.00S,2021-05-06T01:07:23.9Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630181,8.14717477003942,49.720435049019606,1610612753,96,126,2021-05-06T01:07:35Z,5960000,1.0,24.0,1,left,MISS R. Hampton driving DUNK - blocked,"[1630181, 1629605]",1610612753.0,ORL,driving,,,Hampton,R. Hampton,,,,,2.41,Missed,,,,,,,,,,,,,,,,,Fall,1629605.0,
610,PT01M50.00S,2021-05-06T01:07:23.9Z,4,REGULAR,block,,[],1629605,,,1610612753,96,126,2021-05-06T01:07:25Z,5970000,,,0,,T. Fall BLOCK (1 BLK),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT01M47.00S,2021-05-06T01:07:26.9Z,4,REGULAR,rebound,defensive,[],1629682,,,1610612738,96,126,2021-05-06T01:07:35Z,5980000,,,0,,T. Waters REBOUND (Off:0 Def:1),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,609.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
612,PT01M45.00S,2021-05-06T01:07:29.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629035,72.88107752956637,19.921875,1610612738,96,126,2021-05-06T01:14:51Z,5990000,-150.0,202.0,1,right,MISS C. Edwards 25' running 3PT,[1629035],1610612738.0,BOS,running,,,Edwards,C. Edwards,,,,,25.22,Missed,,,,,,,,,,,,,,,,,,,
613,PT01M43.00S,2021-05-06T01:07:31.4Z,4,REGULAR,rebound,offensive,[],203953,,,1610612738,96,126,2021-05-06T01:07:31Z,6000000,,,0,,J. Parker REBOUND (Off:1 Def:2),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,612.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
614,PT01M41.00S,2021-05-06T01:07:34.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203953,91.59001314060447,46.11289828431372,1610612738,96,126,2021-05-06T01:07:45Z,6010000,-19.0,27.0,1,right,MISS J. Parker Layup,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,3.29,Missed,,,,,,,,,,,,,,,,,,,
615,PT01M41.00S,2021-05-06T01:07:34.6Z,4,REGULAR,rebound,offensive,[],1628400,,,1610612738,96,126,2021-05-06T01:07:45Z,6020000,,,0,,S. Ojeleye REBOUND (Off:1 Def:2),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,614.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
616,PT01M41.00S,2021-05-06T01:07:37.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628400,94.40999984741211,50.0,1610612738,96,128,2021-05-06T01:07:37Z,6030000,0.0,0.0,1,right,S. Ojeleye tip DUNK (5 PTS),[1628400],1610612738.0,BOS,tip,,,Ojeleye,S. Ojeleye,,,,,0.0,Made,,,,,5.0,,,,,,,,,,,,,,
617,PT01M28.00S,2021-05-06T01:07:51.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629021,8.09789750328515,60.853247549019606,1610612753,96,128,2021-05-06T01:15:24Z,6040000,-54.0,24.0,1,left,MISS M. Wagner cutting Layup - blocked,"[1629021, 1629605]",1610612753.0,ORL,cutting,,,Wagner,M. Wagner,,,,,5.92,Missed,,,,,,,,,,,,,,,,,Fall,1629605.0,
618,PT01M28.00S,2021-05-06T01:07:51.1Z,4,REGULAR,block,,[],1629605,,,1610612753,96,128,2021-05-06T01:07:53Z,6050000,,,0,,T. Fall BLOCK (2 BLK),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT01M25.00S,2021-05-06T01:07:54.1Z,4,REGULAR,rebound,defensive,[],1629605,,,1610612738,96,128,2021-05-06T01:07:57Z,6060000,,,0,,T. Fall REBOUND (Off:0 Def:2),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,617.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
620,PT01M19.00S,2021-05-06T01:08:01.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628400,91.80354796320631,49.08854166666667,1610612738,96,130,2021-05-06T01:08:07Z,6070000,-5.0,25.0,1,right,S. Ojeleye DUNK (7 PTS) (T. Waters 2 AST),"[1628400, 1629682]",1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,2.49,Made,,,,,7.0,,,,,,,T. Waters,1629682.0,2.0,,,,,
622,PT01M01.00S,2021-05-06T01:08:27.8Z,4,REGULAR,foul,personal,[],1629035,,,1610612753,96,130,2021-05-06T01:08:45Z,6090000,,,0,,C. Edwards personal FOUL (1 PF),"[1629035, 1630181]",1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,1188.0,1.0,0.0,Hampton,1630181.0,,,,,,,,,
624,PT00M54.60S,2021-05-06T01:08:53.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628414,7.835085413929041,60.11795343137255,1610612753,96,130,2021-05-06T01:09:03Z,6110000,-51.0,21.0,1,left,MISS S. Thornwell driving Layup - blocked,"[1628414, 1629605]",1610612753.0,ORL,driving,,,Thornwell,S. Thornwell,,,,,5.48,Missed,,,,,,,,,,,,,,,,,Fall,1629605.0,
625,PT00M54.60S,2021-05-06T01:08:53.9Z,4,REGULAR,block,,[],1629605,,,1610612753,96,130,2021-05-06T01:08:57Z,6120000,,,0,,T. Fall BLOCK (3 BLK),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M54.60S,2021-05-06T01:08:53.9Z,4,REGULAR,rebound,defensive,[],1629605,,,1610612738,96,130,2021-05-06T01:09:03Z,6130000,,,0,,T. Fall REBOUND (Off:0 Def:3),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,624.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
627,PT00M45.80S,2021-05-06T01:09:04.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629682,92.59198423127464,48.10814950980392,1610612738,96,132,2021-05-06T01:09:09Z,6140000,-9.0,17.0,1,right,T. Waters driving Layup (2 PTS),[1629682],1610612738.0,BOS,driving,,,Waters,T. Waters,,,,,1.96,Made,,,,,2.0,,,,,,,,,,,,,,
628,PT00M34.70S,2021-05-06T01:09:17.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629649,7.703679369250986,55.4610906862745,1610612753,96,132,2021-05-06T01:09:24Z,6150000,-27.0,20.0,1,left,MISS I. Brazdeikis driving Layup - blocked,"[1629649, 1629605]",1610612753.0,ORL,driving,,,Brazdeikis,I. Brazdeikis,,,,,3.38,Missed,,,,,,,,,,,,,,,,,Fall,1629605.0,
629,PT00M34.70S,2021-05-06T01:09:17.3Z,4,REGULAR,block,,[],1629605,,,1610612753,96,132,2021-05-06T01:09:19Z,6160000,,,0,,T. Fall BLOCK (4 BLK),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M31.10S,2021-05-06T01:09:20.9Z,4,REGULAR,rebound,defensive,[],203953,,,1610612738,96,132,2021-05-06T01:09:24Z,6170000,,,0,,J. Parker REBOUND (Off:1 Def:3),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,628.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
631,PT00M20.80S,2021-05-06T01:09:33.6Z,4,REGULAR,foul,offensive,[],203953,,,1610612738,96,132,2021-05-06T01:09:50Z,6180000,,,0,,J. Parker offensive FOUL (1 PF),"[203953, 1629021]",1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,201640.0,1.0,0.0,Wagner,1629021.0,,,,,,,,,
633,PT00M20.80S,2021-05-06T01:09:33.6Z,4,REGULAR,turnover,offensive foul,[],203953,,,1610612738,96,132,2021-05-06T01:09:33Z,6200000,,,0,,J. Parker offensive foul TURNOVER (1 TO),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,201640.0,,,,,1.0,,,,,,,,
634,PT00M10.70S,2021-05-06T01:09:56.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1629649,24.753613666228645,25.911458333333343,1610612753,96,132,2021-05-06T01:17:35Z,6210000,120.0,180.0,1,left,MISS I. Brazdeikis 21' step back Shot,[1629649],1610612753.0,ORL,step back,,,Brazdeikis,I. Brazdeikis,,,,,21.67,Missed,,,,,,,,,,,,,,,,,,,
635,PT00M07.50S,2021-05-06T01:09:59.9Z,4,REGULAR,rebound,defensive,[],203953,,,1610612738,96,132,2021-05-06T01:10:00Z,6220000,,,0,,J. Parker REBOUND (Off:1 Def:4),[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,634.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
636,PT00M00.00S,2021-05-06T01:10:09.9Z,4,REGULAR,period,end,[],0,,,1610612738,96,132,2021-05-06T01:10:09Z,6230000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M00.00S,2021-05-06T01:10:18.2Z,4,REGULAR,game,end,[],0,,,0,96,132,2021-05-06T01:10:18Z,6240000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
