actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
549,PT08M50.00S,2021-02-25T02:28:32.6Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1628369,9.017739816031538,71.39246323529412,1610612738,108,83,2021-02-25T02:28:37Z,5480000,-107.0,32.0,1,left,MISS J. Tatum 11' pullup Shot,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,11.18,Missed,,,,,,,,,,,,,,,,,,
550,PT08M47.00S,2021-02-25T02:28:35.6Z,4,REGULAR,rebound,defensive,[],201568,,,1610612737,108,83,2021-02-25T02:28:37Z,5490000,,,0,,D. Gallinari REBOUND (Off:0 Def:5),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,549.0,,,,,,,5.0,5.0,0.0,,,,,,,,
551,PT08M31.00S,2021-02-25T02:28:51.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628381,81.94809461235218,47.372855392156865,1610612737,108,83,2021-02-25T02:28:58Z,5500000,-13.0,117.0,1,right,MISS J. Collins 11' Jump Shot,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,11.79,Missed,,,,,,,,,,,,,,,,,,
552,PT08M28.00S,2021-02-25T02:28:54.5Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,108,83,2021-02-25T02:28:58Z,5510000,,,0,,R. Williams III REBOUND (Off:0 Def:4),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,551.0,,,,,,,4.0,4.0,0.0,,,,,,,,
553,PT08M23.00S,2021-02-25T02:29:00.3Z,4,REGULAR,2pt,Jump Shot,['fastbreak'],1629057,21.76412614980289,62.32383578431373,1610612738,108,83,2021-02-25T02:29:13Z,5520000,-62.0,152.0,1,left,MISS R. Williams III 16' Jump Shot,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,16.41,Missed,,,,,,,,,,,,,,,,,,
554,PT08M17.00S,2021-02-25T02:29:06.3Z,4,REGULAR,rebound,defensive,[],203503,,,1610612737,108,83,2021-02-25T02:29:09Z,5530000,,,0,,T. Snell REBOUND (Off:1 Def:3),[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,,,553.0,,,,,,,4.0,3.0,1.0,,,,,,,,
555,PT08M01.00S,2021-02-25T02:29:21.5Z,4,REGULAR,3pt,Jump Shot,[],203503,90.75229960578186,96.6375612745098,1610612737,108,83,2021-02-25T02:29:26Z,5540000,233.0,34.0,1,right,MISS T. Snell 3PT,[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,23.57,Missed,,,,,,,,,,,,,,,,,,
556,PT07M58.00S,2021-02-25T02:29:24.5Z,4,REGULAR,rebound,offensive,[],1628381,,,1610612737,108,83,2021-02-25T02:29:26Z,5550000,,,0,,J. Collins REBOUND (Off:3 Def:8),[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,555.0,,,,,,,11.0,8.0,3.0,,,,,,,,
557,PT07M56.00S,2021-02-25T02:29:33.2Z,4,REGULAR,foul,personal,[],1629684,,,1610612737,108,83,2021-02-25T02:29:39Z,5560000,,,0,,G. Williams personal FOUL (1 PF),"[1629684, 201568]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,202041.0,1.0,0.0,Gallinari,201568.0,,,
559,PT07M45.00S,2021-02-25T02:29:58.9Z,4,REGULAR,foul,personal,['2freethrow'],201952,,,1610612737,108,83,2021-02-25T02:30:24Z,5580000,,,0,,J. Teague shooting personal FOUL (2 PF) (Mays 2 FT),"[201952, 1630219]",1610612738.0,BOS,shooting,,,Teague,J. Teague,,,,,,,,,,,,,,,,,1627963.0,2.0,0.0,Mays,1630219.0,,,
561,PT07M45.00S,2021-02-25T02:30:26.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630219,,,1610612737,109,83,2021-02-25T02:30:26Z,5600000,,,0,,S. Mays Free Throw 1 of 2 (1 PTS),[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
562,PT07M45.00S,2021-02-25T02:30:27.1Z,4,REGULAR,substitution,out,[],203503,,,1610612737,109,83,2021-02-25T02:31:01Z,5610000,,,0,,SUB out: T. Snell,[203503],1610612737.0,ATL,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
563,PT07M45.00S,2021-02-25T02:30:27.1Z,4,REGULAR,substitution,out,[],1630202,,,1610612737,109,83,2021-02-25T02:31:01Z,5620000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
564,PT07M45.00S,2021-02-25T02:30:27.1Z,4,REGULAR,substitution,out,[],1629684,,,1610612737,109,83,2021-02-25T02:31:01Z,5630000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
565,PT07M45.00S,2021-02-25T02:30:27.1Z,4,REGULAR,substitution,out,[],1629057,,,1610612737,109,83,2021-02-25T02:31:01Z,5640000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,
566,PT07M45.00S,2021-02-25T02:30:27.1Z,4,REGULAR,substitution,out,[],201952,,,1610612737,109,83,2021-02-25T02:31:01Z,5650000,,,0,,SUB out: J. Teague,[201952],1610612738.0,BOS,,,,Teague,J. Teague,,,,,,,,,,,,,,,,,,,,,,,,
567,PT07M45.00S,2021-02-25T02:30:27.1Z,4,REGULAR,substitution,out,[],1628369,,,1610612737,109,83,2021-02-25T02:31:01Z,5660000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,
568,PT07M45.00S,2021-02-25T02:30:27.1Z,4,REGULAR,substitution,in,[],203524,,,1610612737,109,83,2021-02-25T02:31:01Z,5670000,,,0,,SUB in: S. Hill,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
569,PT07M45.00S,2021-02-25T02:30:27.1Z,4,REGULAR,substitution,in,[],1629035,,,1610612737,109,83,2021-02-25T02:31:01Z,5680000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
570,PT07M45.00S,2021-02-25T02:30:27.1Z,4,REGULAR,substitution,in,[],1629750,,,1610612737,109,83,2021-02-25T02:31:01Z,5690000,,,0,,SUB in: J. Green,[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,
571,PT07M45.00S,2021-02-25T02:30:27.1Z,4,REGULAR,substitution,in,[],1630174,,,1610612737,109,83,2021-02-25T02:31:01Z,5700000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
572,PT07M45.00S,2021-02-25T02:30:27.1Z,4,REGULAR,substitution,in,[],1629682,,,1610612737,109,83,2021-02-25T02:31:01Z,5710000,,,0,,SUB in: T. Waters,[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
573,PT07M45.00S,2021-02-25T02:30:27.1Z,4,REGULAR,substitution,in,[],1629605,,,1610612737,109,83,2021-02-25T02:31:01Z,5720000,,,0,,SUB in: T. Fall,[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,
574,PT07M45.00S,2021-02-25T02:31:04.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630219,,,1610612737,110,83,2021-02-25T02:31:04Z,5730000,,,0,,S. Mays Free Throw 2 of 2 (2 PTS),[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,Made,,2.0,,,,,,,,,,,,,,,,
575,PT07M34.00S,2021-02-25T02:31:17.5Z,4,REGULAR,3pt,Jump Shot,[],1630174,22.28975032851511,92.47089460784314,1610612738,110,86,2021-02-25T02:31:24Z,5740000,-212.0,157.0,1,left,A. Nesmith 26' 3PT  (8 PTS) (T. Waters 1 AST),"[1630174, 1629682]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,26.41,Made,,8.0,T. Waters,1629682.0,1.0,,,,,,,,,,,,,
577,PT07M05.00S,2021-02-25T02:31:45.8Z,4,REGULAR,3pt,Jump Shot,[],201568,77.61169513797634,9.38265931372549,1610612737,110,86,2021-02-25T02:31:51Z,5760000,-203.0,158.0,1,right,MISS D. Gallinari 25' step back 3PT,[201568],1610612737.0,ATL,step back,,,Gallinari,D. Gallinari,,,,,25.73,Missed,,,,,,,,,,,,,,,,,,
578,PT07M00.00S,2021-02-25T02:31:50.8Z,4,REGULAR,rebound,defensive,[],1629750,,,1610612738,110,86,2021-02-25T02:31:51Z,5770000,,,0,,J. Green REBOUND (Off:1 Def:1),[1629750],1610612738.0,BOS,,,,Green,J. Green,,,,,,,577.0,,,,,,,2.0,1.0,1.0,,,,,,,,
579,PT06M58.00S,2021-02-25T02:31:56.5Z,4,REGULAR,foul,personal,[],203524,,,1610612738,110,86,2021-02-25T02:32:04Z,5780000,,,0,,S. Hill personal FOUL (2 PF),"[203524, 1629605]",1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,1627963.0,2.0,0.0,Fall,1629605.0,,,
581,PT06M58.00S,2021-02-25T02:32:11.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,110,86,2021-02-25T02:32:11Z,5800000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT06M39.00S,2021-02-25T02:35:13.2Z,4,REGULAR,3pt,Jump Shot,[],1629682,22.946780551905388,87.56893382352942,1610612738,110,89,2021-02-25T02:35:17Z,5810000,-188.0,163.0,1,left,T. Waters 24' 3PT step back (3 PTS),[1629682],1610612738.0,BOS,step back,,,Waters,T. Waters,,,,,24.88,Made,,3.0,,,,,,,,,,,,,,,,
583,PT06M25.00S,2021-02-25T02:35:30.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629605,,,1610612737,110,89,2021-02-25T02:35:57Z,5820000,,,0,,T. Fall personal FOUL (1 PF) (Mays 2 FT),"[1629605, 1630219]",1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,1627963.0,1.0,0.0,Mays,1630219.0,,,
585,PT06M25.00S,2021-02-25T02:35:58.1Z,4,REGULAR,freethrow,1 of 2,[],1630219,,,1610612737,111,89,2021-02-25T02:35:58Z,5840000,,,0,,S. Mays Free Throw 1 of 2 (3 PTS),[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
586,PT06M25.00S,2021-02-25T02:36:09.2Z,4,REGULAR,freethrow,2 of 2,[],1630219,,,1610612737,112,89,2021-02-25T02:36:09Z,5850000,,,0,,S. Mays Free Throw 2 of 2 (4 PTS),[1630219],1610612737.0,ATL,,,,Mays,S. Mays,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
587,PT06M21.00S,2021-02-25T02:36:14.1Z,4,REGULAR,3pt,Jump Shot,[],1629035,13.87976346911958,4.235600490196079,1610612738,112,89,2021-02-25T02:36:19Z,5860000,229.0,78.0,1,left,MISS C. Edwards 24' 3PT,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,24.17,Missed,,,,,,,,,,,,,,,,,,
588,PT06M17.00S,2021-02-25T02:36:18.1Z,4,REGULAR,rebound,defensive,[],201568,,,1610612737,112,89,2021-02-25T02:36:19Z,5870000,,,0,,D. Gallinari REBOUND (Off:0 Def:6),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,587.0,,,,,,,6.0,6.0,0.0,,,,,,,,
589,PT06M02.00S,2021-02-25T02:36:34.7Z,4,REGULAR,turnover,out-of-bounds,[],1628381,,,1610612737,112,89,2021-02-25T02:36:40Z,5880000,,,0,,J. Collins bad pass out-of-bounds TURNOVER (2 TO),[1628381],1610612737.0,ATL,bad pass,,,Collins,J. Collins,,,,,,,,,,,,,,,,,200833.0,,,,,2.0,,
590,PT05M52.00S,2021-02-25T02:36:50.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629682,12.302890932982917,45.65716911764706,1610612738,112,91,2021-02-25T02:36:56Z,5890000,22.0,63.0,1,left,T. Waters 6' driving floating Jump Shot (5 PTS),[1629682],1610612738.0,BOS,driving floating,,,Waters,T. Waters,,,,,6.67,Made,,5.0,,,,,,,,,,,,,,,,
591,PT05M34.00S,2021-02-25T02:37:09.0Z,4,REGULAR,3pt,Jump Shot,[],1629027,76.16622864651774,87.32383578431373,1610612737,112,91,2021-02-25T02:37:13Z,5900000,187.0,172.0,1,right,MISS T. Young 25' 3PT,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,
592,PT05M31.00S,2021-02-25T02:37:12.0Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,112,91,2021-02-25T02:37:13Z,5910000,,,0,,A. Nesmith REBOUND (Off:0 Def:2),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,591.0,,,,,,,2.0,2.0,0.0,,,,,,,,
593,PT05M25.00S,2021-02-25T02:37:18.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629035,6.652431011826544,49.82383578431372,1610612738,112,93,2021-02-25T02:37:22Z,5920000,1.0,10.0,1,left,C. Edwards cutting Layup (7 PTS) (T. Waters 2 AST),"[1629035, 1629682]",1610612738.0,BOS,cutting,,,Edwards,C. Edwards,,,,,1.0,Made,,7.0,T. Waters,1629682.0,2.0,,,,,,,,,,,,,
595,PT05M04.00S,2021-02-25T02:37:38.4Z,4,REGULAR,3pt,Jump Shot,[],203524,93.11760840998686,96.14736519607843,1610612737,112,93,2021-02-25T02:37:45Z,5940000,231.0,12.0,1,right,MISS S. Hill 3PT,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,23.1,Missed,,,,,,,,,,,,,,,,,,
596,PT05M00.00S,2021-02-25T02:37:42.4Z,4,REGULAR,rebound,offensive,[],203524,,,1610612737,112,93,2021-02-25T02:37:45Z,5950000,,,0,,S. Hill REBOUND (Off:1 Def:0),[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,595.0,,,,,,,1.0,0.0,1.0,,,,,,,,
597,PT04M59.00S,2021-02-25T02:37:44.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203524,94.03745072273325,49.08854166666667,1610612737,114,93,2021-02-25T02:37:49Z,5960000,-5.0,4.0,1,right,S. Hill driving DUNK (2 PTS),[203524],1610612737.0,ATL,driving,,,Hill,S. Hill,,,,,0.58,Made,,2.0,,,,,,,,,,,,,,,,
598,PT04M53.00S,2021-02-25T02:37:50.5Z,4,REGULAR,stoppage,other,[],0,,,1610612738,114,93,2021-02-25T02:37:50Z,5970000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599,PT04M43.00S,2021-02-25T02:38:05.1Z,4,REGULAR,violation,kicked ball,[],201568,,,1610612738,114,93,2021-02-25T02:38:10Z,5980000,,,0,,D. Gallinari kicked ball VIOLATION,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,1627963.0,,,,,,,
600,PT04M41.00S,2021-02-25T02:38:19.3Z,4,REGULAR,turnover,bad pass,[],1630174,,,1610612738,114,93,2021-02-25T02:38:25Z,5990000,,,0,,A. Nesmith bad pass TURNOVER (1 TO),"[1630174, 201568]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,1.0,Gallinari,201568.0
601,PT04M41.00S,2021-02-25T02:38:19.3Z,4,REGULAR,steal,,[],201568,,,1610612737,114,93,2021-02-25T02:38:23Z,6000000,,,0,,D. Gallinari STEAL (2 STL),[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
602,PT04M34.00S,2021-02-25T02:38:25.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628381,94.69448094612353,50.55912990196079,1610612737,116,93,2021-02-25T02:45:57Z,6010000,3.0,-3.0,1,right,J. Collins alley-oop DUNK (14 PTS) (D. Gallinari 2 AST),"[1628381, 201568]",1610612737.0,ATL,alley-oop,,,Collins,J. Collins,,,,,0.38,Made,,14.0,D. Gallinari,201568.0,2.0,,,,,,,,,,,,,
604,PT04M28.00S,2021-02-25T02:38:32.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629750,5.338370565045992,49.333639705882355,1610612738,116,95,2021-02-25T02:46:34Z,6030000,3.0,-2.0,1,left,J. Green cutting DUNK (6 PTS) (T. Waters 3 AST),"[1629750, 1629682]",1610612738.0,BOS,cutting,,,Green,J. Green,,,,,0.4,Made,,6.0,T. Waters,1629682.0,3.0,,,,,,,,,,,,,
606,PT04M14.00S,2021-02-25T02:38:44.9Z,4,REGULAR,3pt,Jump Shot,[],1629027,68.80749014454665,65.75520833333334,1610612737,119,95,2021-02-25T02:38:49Z,6050000,79.0,241.0,1,right,T. Young 25' 3PT  (33 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,25.33,Made,,33.0,,,,,,,,,,,,,,,,
608,PT04M01.00S,2021-02-25T02:38:58.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629035,5.995400788436268,50.80422794117647,1610612738,119,97,2021-02-25T02:39:05Z,6070000,-4.0,4.0,1,left,C. Edwards driving reverse Layup (9 PTS),[1629035],1610612738.0,BOS,driving reverse,,,Edwards,C. Edwards,,,,,0.56,Made,,9.0,,,,,,,,,,,,,,,,
609,PT03M52.00S,2021-02-25T02:39:19.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,119,97,2021-02-25T02:39:26Z,6080000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT03M52.00S,2021-02-25T02:41:10.4Z,4,REGULAR,substitution,out,[],201568,,,1610612737,119,97,2021-02-25T02:41:38Z,6090000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
612,PT03M52.00S,2021-02-25T02:41:10.4Z,4,REGULAR,substitution,out,[],1629027,,,1610612737,119,97,2021-02-25T02:41:38Z,6100000,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
613,PT03M52.00S,2021-02-25T02:41:10.4Z,4,REGULAR,substitution,out,[],1628381,,,1610612737,119,97,2021-02-25T02:41:38Z,6110000,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,
614,PT03M52.00S,2021-02-25T02:41:10.4Z,4,REGULAR,substitution,out,[],203524,,,1610612737,119,97,2021-02-25T02:41:38Z,6120000,,,0,,SUB out: S. Hill,[203524],1610612737.0,ATL,,,,Hill,S. Hill,,,,,,,,,,,,,,,,,,,,,,,,
616,PT03M52.00S,2021-02-25T02:41:10.4Z,4,REGULAR,substitution,in,[],1629164,,,1610612737,119,97,2021-02-25T02:41:38Z,6140000,,,0,,SUB in: B. Goodwin,[1629164],1610612737.0,ATL,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,
617,PT03M52.00S,2021-02-25T02:41:10.4Z,4,REGULAR,substitution,in,[],1630233,,,1610612737,119,97,2021-02-25T02:41:38Z,6150000,,,0,,SUB in: N. Knight,[1630233],1610612737.0,ATL,,,,Knight,N. Knight,,,,,,,,,,,,,,,,,,,,,,,,
618,PT03M52.00S,2021-02-25T02:41:10.4Z,4,REGULAR,substitution,in,[],1628981,,,1610612737,119,97,2021-02-25T02:41:38Z,6160000,,,0,,SUB in: B. Fernando,[1628981],1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,
619,PT03M52.00S,2021-02-25T02:41:10.4Z,4,REGULAR,substitution,in,[],1630168,,,1610612737,119,97,2021-02-25T02:41:38Z,6170000,,,0,,SUB in: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
621,PT03M33.00S,2021-02-25T02:42:26.0Z,4,REGULAR,2pt,Jump Shot,[],1629164,82.60512483574244,84.1375612745098,1610612737,119,97,2021-02-25T02:42:43Z,6190000,171.0,111.0,1,right,MISS B. Goodwin 20' pullup Shot,[1629164],1610612737.0,ATL,pullup,,,Goodwin,B. Goodwin,,,,,20.36,Missed,,,,,,,,,,,,,,,,,,
622,PT03M32.00S,2021-02-25T02:42:27.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612737,119,97,2021-02-25T02:42:43Z,6200000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,621.0,,,,,,,,,,,,,,,,,
623,PT03M32.00S,2021-02-25T02:42:31.3Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,119,97,2021-02-25T02:42:31Z,6210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M31.00S,2021-02-25T02:42:47.2Z,4,REGULAR,turnover,bad pass,[],1629164,,,1610612737,119,97,2021-02-25T02:42:51Z,6220000,,,0,,B. Goodwin bad pass TURNOVER (1 TO),"[1629164, 1630174]",1610612737.0,ATL,,,,Goodwin,B. Goodwin,,,,,,,,,,,,,,,,,,,,,,1.0,Nesmith,1630174.0
625,PT03M31.00S,2021-02-25T02:42:47.2Z,4,REGULAR,steal,,[],1630174,,,1610612738,119,97,2021-02-25T02:42:50Z,6230000,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,
626,PT03M18.00S,2021-02-25T02:42:59.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629682,9.017739816031538,95.41207107843137,1610612738,119,100,2021-02-25T02:43:05Z,6240000,-227.0,32.0,1,left,T. Waters 3PT  (8 PTS),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,22.94,Made,,8.0,,,,,,,,,,,,,,,,
627,PT02M52.00S,2021-02-25T02:43:25.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630219,93.24901445466492,48.10814950980392,1610612737,119,100,2021-02-25T02:43:30Z,6250000,-9.0,11.0,1,right,MISS S. Mays driving Layup - blocked,"[1630219, 1629605]",1610612737.0,ATL,driving,,,Mays,S. Mays,,,,,1.45,Missed,,,,,,Fall,1629605.0,,,,,,,,,,,
628,PT02M52.00S,2021-02-25T02:43:25.7Z,4,REGULAR,block,,[],1629605,,,1610612737,119,100,2021-02-25T02:43:28Z,6260000,,,0,,T. Fall BLOCK (1 BLK),[1629605],1610612738.0,BOS,,,,Fall,T. Fall,,,,,,,,,,,,,,,,,,,,,,,,
629,PT02M51.00S,2021-02-25T02:43:26.7Z,4,REGULAR,rebound,offensive,[],1630168,,,1610612737,119,100,2021-02-25T02:43:30Z,6270000,,,0,,O. Okongwu REBOUND (Off:1 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,627.0,,,,,,,3.0,2.0,1.0,,,,,,,,
630,PT02M51.00S,2021-02-25T02:43:32.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612737,119,100,2021-02-25T02:43:49Z,6280000,,,0,,A. Nesmith shooting personal FOUL (2 PF) (Okongwu 2 FT),"[1630174, 1630168]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,1627963.0,2.0,0.0,Okongwu,1630168.0,,,
632,PT02M51.00S,2021-02-25T02:43:54.1Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630168,,,1610612737,119,100,2021-02-25T02:43:54Z,6300000,,,0,,MISS O. Okongwu Free Throw 1 of 2,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Missed,,,,,,,,,,,,,,,,,,
633,PT02M51.00S,2021-02-25T02:43:54.1Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,119,100,2021-02-25T02:43:54Z,6310000,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,632.0,,,,,,,,,,,,,,,,,
634,PT02M51.00S,2021-02-25T02:44:11.1Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630168,,,1610612737,120,100,2021-02-25T02:44:11Z,6320000,,,0,,O. Okongwu Free Throw 2 of 2 (3 PTS),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
635,PT02M35.00S,2021-02-25T02:44:28.9Z,4,REGULAR,2pt,Jump Shot,[],1630174,7.440867279894875,26.294424019607842,1610612738,120,102,2021-02-25T02:44:36Z,6330000,119.0,17.0,1,left,A. Nesmith 11' pullup Jump Shot (10 PTS) (C. Edwards 1 AST),"[1630174, 1629035]",1610612738.0,BOS,pullup,,,Nesmith,A. Nesmith,,,,,11.98,Made,,10.0,C. Edwards,1629035.0,1.0,,,,,,,,,,,,,
637,PT02M09.00S,2021-02-25T02:44:54.7Z,4,REGULAR,turnover,lost ball,[],1628981,,,1610612737,120,102,2021-02-25T02:44:59Z,6350000,,,0,,B. Fernando lost ball TURNOVER (1 TO),"[1628981, 1629682]",1610612737.0,ATL,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,1.0,Waters,1629682.0
638,PT02M09.00S,2021-02-25T02:44:54.7Z,4,REGULAR,steal,,[],1629682,,,1610612738,120,102,2021-02-25T02:44:57Z,6360000,,,0,,T. Waters STEAL (1 STL),[1629682],1610612738.0,BOS,,,,Waters,T. Waters,,,,,,,,,,,,,,,,,,,,,,,,
639,PT02M03.00S,2021-02-25T02:45:00.6Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630174,9.017739816031538,94.67677696078431,1610612738,120,105,2021-02-25T02:45:06Z,6370000,-223.0,32.0,1,left,A. Nesmith 3PT  (13 PTS) (T. Waters 4 AST),"[1630174, 1629682]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,22.57,Made,,13.0,T. Waters,1629682.0,4.0,,,,,,,,,,,,,
641,PT01M37.00S,2021-02-25T02:45:27.0Z,4,REGULAR,3pt,Jump Shot,[],1629164,68.54467805519053,31.196384803921568,1610612737,123,105,2021-02-25T02:45:31Z,6390000,-94.0,243.0,1,right,B. Goodwin 26' 3PT  (3 PTS) (S. Mays 5 AST),"[1629164, 1630219]",1610612737.0,ATL,,,,Goodwin,B. Goodwin,,,,,26.07,Made,,3.0,S. Mays,1630219.0,5.0,,,,,,,,,,,,,
