actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,value,stealPlayerName,stealPersonId
437,PT01M03.00S,2021-02-24T02:21:38.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612742,75,74,2021-02-24T02:21:59Z,4340000,,,0,,A. Nesmith personal FOUL (2 PF) (Hardaway Jr. 2 FT),"[1630174, 203501]",1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,101284.0,2.0,0.0,Hardaway Jr.,203501.0,,,,,,
439,PT01M03.00S,2021-02-24T02:22:18.6Z,3,REGULAR,freethrow,1 of 2,[],203501,,,1610612742,76,74,2021-02-24T02:22:18Z,4360000,,,0,,T. Hardaway Jr. Free Throw 1 of 2 (13 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
440,PT01M03.00S,2021-02-24T02:22:19.5Z,3,REGULAR,substitution,out,[],1630202,,,1610612742,76,74,2021-02-24T02:22:35Z,4370000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT01M03.00S,2021-02-24T02:22:19.5Z,3,REGULAR,substitution,in,[],202689,,,1610612742,76,74,2021-02-24T02:22:35Z,4380000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT01M03.00S,2021-02-24T02:22:49.2Z,3,REGULAR,freethrow,2 of 2,[],203501,,,1610612742,77,74,2021-02-24T02:22:49Z,4390000,,,0,,T. Hardaway Jr. Free Throw 2 of 2 (14 PTS),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
443,PT00M53.10S,2021-02-24T02:23:04.3Z,3,REGULAR,2pt,Jump Shot,[],1628369,77.34888304862024,36.34344362745098,1610612738,77,76,2021-02-24T02:23:09Z,4400000,-68.0,160.0,1,right,J. Tatum 17' Jump Shot (23 PTS) (K. Walker 2 AST),"[1628369, 202689]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,17.43,Made,23.0,,,,,K. Walker,202689.0,2.0,,,,,,,,,,,
445,PT00M32.20S,2021-02-24T02:23:29.5Z,3,REGULAR,3pt,Jump Shot,[],1629029,21.50131406044678,89.03952205882352,1610612742,80,76,2021-02-24T02:23:34Z,4420000,-195.0,150.0,1,left,L. Doncic 24' 3PT step back (22 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,24.59,Made,22.0,,,,,,,,,,,,,,,,,,
446,PT00M25.00S,2021-02-24T02:23:46.3Z,3,REGULAR,2pt,Jump Shot,[],202689,76.03482260183968,55.4610906862745,1610612738,80,76,2021-02-24T02:23:50Z,4430000,27.0,173.0,1,right,MISS K. Walker 17' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,17.49,Missed,,,,,,,,,,,,,,,,,,,
447,PT00M22.50S,2021-02-24T02:23:48.7Z,3,REGULAR,rebound,defensive,[],1626246,,,1610612742,80,76,2021-02-24T02:23:48Z,4440000,,,0,,B. Marjanovic REBOUND (Off:3 Def:5),[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,446.0,8.0,5.0,3.0,,,,,,,,,,,,,,
448,PT00M01.10S,2021-02-24T02:24:10.1Z,3,REGULAR,3pt,Jump Shot,[],203501,35.64183639947437,65.04289215686273,1610612742,80,76,2021-02-24T02:24:18Z,4450000,-75.0,283.0,1,left,MISS T. Hardaway Jr. 29' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,29.23,Missed,,,,,,,,,,,,,,,,,,,
449,PT00M01.10S,2021-02-24T02:24:10.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,80,76,2021-02-24T02:24:18Z,4460000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,448.0,,,,,,,,,,,,,,,,,
450,PT00M00.00S,2021-02-24T02:24:15.3Z,3,REGULAR,period,end,[],0,,,1610612742,80,76,2021-02-24T02:24:15Z,4470000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT12M00.00S,2021-02-24T02:24:18.2Z,4,REGULAR,substitution,out,['startperiod'],1627827,,,1610612742,80,76,2021-02-24T02:27:52Z,4480000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT12M00.00S,2021-02-24T02:24:18.2Z,4,REGULAR,substitution,out,['startperiod'],1626246,,,1610612742,80,76,2021-02-24T02:27:52Z,4490000,,,0,,SUB out: B. Marjanovic,[1626246],1610612742.0,DAL,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT12M00.00S,2021-02-24T02:24:18.2Z,4,REGULAR,substitution,out,['startperiod'],1629029,,,1610612742,80,76,2021-02-24T02:27:52Z,4500000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT12M00.00S,2021-02-24T02:24:18.2Z,4,REGULAR,substitution,out,['startperiod'],1628369,,,1610612742,80,76,2021-02-24T02:27:52Z,4510000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT12M00.00S,2021-02-24T02:24:18.2Z,4,REGULAR,substitution,out,['startperiod'],1628464,,,1610612742,80,76,2021-02-24T02:27:52Z,4520000,,,0,,SUB out: D. Theis,[1628464],1610612738.0,BOS,,,,Theis,D. Theis,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT12M00.00S,2021-02-24T02:24:18.2Z,4,REGULAR,substitution,in,['startperiod'],1626161,,,1610612742,80,76,2021-02-24T02:27:52Z,4530000,,,0,,SUB in: W. Cauley-Stein,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT12M00.00S,2021-02-24T02:24:18.2Z,4,REGULAR,substitution,in,['startperiod'],201949,,,1610612742,80,76,2021-02-24T02:27:52Z,4540000,,,0,,SUB in: J. Johnson,[201949],1610612742.0,DAL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
458,PT12M00.00S,2021-02-24T02:24:18.2Z,4,REGULAR,substitution,in,['startperiod'],1626196,,,1610612742,80,76,2021-02-24T02:27:52Z,4550000,,,0,,SUB in: J. Richardson,[1626196],1610612742.0,DAL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
459,PT12M00.00S,2021-02-24T02:24:18.2Z,4,REGULAR,substitution,in,['startperiod'],1627759,,,1610612742,80,76,2021-02-24T02:27:52Z,4560000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT12M00.00S,2021-02-24T02:24:18.2Z,4,REGULAR,substitution,in,['startperiod'],1629057,,,1610612742,80,76,2021-02-24T02:27:52Z,4570000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
461,PT12M00.00S,2021-02-24T02:27:51.9Z,4,REGULAR,period,start,[],0,,,1610612738,80,76,2021-02-24T02:27:52Z,4580000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,PT11M39.00S,2021-02-24T02:28:12.3Z,4,REGULAR,2pt,Jump Shot,[],202689,76.5604467805519,81.19638480392157,1610612738,80,76,2021-02-24T02:28:20Z,4590000,156.0,168.0,1,right,MISS K. Walker 22' pullup Shot,[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,22.91,Missed,,,,,,,,,,,,,,,,,,,
463,PT11M38.00S,2021-02-24T02:28:13.3Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612742,80,76,2021-02-24T02:28:20Z,4600000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,462.0,,,,,,,,,,,,,,,,,
464,PT11M38.00S,2021-02-24T02:28:19.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,80,76,2021-02-24T02:28:19Z,4610000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,PT11M16.00S,2021-02-24T02:28:42.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,8.492115637319317,42.470894607843135,1610612742,80,76,2021-02-24T02:28:46Z,4620000,38.0,27.0,1,left,MISS J. Brunson driving floating Shot - blocked,"[1628973, 1629057]",1610612742.0,DAL,driving floating,,,Brunson,J. Brunson,,,,,4.65,Missed,,,,,,,,,,,,,,,Williams III,1629057.0,,,
466,PT11M16.00S,2021-02-24T02:28:42.3Z,4,REGULAR,block,,[],1629057,,,1610612742,80,76,2021-02-24T02:28:44Z,4630000,,,0,,R. Williams III BLOCK (1 BLK),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
467,PT11M13.00S,2021-02-24T02:28:45.3Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,80,76,2021-02-24T02:28:46Z,4640000,,,0,,R. Williams III REBOUND (Off:0 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,465.0,1.0,1.0,0.0,,,,,,,,,,,,,,
468,PT11M07.00S,2021-02-24T02:28:51.3Z,4,REGULAR,2pt,Jump Shot,[],1627759,93.16688567674113,73.62132352941177,1610612738,80,78,2021-02-24T02:28:58Z,4650000,118.0,12.0,1,right,J. Brown 11' turnaround Jump Shot (21 PTS),[1627759],1610612738.0,BOS,turnaround,,,Brown,J. Brown,,,,,11.87,Made,21.0,,,,,,,,,,,,,,,,,,
469,PT10M54.00S,2021-02-24T02:29:04.4Z,4,REGULAR,2pt,Jump Shot,[],1626196,26.49474375821288,56.196384803921575,1610612742,82,78,2021-02-24T02:29:09Z,4660000,-31.0,197.0,1,left,J. Richardson 19' pullup Jump Shot (16 PTS),[1626196],1610612742.0,DAL,pullup,,,Richardson,J. Richardson,,,,,19.9,Made,16.0,,,,,,,,,,,,,,,,,,
470,PT10M38.00S,2021-02-24T02:29:20.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,91.80354796320631,62.32383578431373,1610612738,82,80,2021-02-24T02:29:26Z,4670000,62.0,25.0,1,right,K. Walker 6' driving floating bank Jump Shot (9 PTS),[202689],1610612738.0,BOS,driving floating bank,,,Walker,K. Walker,,,,,6.63,Made,9.0,,,,,,,,,,,,,,,,,,
471,PT10M23.00S,2021-02-24T02:29:36.2Z,4,REGULAR,3pt,Jump Shot,[],203501,31.882391590013142,31.686580882352942,1610612742,82,80,2021-02-24T02:29:40Z,4680000,92.0,247.0,1,left,MISS T. Hardaway Jr. 26' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,26.36,Missed,,,,,,,,,,,,,,,,,,,
472,PT10M19.00S,2021-02-24T02:29:40.2Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612738,82,80,2021-02-24T02:29:40Z,4690000,,,0,,S. Ojeleye REBOUND (Off:0 Def:4),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,471.0,4.0,4.0,0.0,,,,,,,,,,,,,,
473,PT10M10.00S,2021-02-24T02:29:48.7Z,4,REGULAR,3pt,Jump Shot,[],202689,72.7496714848883,16.980698529411764,1610612738,82,83,2021-02-24T02:29:57Z,4700000,-165.0,204.0,1,right,K. Walker 26' 3PT  (12 PTS),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,26.22,Made,12.0,,,,,,,,,,,,,,,,,,
474,PT09M56.00S,2021-02-24T02:30:04.7Z,4,REGULAR,foul,personal,[],202689,,,1610612742,82,83,2021-02-24T02:30:11Z,4710000,,,0,,K. Walker personal FOUL (1 PF),"[202689, 1626196]",1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,101284.0,1.0,0.0,Richardson,1626196.0,,,,,,
476,PT09M40.00S,2021-02-24T02:30:43.2Z,4,REGULAR,3pt,Jump Shot,[],203501,27.808804204993432,80.7061887254902,1610612742,82,83,2021-02-24T02:30:49Z,4730000,-154.0,209.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
477,PT09M37.00S,2021-02-24T02:30:47.2Z,4,REGULAR,rebound,defensive,[],1628400,,,1610612738,82,83,2021-02-24T02:30:47Z,4740000,,,0,,S. Ojeleye REBOUND (Off:0 Def:5),[1628400],1610612738.0,BOS,,,,Ojeleye,S. Ojeleye,,,,,,,,476.0,5.0,5.0,0.0,,,,,,,,,,,,,,
478,PT09M30.00S,2021-02-24T02:30:54.2Z,4,REGULAR,3pt,Jump Shot,[],202689,77.08607095926413,87.8140318627451,1610612738,82,83,2021-02-24T02:31:08Z,4750000,189.0,163.0,1,right,MISS K. Walker 24' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,,
479,PT09M29.00S,2021-02-24T02:30:55.2Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612742,82,83,2021-02-24T02:31:08Z,4760000,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,478.0,,,,,,,,,,,,,,,,,
480,PT09M29.00S,2021-02-24T02:31:01.5Z,4,REGULAR,foul,personal,[],1628400,,,1610612742,82,83,2021-02-24T02:31:11Z,4770000,,,0,,S. Ojeleye loose ball personal FOUL (1 PF),"[1628400, 1628973]",1610612738.0,BOS,loose ball,,,Ojeleye,S. Ojeleye,,,,,,,,,,,,,,,101284.0,1.0,0.0,Brunson,1628973.0,,,,,,
482,PT09M20.00S,2021-02-24T02:31:32.4Z,4,REGULAR,foul,personal,[],1627759,,,1610612742,82,83,2021-02-24T02:31:41Z,4790000,,,0,,J. Brown personal FOUL (4 PF),"[1627759, 203501]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,2882.0,4.0,0.0,Hardaway Jr.,203501.0,,,,,,
484,PT09M13.00S,2021-02-24T02:31:53.9Z,4,REGULAR,3pt,Jump Shot,[],1628973,22.946780551905388,11.833639705882353,1610612742,82,83,2021-02-24T02:31:58Z,4810000,191.0,163.0,1,left,MISS J. Brunson 25' 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
485,PT09M09.00S,2021-02-24T02:31:57.9Z,4,REGULAR,rebound,defensive,[],1629057,,,1610612738,82,83,2021-02-24T02:31:58Z,4820000,,,0,,R. Williams III REBOUND (Off:0 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,484.0,2.0,2.0,0.0,,,,,,,,,,,,,,
486,PT09M00.00S,2021-02-24T02:32:09.2Z,4,REGULAR,foul,personal,['2freethrow'],201949,,,1610612738,82,83,2021-02-24T02:32:20Z,4830000,,,0,,J. Johnson shooting personal FOUL (4 PF) (Williams III 2 FT),"[201949, 1629057]",1610612742.0,DAL,shooting,,,Johnson,J. Johnson,,,,,,,,,,,,,,,2882.0,4.0,0.0,Williams III,1629057.0,,,,,,
488,PT09M00.00S,2021-02-24T02:32:32.0Z,4,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,82,83,2021-02-24T02:32:56Z,4850000,,,0,,MISS R. Williams III Free Throw 1 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
489,PT09M00.00S,2021-02-24T02:32:32.0Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612738,82,83,2021-02-24T02:32:56Z,4860000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,488.0,,,,,,,,,,,,,,,,,
490,PT09M00.00S,2021-02-24T02:32:32.0Z,4,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,82,83,2021-02-24T02:32:56Z,4870000,,,0,,MISS R. Williams III Free Throw 2 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,Missed,,,,,,,,,,,,,,,,,,,
491,PT08M57.00S,2021-02-24T02:32:35.0Z,4,REGULAR,rebound,defensive,[],1626161,,,1610612742,82,83,2021-02-24T02:32:56Z,4880000,,,0,,W. Cauley-Stein REBOUND (Off:0 Def:3),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,,,490.0,3.0,3.0,0.0,,,,,,,,,,,,,,
492,PT08M48.00S,2021-02-24T02:33:00.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201949,6.915243101182654,50.55912990196079,1610612742,84,83,2021-02-24T02:33:07Z,4890000,-3.0,13.0,1,left,J. Johnson driving Layup (8 PTS),[201949],1610612742.0,DAL,driving,,,Johnson,J. Johnson,,,,,1.28,Made,8.0,,,,,,,,,,,,,,,,,,
493,PT08M30.00S,2021-02-24T02:33:19.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,94.03745072273325,53.74540441176471,1610612738,84,85,2021-02-24T02:33:24Z,4900000,19.0,4.0,1,right,J. Brown driving Layup (23 PTS) (S. Ojeleye 1 AST),"[1627759, 1628400]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.9,Made,23.0,,,,,S. Ojeleye,1628400.0,1.0,,,,,,,,,,,
495,PT08M13.00S,2021-02-24T02:33:35.1Z,4,REGULAR,3pt,Jump Shot,[],203501,21.107095926412615,8.15716911764706,1610612742,84,85,2021-02-24T02:33:40Z,4920000,209.0,146.0,1,left,MISS T. Hardaway Jr. 25' 3PT,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,,
496,PT08M12.00S,2021-02-24T02:33:36.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,84,85,2021-02-24T02:33:40Z,4930000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,495.0,,,,,,,,,,,,,,,,,
497,PT08M12.00S,2021-02-24T02:33:41.0Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,84,85,2021-02-24T02:33:41Z,4940000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT07M58.00S,2021-02-24T02:34:01.8Z,4,REGULAR,turnover,bad pass,[],1627759,,,1610612738,84,85,2021-02-24T02:34:13Z,4950000,,,0,,J. Brown bad pass TURNOVER (2 TO),"[1627759, 201949]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,2.0,,,,Johnson,201949.0
499,PT07M58.00S,2021-02-24T02:34:01.8Z,4,REGULAR,steal,,[],201949,,,1610612742,84,85,2021-02-24T02:34:03Z,4960000,,,0,,J. Johnson STEAL (2 STL),[201949],1610612742.0,DAL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT07M54.00S,2021-02-24T02:34:05.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628973,5.732588699080158,50.55912990196079,1610612742,86,85,2021-02-24T02:34:17Z,4970000,-3.0,1.0,1,left,J. Brunson running Layup (8 PTS) (J. Johnson 2 AST),"[1628973, 201949]",1610612742.0,DAL,running,,,Brunson,J. Brunson,,,,,0.31,Made,8.0,,,,,J. Johnson,201949.0,2.0,,,,,,,,,,,
502,PT07M54.00S,2021-02-24T02:34:10.8Z,4,REGULAR,foul,personal,['1freethrow'],1630174,,,1610612742,86,85,2021-02-24T02:34:21Z,4990000,,,0,,A. Nesmith shooting personal FOUL (3 PF) (Brunson 1 FT),"[1630174, 1628973]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,2882.0,3.0,0.0,Brunson,1628973.0,,,,,,
504,PT07M54.00S,2021-02-24T02:34:36.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,86,85,2021-02-24T02:34:36Z,5010000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
505,PT07M54.00S,2021-02-24T02:37:42.3Z,4,REGULAR,substitution,out,[],203501,,,1610612742,86,85,2021-02-24T02:37:54Z,5020000,,,0,,SUB out: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT07M54.00S,2021-02-24T02:37:42.3Z,4,REGULAR,substitution,out,[],202689,,,1610612742,86,85,2021-02-24T02:37:54Z,5030000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT07M54.00S,2021-02-24T02:37:42.3Z,4,REGULAR,substitution,out,[],1627759,,,1610612742,86,85,2021-02-24T02:37:54Z,5040000,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
508,PT07M54.00S,2021-02-24T02:37:42.3Z,4,REGULAR,substitution,in,[],1627827,,,1610612742,86,85,2021-02-24T02:37:54Z,5050000,,,0,,SUB in: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
509,PT07M54.00S,2021-02-24T02:37:42.3Z,4,REGULAR,substitution,in,[],1630202,,,1610612742,86,85,2021-02-24T02:37:54Z,5060000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT07M54.00S,2021-02-24T02:37:42.3Z,4,REGULAR,substitution,in,[],1628369,,,1610612742,86,85,2021-02-24T02:37:54Z,5070000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT07M54.00S,2021-02-24T02:38:06.9Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1628973,,,1610612742,87,85,2021-02-24T02:38:06Z,5080000,,,0,,J. Brunson Free Throw 1 of 1 (9 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
512,PT07M30.00S,2021-02-24T02:38:31.7Z,4,REGULAR,3pt,Jump Shot,[],1628369,67.23061760840999,61.34344362745098,1610612738,87,85,2021-02-24T02:38:39Z,5090000,57.0,256.0,1,right,MISS J. Tatum 26' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,26.17,Missed,,,,,,,,,,,,,,,,,,,
513,PT07M24.00S,2021-02-24T02:38:37.7Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,87,85,2021-02-24T02:38:39Z,5100000,,,0,,R. Williams III REBOUND (Off:1 Def:2),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,512.0,3.0,2.0,1.0,,,,,,,,,,,,,,
514,PT07M24.00S,2021-02-24T02:38:37.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629057,94.40999984741211,50.0,1610612738,87,87,2021-02-24T02:38:37Z,5110000,0.0,0.0,1,right,R. Williams III putback DUNK (4 PTS),[1629057],1610612738.0,BOS,putback,,,Williams III,R. Williams III,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,,
515,PT07M15.00S,2021-02-24T02:38:48.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612742,87,87,2021-02-24T02:38:57Z,5120000,,,0,,R. Williams III shooting personal FOUL (1 PF) (Cauley-Stein 2 FT),"[1629057, 1626161]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,,,,,,,,,101284.0,1.0,0.0,Cauley-Stein,1626161.0,,,,,,
517,PT07M15.00S,2021-02-24T02:39:13.0Z,4,REGULAR,freethrow,1 of 2,[],1626161,,,1610612742,88,87,2021-02-24T02:39:13Z,5140000,,,0,,W. Cauley-Stein Free Throw 1 of 2 (5 PTS),[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
518,PT07M15.00S,2021-02-24T02:39:13.5Z,4,REGULAR,substitution,out,[],1626196,,,1610612742,88,87,2021-02-24T02:39:25Z,5150000,,,0,,SUB out: J. Richardson,[1626196],1610612742.0,DAL,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT07M15.00S,2021-02-24T02:39:13.5Z,4,REGULAR,substitution,out,[],1630174,,,1610612742,88,87,2021-02-24T02:39:25Z,5160000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
520,PT07M15.00S,2021-02-24T02:39:13.5Z,4,REGULAR,substitution,in,[],1629029,,,1610612742,88,87,2021-02-24T02:39:25Z,5170000,,,0,,SUB in: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
521,PT07M15.00S,2021-02-24T02:39:13.5Z,4,REGULAR,substitution,in,[],1627759,,,1610612742,88,87,2021-02-24T02:39:25Z,5180000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
522,PT07M15.00S,2021-02-24T02:39:13.0Z,4,REGULAR,freethrow,2 of 2,[],1626161,,,1610612742,88,87,2021-02-24T02:39:48Z,5190000,,,0,,MISS W. Cauley-Stein Free Throw 2 of 2,[1626161],1610612742.0,DAL,,,,Cauley-Stein,W. Cauley-Stein,,,,,,Missed,,,,,,,,,,,,,,,,,,,
523,PT07M11.00S,2021-02-24T02:39:17.0Z,4,REGULAR,rebound,offensive,[],201949,,,1610612742,88,87,2021-02-24T02:39:48Z,5200000,,,0,,J. Johnson REBOUND (Off:1 Def:2),[201949],1610612742.0,DAL,,,,Johnson,J. Johnson,,,,,,,,522.0,3.0,2.0,1.0,,,,,,,,,,,,,,
524,PT06M59.00S,2021-02-24T02:39:45.3Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628973,9.674770039421814,4.4806985294117645,1610612742,91,87,2021-02-24T02:39:51Z,5210000,228.0,38.0,1,left,J. Brunson 3PT  (12 PTS),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,23.08,Made,12.0,,,,,,,,,,,,,,,,,,
