actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
550,PT07M36.00S,2021-04-14T04:15:19.5Z,4,REGULAR,rebound,defensive,[],203081,,,1610612757,96,101,2021-04-14T04:15:25Z,5430000,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,548.0,3.0,3.0,0.0,,,,,
551,PT07M29.00S,2021-04-14T04:15:26.9Z,4,REGULAR,3pt,Jump Shot,[],203468,91.93495400788436,3.010110294117647,1610612757,96,101,2021-04-14T04:15:31Z,5440000,-235.0,23.0,1,right,MISS C. McCollum 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,23.61,Missed,,,,,,,,,,,,,,,,,,,
552,PT07M25.00S,2021-04-14T04:15:30.9Z,4,REGULAR,rebound,defensive,[],1629684,,,1610612738,96,101,2021-04-14T04:15:31Z,5450000,,,0,,G. Williams REBOUND (Off:0 Def:2),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,551.0,2.0,2.0,0.0,,,,,
553,PT07M12.00S,2021-04-14T04:15:47.0Z,4,REGULAR,foul,personal,[],1626181,,,1610612738,96,101,2021-04-14T04:15:54Z,5460000,,,0,,N. Powell personal FOUL (2 PF),"[1626181, 1627759]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,2002.0,2.0,0.0,Brown,1627759.0,,,,,,,,,,
555,PT07M12.00S,2021-04-14T04:15:53.8Z,4,REGULAR,substitution,out,[],203468,,,1610612738,96,101,2021-04-14T04:16:09Z,5480000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
556,PT07M12.00S,2021-04-14T04:15:53.8Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,96,101,2021-04-14T04:16:09Z,5490000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
557,PT07M12.00S,2021-04-14T04:15:53.8Z,4,REGULAR,substitution,in,[],203994,,,1610612738,96,101,2021-04-14T04:16:09Z,5500000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
558,PT07M12.00S,2021-04-14T04:15:53.8Z,4,REGULAR,substitution,in,[],203935,,,1610612738,96,101,2021-04-14T04:16:09Z,5510000,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
559,PT06M59.00S,2021-04-14T04:16:29.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630202,14.011169513797633,48.59834558823529,1610612738,96,101,2021-04-14T04:16:36Z,5520000,7.0,79.0,1,left,MISS P. Pritchard 7' driving floating Shot - blocked,"[1630202, 203994]",1610612738.0,BOS,driving floating,,,Pritchard,P. Pritchard,,,,,7.95,Missed,,,,,,,,,,,,,,,,,Nurkic,203994.0,
560,PT06M59.00S,2021-04-14T04:16:29.9Z,4,REGULAR,block,,[],203994,,,1610612738,96,101,2021-04-14T04:16:31Z,5530000,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
561,PT06M57.00S,2021-04-14T04:16:31.9Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,96,101,2021-04-14T04:16:36Z,5540000,,,0,,J. Nurkic REBOUND (Off:0 Def:8),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,559.0,8.0,8.0,0.0,,,,,
562,PT06M55.00S,2021-04-14T04:16:34.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626181,93.11760840998686,55.951286764705884,1610612757,96,101,2021-04-14T04:16:40Z,5550000,30.0,12.0,1,right,MISS N. Powell running Layup - blocked,"[1626181, 203935]",1610612757.0,POR,running,,,Powell,N. Powell,,,,,3.22,Missed,,,,,,,,,,,,,,,,,Smart,203935.0,
576,PT06M55.00S,2021-04-14T04:16:34.7Z,4,REGULAR,block,,[],203935,,,1610612757,96,101,2021-04-14T04:18:13Z,5555000,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT06M52.00S,2021-04-14T04:16:37.7Z,4,REGULAR,rebound,offensive,[],1626181,,,1610612757,96,101,2021-04-14T04:18:13Z,5560000,,,0,,N. Powell REBOUND (Off:1 Def:3),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,562.0,4.0,3.0,1.0,,,,,
564,PT06M47.00S,2021-04-14T04:16:42.0Z,4,REGULAR,turnover,bad pass,[],2546,,,1610612757,96,101,2021-04-14T04:16:45Z,5570000,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[2546, 203935]",1610612757.0,POR,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,2.0,,,,,Smart,203935.0,,,
565,PT06M47.00S,2021-04-14T04:16:42.0Z,4,REGULAR,steal,,[],203935,,,1610612738,96,101,2021-04-14T04:16:43Z,5580000,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M34.00S,2021-04-14T04:16:55.9Z,4,REGULAR,foul,personal,[],203496,,,1610612738,96,101,2021-04-14T04:17:07Z,5590000,,,0,,R. Covington personal FOUL (3 PF),"[203496, 1627759]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,1626300.0,3.0,0.0,Brown,1627759.0,,,,,,,,,,
568,PT06M34.00S,2021-04-14T04:17:09.2Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,96,101,2021-04-14T04:17:15Z,5610000,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT06M34.00S,2021-04-14T04:17:09.2Z,4,REGULAR,substitution,in,[],202689,,,1610612738,96,101,2021-04-14T04:17:15Z,5620000,,,0,,SUB in: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT06M25.00S,2021-04-14T04:17:40.4Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629684,19.793035479632064,93.2061887254902,1610612738,96,104,2021-04-14T04:17:44Z,5630000,-216.0,134.0,1,left,G. Williams 25' 3PT  (3 PTS) (T. Thompson 3 AST),"[1629684, 202684]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,25.4,Made,3.0,T. Thompson,202684.0,3.0,,,,,,,,,,,,,,,
572,PT06M07.00S,2021-04-14T04:17:59.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203081,91.5407358738502,43.20618872549019,1610612757,96,104,2021-04-14T04:18:03Z,5650000,-34.0,27.0,1,right,MISS D. Lillard driving finger roll Layup - blocked,"[203081, 1629684]",1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,4.34,Missed,,,,,,,,,,,,,,,,,Williams,1629684.0,
573,PT06M07.00S,2021-04-14T04:17:59.5Z,4,REGULAR,block,,[],1629684,,,1610612757,96,104,2021-04-14T04:18:01Z,5660000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT06M07.00S,2021-04-14T04:17:59.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612757,96,104,2021-04-14T04:18:03Z,5670000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,572.0,,,,,,,,
575,PT06M07.00S,2021-04-14T04:18:02.7Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,96,104,2021-04-14T04:18:02Z,5680000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT06M00.00S,2021-04-14T04:18:20.3Z,4,REGULAR,foul,personal,[],1627759,,,1610612757,96,104,2021-04-14T04:18:31Z,5690000,,,0,,J. Brown personal FOUL (4 PF),"[1627759, 2546]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,2002.0,4.0,0.0,Anthony,2546.0,,,,,,,,,,
579,PT05M56.00S,2021-04-14T04:18:48.5Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203081,68.41327201051249,78.25520833333334,1610612757,99,104,2021-04-14T04:18:52Z,5710000,141.0,244.0,1,right,D. Lillard 28' 3PT pullup (20 PTS) (J. Nurkic 6 AST),"[203081, 203994]",1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,28.23,Made,20.0,J. Nurkic,203994.0,6.0,,,,,,,,,,,,,,,
581,PT05M40.00S,2021-04-14T04:19:04.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,11.908672798948752,40.01991421568628,1610612738,99,104,2021-04-14T04:19:08Z,5730000,50.0,59.0,1,left,MISS M. Smart 7' driving floating Shot,[203935],1610612738.0,BOS,driving floating,,,Smart,M. Smart,,,,,7.76,Missed,,,,,,,,,,,,,,,,,,,
582,PT05M38.00S,2021-04-14T04:19:06.7Z,4,REGULAR,rebound,offensive,[],203935,,,1610612738,99,104,2021-04-14T04:19:08Z,5740000,,,0,,M. Smart REBOUND (Off:1 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,581.0,2.0,1.0,1.0,,,,,
583,PT05M35.00S,2021-04-14T04:19:09.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203935,13.61695137976347,41.24540441176471,1610612738,99,104,2021-04-14T04:20:43Z,5750000,44.0,75.0,1,left,MISS M. Smart 8' putback Layup,[203935],1610612738.0,BOS,putback,,,Smart,M. Smart,,,,,8.73,Missed,,,,,,,,,,,,,,,,,,,
584,PT05M33.00S,2021-04-14T04:19:11.3Z,4,REGULAR,rebound,defensive,[],203496,,,1610612757,99,104,2021-04-14T04:19:17Z,5760000,,,0,,R. Covington REBOUND (Off:0 Def:7),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,583.0,7.0,7.0,0.0,,,,,
585,PT05M18.00S,2021-04-14T04:19:26.4Z,4,REGULAR,3pt,Jump Shot,[],1626181,86.15308804204993,95.16697303921569,1610612757,99,104,2021-04-14T04:19:31Z,5770000,226.0,78.0,1,right,MISS N. Powell 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,23.88,Missed,,,,,,,,,,,,,,,,,,,
586,PT05M16.00S,2021-04-14T04:19:28.4Z,4,REGULAR,rebound,defensive,[],202689,,,1610612738,99,104,2021-04-14T04:19:31Z,5780000,,,0,,K. Walker REBOUND (Off:0 Def:8),[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,585.0,8.0,8.0,0.0,,,,,
587,PT05M04.00S,2021-04-14T04:19:41.2Z,4,REGULAR,3pt,Jump Shot,[],202689,16.245072273324574,95.41207107843137,1610612738,99,107,2021-04-14T04:19:45Z,5790000,-227.0,100.0,1,left,K. Walker 24' 3PT pullup (21 PTS),[202689],1610612738.0,BOS,pullup,,,Walker,K. Walker,,,,,24.82,Made,21.0,,,,,,,,,,,,,,,,,,
588,PT04M51.00S,2021-04-14T04:19:57.1Z,4,REGULAR,turnover,out-of-bounds,[],203994,,,1610612757,99,107,2021-04-14T04:20:08Z,5800000,,,0,,J. Nurkic bad pass out-of-bounds TURNOVER (2 TO),[203994],1610612757.0,POR,bad pass,,,Nurkic,J. Nurkic,,,,,,,,,,,1626300.0,,,,,2.0,,,,,,,,,
589,PT04M37.00S,2021-04-14T04:20:25.6Z,4,REGULAR,turnover,out-of-bounds,[],202689,,,1610612738,99,107,2021-04-14T04:20:31Z,5810000,,,0,,K. Walker bad pass out-of-bounds TURNOVER (1 TO),[202689],1610612738.0,BOS,bad pass,,,Walker,K. Walker,,,,,,,,,,,2715.0,,,,,1.0,,,,,,,,,
590,PT04M37.00S,2021-04-14T04:20:27.9Z,4,REGULAR,substitution,out,[],203496,,,1610612757,99,107,2021-04-14T04:20:36Z,5820000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
591,PT04M37.00S,2021-04-14T04:20:27.9Z,4,REGULAR,substitution,in,[],203468,,,1610612757,99,107,2021-04-14T04:20:36Z,5830000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
592,PT04M27.00S,2021-04-14T04:20:52.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203081,61.711563731931676,51.294424019607845,1610612757,102,107,2021-04-14T04:20:55Z,5840000,6.0,307.0,1,right,D. Lillard 30' 3PT pullup (23 PTS) (C. McCollum 4 AST),"[203081, 203468]",1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,30.75,Made,23.0,C. McCollum,203468.0,4.0,,,,,,,,,,,,,,,
594,PT04M25.00S,2021-04-14T04:21:03.7Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,102,107,2021-04-14T04:21:03Z,5860000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,PT04M25.00S,2021-04-14T04:23:11.8Z,4,REGULAR,substitution,out,[],1629684,,,1610612738,102,107,2021-04-14T04:23:58Z,5870000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT04M25.00S,2021-04-14T04:23:11.8Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,102,107,2021-04-14T04:23:58Z,5880000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT04M06.00S,2021-04-14T04:24:39.6Z,4,REGULAR,3pt,Jump Shot,[],202689,30.831143232588698,32.176776960784316,1610612738,102,107,2021-04-14T04:24:43Z,5890000,89.0,237.0,1,left,MISS K. Walker 25' step back 3PT,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,25.35,Missed,,,,,,,,,,,,,,,,,,,
598,PT04M03.00S,2021-04-14T04:24:42.6Z,4,REGULAR,rebound,defensive,[],2546,,,1610612757,102,107,2021-04-14T04:24:43Z,5900000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[2546],1610612757.0,POR,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,597.0,2.0,2.0,0.0,,,,,
599,PT03M50.00S,2021-04-14T04:24:55.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203081,94.43166885676742,44.676776960784316,1610612757,102,107,2021-04-14T04:24:59Z,5910000,-27.0,0.0,1,right,MISS D. Lillard driving reverse Layup,[203081],1610612757.0,POR,driving reverse,,,Lillard,D. Lillard,,,,,2.66,Missed,,,,,,,,,,,,,,,,,,,
600,PT03M49.00S,2021-04-14T04:24:56.5Z,4,REGULAR,rebound,defensive,[],202684,,,1610612738,102,107,2021-04-14T04:24:59Z,5920000,,,0,,T. Thompson REBOUND (Off:3 Def:5),[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,599.0,8.0,5.0,3.0,,,,,
601,PT03M34.00S,2021-04-14T04:25:13.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,102,107,2021-04-14T04:25:13Z,5930000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT03M29.00S,2021-04-14T04:25:34.4Z,4,REGULAR,3pt,Jump Shot,[],1627759,32.276609724047304,45.90226715686275,1610612738,102,107,2021-04-14T04:25:40Z,5940000,20.0,251.0,1,left,MISS J. Brown 25' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,25.17,Missed,,,,,,,,,,,,,,,,,,,
603,PT03M25.00S,2021-04-14T04:25:38.4Z,4,REGULAR,rebound,defensive,[],203994,,,1610612757,102,107,2021-04-14T04:25:40Z,5950000,,,0,,J. Nurkic REBOUND (Off:0 Def:9),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,602.0,9.0,9.0,0.0,,,,,
604,PT03M16.00S,2021-04-14T04:25:46.7Z,4,REGULAR,2pt,Jump Shot,[],203468,77.34888304862024,79.72579656862744,1610612757,104,107,2021-04-14T04:26:00Z,5960000,149.0,160.0,1,right,C. McCollum 21' step back Jump Shot (13 PTS) (D. Lillard 9 AST),"[203468, 203081]",1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,21.87,Made,13.0,D. Lillard,203081.0,9.0,,,,,,,,,,,,,,,
637,PT02M55.00S,2021-04-14T04:26:11.9Z,4,REGULAR,turnover,lost ball,[],1628369,,,1610612738,104,107,2021-04-14T04:30:00Z,6005000,,,0,,J. Tatum lost ball TURNOVER (2 TO),"[1628369, 203994]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,2.0,,,,,Nurkic,203994.0,,,
638,PT02M55.00S,2021-04-14T04:26:11.9Z,4,REGULAR,steal,,[],203994,,,1610612757,104,107,2021-04-14T04:30:00Z,6007500,,,0,,J. Nurkic STEAL (3 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT02M49.00S,2021-04-14T04:26:15.8Z,4,REGULAR,foul,personal,['2freethrow'],202684,,,1610612757,104,107,2021-04-14T04:26:28Z,6010000,,,0,,T. Thompson shooting personal FOUL (2 PF) (Lillard 2 FT),"[202684, 203081]",1610612738.0,BOS,shooting,,,Thompson,T. Thompson,,,,,,,,,,,1626300.0,2.0,0.0,Lillard,203081.0,,,,,,,,,,
611,PT02M49.00S,2021-04-14T04:26:54.6Z,4,REGULAR,freethrow,1 of 2,"['fastbreak', 'fromturnover']",203081,,,1610612757,105,107,2021-04-14T04:30:00Z,6030000,,,0,,D. Lillard Free Throw 1 of 2 (24 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,24.0,,,,,,,,,,,,,,,,,,
612,PT02M49.00S,2021-04-14T04:26:55.2Z,4,REGULAR,substitution,out,[],202684,,,1610612757,105,107,2021-04-14T04:26:59Z,6040000,,,0,,SUB out: T. Thompson,[202684],1610612738.0,BOS,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT02M49.00S,2021-04-14T04:26:55.2Z,4,REGULAR,substitution,in,[],1629057,,,1610612757,105,107,2021-04-14T04:26:59Z,6050000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT02M49.00S,2021-04-14T04:27:15.6Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203081,,,1610612757,106,107,2021-04-14T04:30:00Z,6060000,,,0,,D. Lillard Free Throw 2 of 2 (25 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,25.0,,,,,,,,,,,,,,,,,,
615,PT02M35.00S,2021-04-14T04:27:31.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629057,5.732588699080158,52.51991421568627,1610612738,106,109,2021-04-14T04:27:35Z,6070000,-13.0,1.0,1,left,R. Williams III cutting Layup (14 PTS) (J. Tatum 5 AST),"[1629057, 1628369]",1610612738.0,BOS,cutting,,,Williams III,R. Williams III,,,,,1.27,Made,14.0,J. Tatum,1628369.0,5.0,,,,,,,,,,,,,,,
617,PT02M24.00S,2021-04-14T04:27:43.7Z,4,REGULAR,3pt,Jump Shot,[],203081,66.70499342969777,27.029718137254903,1610612757,106,109,2021-04-14T04:31:50Z,6090000,-115.0,260.0,1,right,MISS D. Lillard 28' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,28.47,Missed,,,,,,,,,,,,,,,,,,,
618,PT02M22.00S,2021-04-14T04:27:45.7Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,106,109,2021-04-14T04:31:50Z,6100000,,,0,,J. Tatum REBOUND (Off:1 Def:8),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,617.0,9.0,8.0,1.0,,,,,
640,PT02M20.00S,2021-04-14T04:27:49.3Z,4,REGULAR,turnover,lost ball,[],1628369,,,1610612738,106,109,2021-04-14T04:32:21Z,6105000,,,0,,J. Tatum lost ball TURNOVER (3 TO),"[1628369, 203468]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,3.0,,,,,McCollum,203468.0,,,
641,PT02M20.00S,2021-04-14T04:27:49.3Z,4,REGULAR,steal,,[],203468,,,1610612757,106,109,2021-04-14T04:30:34Z,6107500,,,0,,C. McCollum STEAL (1 STL),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT02M12.00S,2021-04-14T04:27:55.0Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626181,79.45137976346912,90.01991421568627,1610612757,106,109,2021-04-14T04:30:34Z,6110000,200.0,141.0,1,right,MISS N. Powell 24' 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,24.46,Missed,,,,,,,,,,,,,,,,,,,
620,PT02M09.00S,2021-04-14T04:27:57.3Z,4,REGULAR,rebound,offensive,[],203468,,,1610612757,106,109,2021-04-14T04:27:57Z,6120000,,,0,,C. McCollum REBOUND (Off:2 Def:4),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,619.0,6.0,4.0,2.0,,,,,
621,PT02M07.00S,2021-04-14T04:27:58.8Z,4,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",2546,66.17936925098554,51.049325980392155,1610612757,106,109,2021-04-14T04:30:34Z,6130000,5.0,265.0,1,right,MISS C. Anthony 26' 3PT,[2546],1610612757.0,POR,,,,Anthony,C. Anthony,,,,,26.55,Missed,,,,,,,,,,,,,,,,,,,
622,PT02M05.00S,2021-04-14T04:28:00.8Z,4,REGULAR,rebound,offensive,[],203468,,,1610612757,106,109,2021-04-14T04:28:02Z,6140000,,,0,,C. McCollum REBOUND (Off:3 Def:4),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,621.0,7.0,4.0,3.0,,,,,
623,PT02M05.00S,2021-04-14T04:28:03.8Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,106,109,2021-04-14T04:28:03Z,6150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M03.00S,2021-04-14T04:28:25.4Z,4,REGULAR,3pt,Jump Shot,"['2ndchance', 'fromturnover']",203081,85.3646517739816,4.235600490196079,1610612757,109,109,2021-04-14T04:30:34Z,6160000,-229.0,85.0,1,right,D. Lillard 24' 3PT  (28 PTS) (C. McCollum 5 AST),"[203081, 203468]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,24.41,Made,28.0,C. McCollum,203468.0,5.0,,,,,,,,,,,,,,,
626,PT01M44.00S,2021-04-14T04:28:45.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,6.1268068331143235,48.10814950980392,1610612738,109,109,2021-04-14T04:28:50Z,6180000,9.0,5.0,1,left,MISS J. Tatum driving Layup,[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,1.08,Missed,,,,,,,,,,,,,,,,,,,
627,PT01M44.00S,2021-04-14T04:28:45.6Z,4,REGULAR,rebound,offensive,[],1629057,,,1610612738,109,109,2021-04-14T04:28:50Z,6190000,,,0,,R. Williams III REBOUND (Off:2 Def:5),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,626.0,7.0,5.0,2.0,,,,,
628,PT01M42.00S,2021-04-14T04:28:48.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629057,5.590000152587891,50.0,1610612738,109,111,2021-04-14T04:28:48Z,6200000,0.0,0.0,1,left,R. Williams III tip Layup (16 PTS),[1629057],1610612738.0,BOS,tip,,,Williams III,R. Williams III,,,,,0.0,Made,16.0,,,,,,,,,,,,,,,,,,
629,PT01M36.00S,2021-04-14T04:28:54.1Z,4,REGULAR,3pt,Jump Shot,[],203468,71.69842312746385,20.166973039215684,1610612757,109,111,2021-04-14T04:29:01Z,6210000,-149.0,214.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
630,PT01M32.00S,2021-04-14T04:28:58.1Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,109,111,2021-04-14T04:29:01Z,6220000,,,0,,M. Smart REBOUND (Off:1 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,629.0,3.0,2.0,1.0,,,,,
631,PT01M11.00S,2021-04-14T04:29:18.2Z,4,REGULAR,3pt,Jump Shot,[],1628369,28.86005256241787,73.59834558823529,1610612738,109,111,2021-04-14T04:29:22Z,6230000,-118.0,219.0,1,left,MISS J. Tatum 24' 3PT,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,24.86,Missed,,,,,,,,,,,,,,,,,,,
632,PT01M08.00S,2021-04-14T04:29:21.2Z,4,REGULAR,rebound,defensive,[],203081,,,1610612757,109,111,2021-04-14T04:29:22Z,6240000,,,0,,D. Lillard REBOUND (Off:0 Def:4),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,631.0,4.0,4.0,0.0,,,,,
633,PT01M01.00S,2021-04-14T04:29:28.7Z,4,REGULAR,3pt,Jump Shot,[],203468,89.83245729303549,96.14736519607843,1610612757,112,111,2021-04-14T04:29:36Z,6250000,231.0,43.0,1,right,C. McCollum 3PT  (16 PTS) (D. Lillard 10 AST),"[203468, 203081]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,23.47,Made,16.0,D. Lillard,203081.0,10.0,,,,,,,,,,,,,,,
635,PT00M47.70S,2021-04-14T04:29:52.0Z,4,REGULAR,foul,personal,[],203994,,,1610612738,112,111,2021-04-14T04:30:39Z,6270000,,,0,,J. Nurkic personal FOUL (3 PF),"[203994, 1628369]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,2002.0,3.0,0.0,Tatum,1628369.0,,,,,,,,,,
639,PT00M47.70S,2021-04-14T04:30:09.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,112,111,2021-04-14T04:30:09Z,6290000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
