actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
589,PT04M55.00S,2021-03-27T01:43:54.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203648,5.995400788436268,45.166973039215684,1610612749,103,118,2021-03-27T01:44:00Z,5840000,24.0,4.0,1,left,MISS T. Antetokounmpo driving Layup,[203648],1610612749.0,MIL,driving,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,Missed,,,,,2.45,,,,,,,,,
591,PT04M50.00S,2021-03-27T01:43:59.6Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612738,103,118,2021-03-27T01:44:00Z,5860000,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,589.0,2.0,2.0,0.0,,
592,PT04M47.00S,2021-03-27T01:44:01.7Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629684,67.49342969776609,52.51991421568627,1610612738,103,121,2021-03-27T01:44:07Z,5870000,13.0,253.0,1,right,G. Williams 25' 3PT running (7 PTS) (K. Walker 5 AST),"[1629684, 202689]",1610612738.0,BOS,running,,,Williams,G. Williams,,,,,,,,,,Made,7.0,,,,25.34,K. Walker,202689.0,5.0,,,,,,
594,PT04M30.00S,2021-03-27T01:44:18.7Z,4,REGULAR,3pt,Jump Shot,[],1629603,31.488173455978973,54.970894607843135,1610612749,103,121,2021-03-27T01:44:24Z,5890000,-25.0,243.0,1,left,MISS M. Diakite 24' 3PT,[1629603],1610612749.0,MIL,,,,Diakite,M. Diakite,,,,,,,,,,Missed,,,,,24.48,,,,,,,,,
595,PT04M27.00S,2021-03-27T01:44:21.7Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612738,103,121,2021-03-27T01:44:24Z,5900000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,594.0,1.0,1.0,0.0,,
596,PT04M21.00S,2021-03-27T01:44:33.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,103,121,2021-03-27T01:44:33Z,5910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT04M21.00S,2021-03-27T01:44:47.9Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,103,121,2021-03-27T01:44:47Z,5920000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT04M18.00S,2021-03-27T01:48:06.6Z,4,REGULAR,3pt,Jump Shot,[],1629021,70.12155059132719,28.255208333333332,1610612738,103,121,2021-03-27T01:48:12Z,5930000,-109.0,228.0,1,right,MISS M. Wagner 25' 3PT,[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,Missed,,,,,25.29,,,,,,,,,
599,PT04M18.00S,2021-03-27T01:48:06.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612749,103,121,2021-03-27T01:48:12Z,5940000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,598.0,,,,,
600,PT04M18.00S,2021-03-27T01:48:13.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,103,121,2021-03-27T01:48:13Z,5950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT04M10.00S,2021-03-27T01:48:22.9Z,4,REGULAR,2pt,Jump Shot,[],1629670,26.10052562417871,45.90226715686275,1610612749,103,121,2021-03-27T01:48:29Z,5960000,20.0,193.0,1,left,MISS J. Nwora 19' pullup Shot,[1629670],1610612749.0,MIL,pullup,,,Nwora,J. Nwora,,,,,,,,,,Missed,,,,,19.39,,,,,,,,,
602,PT04M06.00S,2021-03-27T01:48:26.9Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,103,121,2021-03-27T01:48:29Z,5970000,,,0,,M. Smart REBOUND (Off:1 Def:7),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,601.0,8.0,7.0,1.0,,
603,PT03M58.00S,2021-03-27T01:48:35.2Z,4,REGULAR,3pt,Jump Shot,[],202689,65.1281208935611,50.314031862745104,1610612738,103,121,2021-03-27T01:48:43Z,5980000,2.0,275.0,1,right,MISS K. Walker 27' 3PT,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,27.53,,,,,,,,,
604,PT03M53.00S,2021-03-27T01:48:40.2Z,4,REGULAR,rebound,defensive,[],1629670,,,1610612749,103,121,2021-03-27T01:48:43Z,5990000,,,0,,J. Nwora REBOUND (Off:0 Def:2),[1629670],1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,,,,,,,,,,603.0,2.0,2.0,0.0,,
605,PT03M49.00S,2021-03-27T01:48:43.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629670,8.492115637319317,46.88265931372549,1610612749,103,121,2021-03-27T01:48:48Z,6000000,16.0,27.0,1,left,MISS J. Nwora running Layup,[1629670],1610612749.0,MIL,running,,,Nwora,J. Nwora,,,,,,,,,,Missed,,,,,3.14,,,,,,,,,
606,PT03M47.00S,2021-03-27T01:48:46.4Z,4,REGULAR,rebound,offensive,[],203648,,,1610612749,103,121,2021-03-27T01:48:46Z,6010000,,,0,,T. Antetokounmpo REBOUND (Off:2 Def:2),[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,605.0,4.0,2.0,2.0,,
607,PT03M46.00S,2021-03-27T01:48:48.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629670,7.835085413929041,46.14736519607843,1610612749,103,121,2021-03-27T01:48:56Z,6020000,19.0,21.0,1,left,MISS J. Nwora Layup - blocked,"[1629670, 1629684]",1610612749.0,MIL,,,,Nwora,J. Nwora,,,,,,,,,,Missed,,,,,2.86,,,,,,,,Williams,1629684.0
608,PT03M46.00S,2021-03-27T01:48:48.5Z,4,REGULAR,block,,[],1629684,,,1610612749,103,121,2021-03-27T01:48:52Z,6030000,,,0,,G. Williams BLOCK (1 BLK),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,
609,PT03M46.00S,2021-03-27T01:48:48.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612749,103,121,2021-03-27T01:48:56Z,6040000,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,607.0,,,,,
610,PT03M46.00S,2021-03-27T01:48:56.0Z,4,REGULAR,substitution,out,[],203935,,,1610612749,103,121,2021-03-27T01:48:59Z,6050000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,
611,PT03M46.00S,2021-03-27T01:48:56.0Z,4,REGULAR,substitution,in,[],1630202,,,1610612749,103,121,2021-03-27T01:48:59Z,6060000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,
612,PT03M34.00S,2021-03-27T01:49:17.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203648,34.37910643889619,48.353247549019606,1610612749,103,121,2021-03-27T01:49:22Z,6070000,8.0,271.0,1,left,MISS T. Antetokounmpo 27' 3PT,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,Missed,,,,,27.08,,,,,,,,,
613,PT03M30.00S,2021-03-27T01:49:21.3Z,4,REGULAR,rebound,defensive,[],1630202,,,1610612738,103,121,2021-03-27T01:49:21Z,6080000,,,0,,P. Pritchard REBOUND (Off:0 Def:3),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,612.0,3.0,3.0,0.0,,
614,PT03M14.00S,2021-03-27T01:49:36.6Z,4,REGULAR,2pt,Jump Shot,[],1630202,78.40013140604468,71.6375612745098,1610612738,103,121,2021-03-27T01:49:45Z,6090000,108.0,151.0,1,right,MISS P. Pritchard 18' pullup Shot,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,,,,,,Missed,,,,,18.54,,,,,,,,,
615,PT03M08.00S,2021-03-27T01:49:42.6Z,4,REGULAR,rebound,offensive,[],1629021,,,1610612738,103,121,2021-03-27T01:49:45Z,6100000,,,0,,M. Wagner REBOUND (Off:1 Def:2),[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,614.0,3.0,2.0,1.0,,
616,PT03M08.00S,2021-03-27T01:49:42.5Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1629021,94.40999984741211,50.0,1610612738,103,121,2021-03-27T01:49:42Z,6110000,0.0,0.0,1,right,MISS M. Wagner tip DUNK,[1629021],1610612738.0,BOS,tip,,,Wagner,M. Wagner,,,,,,,,,,Missed,,,,,0.0,,,,,,,,,
617,PT03M06.00S,2021-03-27T01:49:44.2Z,4,REGULAR,rebound,defensive,[],1629603,,,1610612749,103,121,2021-03-27T01:49:44Z,6120000,,,0,,M. Diakite REBOUND (Off:1 Def:2),[1629603],1610612749.0,MIL,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,616.0,3.0,2.0,1.0,,
618,PT03M05.00S,2021-03-27T01:49:46.3Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1630241,3.892904073587385,96.39246323529412,1610612749,106,121,2021-03-27T01:49:55Z,6130000,-232.0,-16.0,1,left,S. Merrill 3PT running (13 PTS) (A. Toupane 1 AST),"[1630241, 1626253]",1610612749.0,MIL,running,,,Merrill,S. Merrill,,,,,,,,,,Made,13.0,,,,23.25,A. Toupane,1626253.0,1.0,,,,,,
620,PT02M52.00S,2021-03-27T01:50:04.9Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612738,106,121,2021-03-27T01:50:04Z,6150000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT02M43.00S,2021-03-27T01:50:24.8Z,4,REGULAR,3pt,Jump Shot,[],202689,66.83639947437582,41.73560049019608,1610612738,106,121,2021-03-27T01:50:40Z,6160000,-41.0,259.0,1,right,MISS K. Walker 26' step back 3PT,[202689],1610612738.0,BOS,step back,,,Walker,K. Walker,,,,,,,,,,Missed,,,,,26.25,,,,,,,,,
622,PT02M42.00S,2021-03-27T01:50:25.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612749,106,121,2021-03-27T01:50:31Z,6170000,,,0,,TEAM defensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,621.0,,,,,
623,PT02M42.00S,2021-03-27T01:50:32.2Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612749,106,121,2021-03-27T01:50:32Z,6180000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M29.00S,2021-03-27T01:50:47.0Z,4,REGULAR,3pt,Jump Shot,[],1630241,29.77989487516426,73.35324754901961,1610612749,106,121,2021-03-27T01:50:51Z,6190000,-117.0,227.0,1,left,MISS S. Merrill 25' 3PT,[1630241],1610612749.0,MIL,,,,Merrill,S. Merrill,,,,,,,,,,Missed,,,,,25.56,,,,,,,,,
625,PT02M25.00S,2021-03-27T01:50:51.0Z,4,REGULAR,rebound,defensive,[],1629021,,,1610612738,106,121,2021-03-27T01:50:51Z,6200000,,,0,,M. Wagner REBOUND (Off:1 Def:3),[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,624.0,4.0,3.0,1.0,,
626,PT02M13.00S,2021-03-27T01:51:05.9Z,4,REGULAR,turnover,traveling,[],1629021,,,1610612738,106,121,2021-03-27T01:51:12Z,6210000,,,0,,M. Wagner traveling TURNOVER (2 TO),[1629021],1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,1198.0,,,,,,,2.0,,,,,,,,,,,,
627,PT02M13.00S,2021-03-27T01:51:13.0Z,4,REGULAR,substitution,out,[],202689,,,1610612749,106,121,2021-03-27T01:51:16Z,6220000,,,0,,SUB out: K. Walker,[202689],1610612738.0,BOS,,,,Walker,K. Walker,,,,,,,,,,,,,,,,,,,,,,,,
628,PT02M13.00S,2021-03-27T01:51:13.0Z,4,REGULAR,substitution,in,[],1629035,,,1610612749,106,121,2021-03-27T01:51:16Z,6230000,,,0,,SUB in: C. Edwards,[1629035],1610612738.0,BOS,,,,Edwards,C. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
629,PT02M00.00S,2021-03-27T01:51:35.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626253,5.995400788436268,48.84344362745098,1610612749,108,121,2021-03-27T01:51:42Z,6240000,6.0,4.0,1,left,A. Toupane cutting Layup (2 PTS) (J. Nwora 1 AST),"[1626253, 1629670]",1610612749.0,MIL,cutting,,,Toupane,A. Toupane,,,,,,,,,,Made,2.0,,,,0.7,J. Nwora,1629670.0,1.0,,,,,,
631,PT01M49.00S,2021-03-27T01:51:48.4Z,4,REGULAR,turnover,lost ball,[],1629021,,,1610612738,108,121,2021-03-27T01:51:55Z,6260000,,,0,,M. Wagner lost ball TURNOVER (3 TO),"[1629021, 1629670]",1610612738.0,BOS,,,,Wagner,M. Wagner,,,,,,,,,,,,3.0,Nwora,1629670.0,,,,,,,,,,
