actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
526,PT08M12.00S,2023-05-18T02:28:34.1Z,4,REGULAR,2pt,Jump Shot,[],202710,79.84559789750328,73.0392156862745,1610612748,100,108,2023-05-18T02:29:41Z,5150000,False,115.0,137.0,1,right,MISS J. Butler 17' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,17.9,Missed,,,,,,,,,,,,,,,,,,
527,PT08M09.00S,2023-05-18T02:28:37.1Z,4,REGULAR,rebound,offensive,[],1628389,,,1610612748,100,108,2023-05-18T02:28:45Z,5160000,False,,,0,,B. Adebayo REBOUND (Off:2 Def:6),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,526.0,8.0,6.0,2.0,,,,,,,,,,,,,,
528,PT08M06.00S,2023-05-18T02:28:34.2Z,4,REGULAR,substitution,out,[],1630202,,,1610612748,100,108,2023-05-18T02:29:11Z,5170000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT08M06.00S,2023-05-18T02:28:34.2Z,4,REGULAR,substitution,out,[],1629057,,,1610612748,100,108,2023-05-18T02:29:11Z,5180000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
530,PT08M06.00S,2023-05-18T02:28:34.2Z,4,REGULAR,substitution,in,[],1628369,,,1610612748,100,108,2023-05-18T02:29:11Z,5190000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
531,PT08M06.00S,2023-05-18T02:28:34.2Z,4,REGULAR,substitution,in,[],201143,,,1610612748,100,108,2023-05-18T02:29:11Z,5200000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
532,PT08M06.00S,2023-05-18T02:29:19.7Z,4,REGULAR,jumpball,recovered,[],200768,,,1610612748,100,108,2023-05-18T02:29:45Z,5210000,False,,,0,,Jump Ball B. Adebayo vs. J. Brown: Tip to K. Lowry,"[200768, 1628389, 1627759]",1610612748.0,MIA,heldball,K. Lowry,200768.0,Lowry,K. Lowry,Adebayo,1628389.0,Brown,1627759.0,,,,,,,,,,,,,,,,,,,,,,
535,PT07M56.00S,2023-05-18T02:29:26.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],200768,66.17936925098554,17.15686274509804,1610612748,100,108,2023-05-18T02:30:09Z,5240000,False,-164.0,265.0,1,right,MISS K. Lowry 31' step back 3PT,[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,Above the Break 3,24+ Left Center,31.21,Missed,,,,,,,,,,,,,,,,,,
536,PT07M54.00S,2023-05-18T02:29:28.8Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,100,108,2023-05-18T02:29:35Z,5250000,False,,,0,,J. Tatum REBOUND (Off:0 Def:7),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,,,535.0,7.0,7.0,0.0,,,,,,,,,,,,,,
537,PT07M49.00S,2023-05-18T02:29:33.4Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,25.57490144546649,12.5,1610612738,103,108,2023-05-18T02:30:24Z,5260000,False,188.0,188.0,1,left,D. White 26' 3PT running (11 PTS) (J. Brown 5 AST),"[1628401, 1627759]",1610612738.0,BOS,running,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.54,Made,,,,,,,11.0,J. Brown,1627759.0,5.0,,,,,,,,
539,PT07M27.00S,2023-05-18T02:29:54.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,88.12417871222075,49.50980392156863,1610612748,103,110,2023-05-18T02:30:51Z,5280000,False,-2.0,59.0,1,right,B. Adebayo floating Jump Shot (20 PTS) (J. Butler 6 AST),"[1628389, 202710]",1610612748.0,MIA,floating,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,5.92,Made,,,,,,,20.0,J. Butler,202710.0,6.0,,,,,,,,
541,PT07M06.00S,2023-05-18T02:30:15.5Z,4,REGULAR,3pt,Jump Shot,[],1627759,30.436925098554536,75.0,1610612738,103,110,2023-05-18T02:30:26Z,5300000,False,-125.0,234.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.49,Missed,,,,,,,,,,,,,,,,,,
542,PT07M05.00S,2023-05-18T02:30:16.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612748,103,110,2023-05-18T02:30:26Z,5310000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Above the Break 3,24+ Left Center,,,541.0,,,,,,,,,,,,,,,,,
543,PT07M05.00S,2023-05-18T02:30:25.1Z,4,REGULAR,foul,personal,[],1627763,,,1610612748,103,110,2023-05-18T02:30:33Z,5320000,False,,,0,,M. Brogdon loose ball personal FOUL (3 PF),"[1627763, 1628997]",1610612738.0,BOS,loose ball,,,Brogdon,M. Brogdon,,,,,Mid-Range,8-16 Center,,,,,,,1179.0,,,,,,3.0,0.0,Martin,1628997.0,,,,
545,PT06M48.00S,2023-05-18T02:30:57.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,80.3712220762155,50.245098039215684,1610612748,103,112,2023-05-18T02:31:01Z,5340000,False,1.0,132.0,1,right,J. Butler 13' turnaround fadeaway Jump Shot (29 PTS),[202710],1610612748.0,MIA,turnaround fadeaway,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Center,13.2,Made,,,,,,,29.0,,,,,,,,,,,
546,PT06M33.00S,2023-05-18T02:31:12.3Z,4,REGULAR,turnover,lost ball,[],1627759,,,1610612738,103,112,2023-05-18T02:31:18Z,5350000,False,,,0,,J. Brown lost ball TURNOVER (6 TO),"[1627759, 202710]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,6.0,,,,,,,,,Butler,202710.0,,
547,PT06M33.00S,2023-05-18T02:31:12.3Z,4,REGULAR,steal,,[],202710,,,1610612748,103,112,2023-05-18T02:31:18Z,5360000,False,,,0,,J. Butler STEAL (4 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
548,PT06M11.00S,2023-05-18T02:31:36.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",200768,92.06636005256242,43.38235294117647,1610612748,103,112,2023-05-18T02:31:52Z,5370000,False,-33.0,22.0,1,right,MISS K. Lowry driving Layup,[200768],1610612748.0,MIA,driving,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,3.98,Missed,,,,,,,,,,,,,,,,,,
549,PT06M10.00S,2023-05-18T02:31:37.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,103,112,2023-05-18T02:31:52Z,5380000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,548.0,,,,,,,,,,,,,,,,,
550,PT06M10.00S,2023-05-18T02:31:46.2Z,4,REGULAR,foul,personal,[],1628389,,,1610612738,103,112,2023-05-18T02:31:58Z,5390000,False,,,0,,B. Adebayo loose ball personal FOUL (2 PF),"[1628389, 1628401]",1610612748.0,MIA,loose ball,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2530.0,,,,,,2.0,0.0,White,1628401.0,,,,
552,PT06M10.00S,2023-05-18T02:31:57.8Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,103,112,2023-05-18T02:32:00Z,5410000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT06M10.00S,2023-05-18T02:31:57.8Z,4,REGULAR,substitution,in,[],203935,,,1610612738,103,112,2023-05-18T02:32:00Z,5420000,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT05M50.00S,2023-05-18T02:32:20.6Z,4,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612738,103,112,2023-05-18T02:32:29Z,5430000,False,,,0,,C. Martin shooting personal FOUL (4 PF) (Tatum 2 FT),"[1628997, 1628369]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Mid-Range,8-16 Left,,,,,,,1179.0,,,,,,4.0,0.0,Tatum,1628369.0,,,,
556,PT05M50.00S,2023-05-18T02:32:46.2Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,104,112,2023-05-18T02:32:46Z,5450000,False,,,0,,J. Tatum Free Throw 1 of 2 (25 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,25.0,,,,,,,,,,,
557,PT05M50.00S,2023-05-18T02:33:09.8Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,105,112,2023-05-18T02:33:09Z,5460000,False,,,0,,J. Tatum Free Throw 2 of 2 (26 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,26.0,,,,,,,,,,,
558,PT05M33.00S,2023-05-18T02:33:28.9Z,4,REGULAR,2pt,Jump Shot,[],202710,91.14651773981603,74.75490196078431,1610612748,105,114,2023-05-18T02:33:32Z,5470000,False,124.0,31.0,1,right,J. Butler 12' pullup Jump Shot (31 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,12.75,Made,,,,,,,31.0,,,,,,,,,,,
559,PT05M16.00S,2023-05-18T02:33:44.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,9.149145860709593,42.8921568627451,1610612738,107,114,2023-05-18T02:33:48Z,5480000,False,36.0,34.0,1,left,J. Brown cutting Layup (22 PTS),[1627759],1610612738.0,BOS,cutting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,4.88,Made,,,,,,,22.0,,,,,,,,,,,
561,PT04M58.00S,2023-05-18T02:34:03.2Z,4,REGULAR,3pt,Jump Shot,[],202710,93.42969776609723,96.34650735294117,1610612748,107,114,2023-05-18T02:37:10Z,5500000,False,232.0,9.0,1,right,MISS J. Butler pullup 3PT,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Right Corner 3,24+ Right,23.19,Missed,,,,,,,,,,,,,,,,,,
562,PT04M57.00S,2023-05-18T02:34:04.2Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,107,114,2023-05-18T02:36:55Z,5510000,False,,,0,,A. Horford REBOUND (Off:0 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,561.0,2.0,2.0,0.0,,,,,,,,,,,,,,
563,PT04M50.00S,2023-05-18T02:34:12.5Z,4,REGULAR,foul,personal,['2freethrow'],200768,,,1610612738,107,114,2023-05-18T02:34:23Z,5520000,False,,,0,,K. Lowry shooting personal FOUL (2 PF) (Tatum 2 FT),"[200768, 1628369]",1610612748.0,MIA,shooting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,,,,,,2.0,0.0,Tatum,1628369.0,,,,
565,PT04M50.00S,2023-05-18T02:34:35.2Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,108,114,2023-05-18T02:42:05Z,5540000,False,,,0,,J. Tatum Free Throw 1 of 2 (27 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,27.0,,,,,,,,,,,
566,PT04M50.00S,2023-05-18T02:34:53.2Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,109,114,2023-05-18T02:42:05Z,5550000,False,,,0,,J. Tatum Free Throw 2 of 2 (28 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,28.0,,,,,,,,,,,
567,PT04M47.00S,2023-05-18T02:35:12.1Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,109,114,2023-05-18T02:35:12Z,5560000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT04M47.00S,2023-05-18T02:37:55.1Z,4,REGULAR,substitution,out,[],200768,,,1610612748,109,114,2023-05-18T02:38:32Z,5570000,False,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT04M47.00S,2023-05-18T02:37:55.1Z,4,REGULAR,substitution,in,[],1629622,,,1610612748,109,114,2023-05-18T02:38:32Z,5580000,False,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT04M29.00S,2023-05-18T02:39:05.9Z,4,REGULAR,turnover,out-of-bounds,[],202710,,,1610612748,109,114,2023-05-18T02:39:12Z,5590000,False,,,0,,J. Butler bad pass out-of-bounds TURNOVER (3 TO),[202710],1610612748.0,MIA,bad pass,,,Butler,J. Butler,,,,,Mid-Range,8-16 Right,,,,,,,2530.0,3.0,,,,,,,,,,,,
574,PT04M15.00S,2023-05-18T02:39:26.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,33.327858081471746,60.29411764705882,1610612738,109,114,2023-05-18T02:39:33Z,5600000,False,-51.0,261.0,1,left,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,26.58,Missed,,,,,,,,,,,,,,,,,,
575,PT04M13.00S,2023-05-18T02:39:28.2Z,4,REGULAR,rebound,defensive,[],1628997,,,1610612748,109,114,2023-05-18T02:39:33Z,5610000,False,,,0,,C. Martin REBOUND (Off:0 Def:4),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Center,,,574.0,4.0,4.0,0.0,,,,,,,,,,,,,,
576,PT03M59.00S,2023-05-18T02:39:42.1Z,4,REGULAR,3pt,Jump Shot,[],1628997,95.3515111695138,96.07843137254902,1610612748,109,114,2023-05-18T02:39:50Z,5620000,False,230.0,-9.0,1,right,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,23.06,Missed,,,,,,,,,,,,,,,,,,
577,PT03M58.00S,2023-05-18T02:39:43.1Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,109,114,2023-05-18T02:39:50Z,5630000,False,,,0,,M. Smart REBOUND (Off:0 Def:1),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Right Corner 3,24+ Right,,,576.0,1.0,1.0,0.0,,,,,,,,,,,,,,
578,PT03M44.00S,2023-05-18T02:39:56.5Z,4,REGULAR,3pt,Jump Shot,[],201143,27.54599211563732,17.401960784313726,1610612738,109,114,2023-05-18T02:40:03Z,5640000,False,163.0,206.0,1,left,MISS A. Horford 26' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,26.3,Missed,,,,,,,,,,,,,,,,,,
579,PT03M42.00S,2023-05-18T02:39:58.5Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,109,114,2023-05-18T02:40:03Z,5650000,False,,,0,,A. Horford REBOUND (Off:1 Def:2),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,,,578.0,3.0,2.0,1.0,,,,,,,,,,,,,,
580,PT03M39.00S,2023-05-18T02:40:01.8Z,4,REGULAR,turnover,bad pass,[],201143,,,1610612738,109,114,2023-05-18T02:40:06Z,5660000,False,,,0,,A. Horford bad pass TURNOVER (1 TO),"[201143, 202710]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,,,,,,,,,Butler,202710.0,,
581,PT03M39.00S,2023-05-18T02:40:01.8Z,4,REGULAR,steal,,[],202710,,,1610612748,109,114,2023-05-18T02:40:03Z,5670000,False,,,0,,J. Butler STEAL (5 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
582,PT03M23.00S,2023-05-18T02:40:17.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629622,95.22010512483574,95.34313725490196,1610612748,109,114,2023-05-18T02:40:27Z,5680000,False,227.0,-8.0,1,right,MISS M. Strus 3PT,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,Right Corner 3,24+ Right,22.68,Missed,,,,,,,,,,,,,,,,,,
583,PT03M19.00S,2023-05-18T02:40:21.6Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,109,114,2023-05-18T02:40:27Z,5690000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Right Corner 3,24+ Right,,,582.0,,,,,,,,,,,,,,,,,
585,PT03M19.00S,2023-05-18T02:40:37.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,109,114,2023-05-18T02:40:37Z,5710000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT02M58.00S,2023-05-18T02:42:23.6Z,4,REGULAR,turnover,bad pass,[],1628369,,,1610612738,109,114,2023-05-18T02:42:27Z,5720000,False,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 202710]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Right Center,,,,,,,,2.0,,,,,,,,,Butler,202710.0,,
587,PT02M58.00S,2023-05-18T02:42:23.6Z,4,REGULAR,steal,,[],202710,,,1610612748,109,114,2023-05-18T02:42:25Z,5730000,False,,,0,,J. Butler STEAL (6 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
588,PT02M41.00S,2023-05-18T02:42:40.8Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,89.56964520367937,47.549019607843135,1610612748,109,114,2023-05-18T02:43:25Z,5740000,False,-12.0,46.0,1,right,MISS J. Butler driving floating Shot,[202710],1610612748.0,MIA,driving floating,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,4.71,Missed,,,,,,,,,,,,,,,,,,
589,PT02M39.00S,2023-05-18T02:42:42.8Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,109,114,2023-05-18T02:42:48Z,5750000,False,,,0,,A. Horford REBOUND (Off:1 Def:3),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,588.0,4.0,3.0,1.0,,,,,,,,,,,,,,
590,PT02M31.00S,2023-05-18T02:42:51.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202710,,,1610612738,109,114,2023-05-18T02:43:03Z,5760000,False,,,0,,J. Butler shooting personal FOUL (4 PF) (Brogdon 2 FT),"[202710, 1627763]",1610612748.0,MIA,shooting,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1179.0,,,,,,4.0,0.0,Brogdon,1627763.0,,,,
592,PT02M31.00S,2023-05-18T02:43:17.0Z,4,REGULAR,freethrow,1 of 2,[],1627763,,,1610612738,110,114,2023-05-18T02:43:40Z,5780000,False,,,0,,M. Brogdon Free Throw 1 of 2 (17 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Made,,,,,,,17.0,,,,,,,,,,,
593,PT02M31.00S,2023-05-18T02:43:17.0Z,4,REGULAR,freethrow,2 of 2,[],1627763,,,1610612738,110,114,2023-05-18T02:43:40Z,5790000,False,,,0,,MISS M. Brogdon Free Throw 2 of 2,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
594,PT02M31.00S,2023-05-18T02:43:17.0Z,4,REGULAR,rebound,defensive,[],1629216,,,1610612748,110,114,2023-05-18T02:43:40Z,5800000,False,,,0,,G. Vincent REBOUND (Off:0 Def:3),[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,593.0,3.0,3.0,0.0,,,,,,,,,,,,,,
595,PT02M10.00S,2023-05-18T02:43:53.6Z,4,REGULAR,3pt,Jump Shot,[],1628997,90.48948751642575,96.07843137254902,1610612748,110,117,2023-05-18T02:43:59Z,5810000,False,230.0,37.0,1,right,C. Martin 3PT  (15 PTS) (J. Butler 7 AST),"[1628997, 202710]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,23.33,Made,,,,,,,15.0,J. Butler,202710.0,7.0,,,,,,,,
597,PT01M57.00S,2023-05-18T02:44:07.8Z,4,REGULAR,turnover,traveling,[],1628369,,,1610612738,110,117,2023-05-18T02:44:17Z,5830000,False,,,0,,J. Tatum traveling TURNOVER (3 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,1830.0,3.0,,,,,,,,,,,,
598,PT01M41.00S,2023-05-18T02:44:35.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202710,84.31340341655716,64.95098039215686,1610612748,110,117,2023-05-18T02:44:49Z,5840000,False,75.0,95.0,1,right,MISS J. Butler 12' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,In The Paint (Non-RA),8-16 Right,12.09,Missed,,,,,,,,,,,,,,,,,,
599,PT01M39.00S,2023-05-18T02:44:37.2Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,110,117,2023-05-18T02:46:29Z,5850000,False,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),8-16 Right,,,598.0,5.0,4.0,1.0,,,,,,,,,,,,,,
600,PT01M29.00S,2023-05-18T02:44:48.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,8.09789750328515,55.392156862745104,1610612738,110,117,2023-05-18T02:44:52Z,5860000,False,-27.0,24.0,1,left,MISS M. Brogdon driving reverse Layup,[1627763],1610612738.0,BOS,driving reverse,,,Brogdon,M. Brogdon,,,,,Restricted Area,0-8 Center,3.59,Missed,,,,,,,,,,,,,,,,,,
601,PT01M28.00S,2023-05-18T02:44:49.3Z,4,REGULAR,rebound,offensive,[],201143,,,1610612738,110,117,2023-05-18T02:44:58Z,5870000,False,,,0,,A. Horford REBOUND (Off:2 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,600.0,6.0,4.0,2.0,,,,,,,,,,,,,,
602,PT01M27.00S,2023-05-18T02:44:52.3Z,4,REGULAR,turnover,traveling,[],1628369,,,1610612738,110,117,2023-05-18T02:45:01Z,5880000,False,,,0,,J. Tatum traveling TURNOVER (4 TO),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Mid-Range,16-24 Left Center,,,,,,,2530.0,4.0,,,,,,,,,,,,
603,PT01M03.00S,2023-05-18T02:45:31.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],202710,71.82982917214193,82.59803921568627,1610612748,110,120,2023-05-18T02:46:28Z,5890000,False,163.0,212.0,1,right,J. Butler 26' 3PT pullup (34 PTS),[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,26.77,Made,,,,,,,34.0,,,,,,,,,,,
604,PT00M56.80S,2023-05-18T02:45:43.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203935,9.674770039421814,44.85294117647059,1610612738,112,120,2023-05-18T02:45:49Z,5900000,False,26.0,38.0,1,left,M. Smart driving Layup (13 PTS),[203935],1610612738.0,BOS,driving,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,4.62,Made,,,,,,,13.0,,,,,,,,,,,
605,PT00M44.10S,2023-05-18T02:46:02.6Z,4,REGULAR,turnover,bad pass,[],1629216,,,1610612748,112,120,2023-05-18T02:46:05Z,5910000,False,,,0,,G. Vincent bad pass TURNOVER (1 TO),"[1629216, 203935]",1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,,,,,,,,,Smart,203935.0,,
606,PT00M44.10S,2023-05-18T02:46:02.6Z,4,REGULAR,steal,,[],203935,,,1610612738,112,120,2023-05-18T02:46:04Z,5920000,False,,,0,,M. Smart STEAL (2 STL),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
607,PT00M37.70S,2023-05-18T02:46:11.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612738,112,120,2023-05-18T02:46:24Z,5930000,False,,,0,,B. Adebayo personal FOUL (3 PF) (Tatum 2 FT),"[1628389, 1628369]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Right Center,,,,,,,2530.0,,,,,,3.0,0.0,Tatum,1628369.0,,,,
609,PT00M37.70S,2023-05-18T02:46:44.6Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1628369,,,1610612738,113,120,2023-05-18T02:46:44Z,5950000,False,,,0,,J. Tatum Free Throw 1 of 2 (29 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,29.0,,,,,,,,,,,
610,PT00M37.70S,2023-05-18T02:47:04.3Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1628369,,,1610612738,114,120,2023-05-18T02:47:04Z,5960000,False,,,0,,J. Tatum Free Throw 2 of 2 (30 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,,,30.0,,,,,,,,,,,
611,PT00M34.50S,2023-05-18T02:47:16.0Z,4,REGULAR,foul,personal,[],1627763,,,1610612748,114,120,2023-05-18T02:47:24Z,5970000,False,,,0,,M. Brogdon personal FOUL (4 PF),"[1627763, 1629216]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Above the Break 3,24+ Right Center,,,,,,,1830.0,,,,,,4.0,0.0,Vincent,1629216.0,,,,
613,PT00M27.70S,2023-05-18T02:47:42.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612748,114,120,2023-05-18T02:47:55Z,5990000,False,,,0,,J. Tatum take personal FOUL (4 PF) (Vincent 2 FT),"[1628369, 1629216]",1610612738.0,BOS,take,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,1179.0,,,,,,4.0,0.0,Vincent,1629216.0,,,,
