actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
344,PT08M40.00S,2023-05-24T01:54:44.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201567,10.200394218134035,50.73529411764706,1610612748,61,58,2023-05-24T01:54:49Z,3400000,False,-4.0,43.0,1,left,MISS K. Love turnaround Hook - blocked,"[201567, 1628401]",1610612748.0,MIA,turnaround,,,Love,K. Love,,,,,Restricted Area,0-8 Center,4.36,Missed,,,,,,,,,,,,,,,White,1628401.0,,
367,PT08M40.00S,2023-05-24T01:54:44.5Z,3,REGULAR,block,,[],1628401,,,1610612748,61,58,2023-05-24T02:03:28Z,3405000,False,,,0,,D. White BLOCK (1 BLK),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
345,PT08M38.00S,2023-05-24T01:54:46.5Z,3,REGULAR,rebound,defensive,[],201143,,,1610612738,61,58,2023-05-24T01:54:49Z,3410000,False,,,0,,A. Horford REBOUND (Off:0 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,344.0,5.0,5.0,0.0,,,,,,,,,,,,,,
346,PT08M27.00S,2023-05-24T01:55:03.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,61,58,2023-05-24T01:55:03Z,3420000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT08M16.00S,2023-05-24T01:58:47.7Z,3,REGULAR,3pt,Jump Shot,[],1628401,78.79434954007884,94.6078431372549,1610612738,61,61,2023-05-24T01:58:52Z,3430000,False,223.0,147.0,1,right,D. White 26' 3PT  (14 PTS) (A. Horford 3 AST),"[1628401, 201143]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.7,Made,,,,,14.0,A. Horford,201143.0,3.0,,,,,,,,,,
368,PT07M59.00S,2023-05-24T01:59:08.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629622,10.82457293035479,38.48039215686274,1610612748,61,61,2023-05-24T02:04:24Z,3465000,False,58.0,49.0,1,left,MISS M. Strus 7' driving Layup - blocked,"[1629622, 201143]",1610612748.0,MIA,driving,,,Strus,M. Strus,,,,,In The Paint (Non-RA),0-8 Center,7.58,Missed,,,,,,,,,,,,,,,Horford,201143.0,,
369,PT07M59.00S,2023-05-24T01:59:08.9Z,3,REGULAR,block,,[],201143,,,1610612748,61,61,2023-05-24T02:04:24Z,3467500,False,,,0,,A. Horford BLOCK (1 BLK),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
370,PT07M58.00S,2023-05-24T01:59:09.9Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,61,61,2023-05-24T02:04:24Z,3468750,False,,,0,,J. Brown REBOUND (Off:0 Def:2),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,368.0,2.0,2.0,0.0,,,,,,,,,,,,,,
351,PT07M53.00S,2023-05-24T01:59:11.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,93.24901445466492,50.0,1610612738,61,63,2023-05-24T02:04:24Z,3470000,False,0.0,11.0,1,right,J. Brown running Layup (11 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,11.0,,,,,,,,,,,,,
352,PT07M42.00S,2023-05-24T01:59:22.2Z,3,REGULAR,turnover,bad pass,[],202710,,,1610612748,61,63,2023-05-24T01:59:28Z,3480000,False,,,0,,J. Butler bad pass TURNOVER (2 TO),"[202710, 1627759]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,2.0,,,Brown,1627759.0
353,PT07M42.00S,2023-05-24T01:59:22.2Z,3,REGULAR,steal,,[],1627759,,,1610612738,61,63,2023-05-24T01:59:23Z,3490000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
354,PT07M40.00S,2023-05-24T01:59:27.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627759,93.38042049934296,53.67647058823529,1610612738,61,63,2023-05-24T02:05:32Z,3500000,False,18.0,10.0,1,right,MISS J. Brown running Layup,[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,,,,,,,,,,,,,
355,PT07M40.00S,2023-05-24T01:59:27.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612738,61,63,2023-05-24T01:59:37Z,3510000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Restricted Area,0-8 Center,,,354.0,,,,,,,,,,,,,,,,,
356,PT07M40.00S,2023-05-24T01:59:34.3Z,3,REGULAR,foul,personal,[],1629216,,,1610612738,61,63,2023-05-24T02:06:09Z,3520000,False,,,0,,G. Vincent loose ball personal FOUL (3 PF),"[1629216, 1628369]",1610612748.0,MIA,loose ball,,,Vincent,G. Vincent,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2004.0,3.0,0.0,Tatum,1628369.0,,,,,
358,PT07M40.00S,2023-05-24T01:59:42.5Z,3,REGULAR,substitution,out,[],201567,,,1610612738,61,63,2023-05-24T01:59:55Z,3540000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
359,PT07M40.00S,2023-05-24T01:59:42.5Z,3,REGULAR,substitution,in,[],1628997,,,1610612738,61,63,2023-05-24T01:59:55Z,3550000,False,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT07M29.00S,2023-05-24T02:00:05.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628369,87.86136662286465,56.127450980392155,1610612738,61,65,2023-05-24T02:00:11Z,3560000,False,31.0,62.0,1,right,J. Tatum 6' driving floating Jump Shot (16 PTS),[1628369],1610612738.0,BOS,driving floating,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,6.88,Made,,,,,16.0,,,,,,,,,,,,,
361,PT07M08.00S,2023-05-24T02:00:36.1Z,3,REGULAR,foul,offensive,[],1628389,,,1610612748,61,65,2023-05-24T02:01:01Z,3570000,False,,,0,,B. Adebayo off-the-ball offensive FOUL (3 PF),"[1628389, 203935]",1610612748.0,MIA,off-the-ball,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2004.0,3.0,0.0,Smart,203935.0,,,,,
363,PT07M08.00S,2023-05-24T02:00:36.1Z,3,REGULAR,turnover,offensive foul,[],1628389,,,1610612748,61,65,2023-05-24T02:00:36Z,3590000,False,,,0,,B. Adebayo offensive foul TURNOVER (2 TO),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,2004.0,,,,,2.0,,,,
364,PT06M52.00S,2023-05-24T02:01:00.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203935,70.64717477003943,75.98039215686273,1610612738,61,68,2023-05-24T02:01:35Z,3600000,False,130.0,223.0,1,right,M. Smart 25' 3PT  (3 PTS) (J. Tatum 3 AST),"[203935, 1628369]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Right Center,25.84,Made,,,,,3.0,J. Tatum,1628369.0,3.0,,,,,,,,,,
366,PT06M50.00S,2023-05-24T02:01:08.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,61,68,2023-05-24T02:01:08Z,3620000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT06M34.00S,2023-05-24T02:05:07.6Z,3,REGULAR,turnover,lost ball,[],1628389,,,1610612748,61,68,2023-05-24T02:08:30Z,3630000,False,,,0,,B. Adebayo lost ball TURNOVER (3 TO),"[1628389, 1628401]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,3.0,,,White,1628401.0
372,PT06M34.00S,2023-05-24T02:05:07.6Z,3,REGULAR,steal,,[],1628401,,,1610612738,61,68,2023-05-24T02:05:09Z,3640000,False,,,0,,D. White STEAL (2 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
373,PT06M28.00S,2023-05-24T02:05:17.9Z,3,REGULAR,foul,personal,[],1628997,,,1610612738,61,68,2023-05-24T02:05:30Z,3650000,False,,,0,,C. Martin personal FOUL (1 PF),"[1628997, 203935]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,Mid-Range,16-24 Right,,,,,,,,,,,101284.0,1.0,0.0,Smart,203935.0,,,,,
375,PT06M24.00S,2023-05-24T02:05:38.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629216,,,1610612738,61,68,2023-05-24T02:06:05Z,3670000,False,,,0,,G. Vincent shooting personal FOUL (4 PF) (White 2 FT),"[1629216, 1628401]",1610612748.0,MIA,shooting,,,Vincent,G. Vincent,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1162.0,4.0,0.0,White,1628401.0,,,,,
377,PT06M24.00S,2023-05-24T02:06:06.5Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628401,,,1610612738,61,69,2023-05-24T02:06:06Z,3690000,False,,,0,,D. White Free Throw 1 of 2 (15 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
378,PT06M24.00S,2023-05-24T02:06:07.1Z,3,REGULAR,substitution,out,[],1629216,,,1610612738,61,69,2023-05-24T02:06:10Z,3700000,False,,,0,,SUB out: G. Vincent,[1629216],1610612748.0,MIA,,,,Vincent,G. Vincent,,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT06M24.00S,2023-05-24T02:06:07.1Z,3,REGULAR,substitution,in,[],200768,,,1610612738,61,69,2023-05-24T02:06:10Z,3710000,False,,,0,,SUB in: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT06M24.00S,2023-05-24T02:06:26.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628401,,,1610612738,61,70,2023-05-24T02:06:26Z,3720000,False,,,0,,D. White Free Throw 2 of 2 (16 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
381,PT06M11.00S,2023-05-24T02:06:40.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.178055190538765,50.73529411764706,1610612748,63,70,2023-05-24T02:06:44Z,3730000,False,-4.0,15.0,1,left,J. Butler driving Layup (11 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,1.54,Made,,,,,11.0,,,,,,,,,,,,,
382,PT05M52.00S,2023-05-24T02:06:58.9Z,3,REGULAR,3pt,Jump Shot,[],1628369,67.88764783180025,62.745098039215684,1610612738,63,70,2023-05-24T02:07:08Z,3740000,False,64.0,249.0,1,right,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,25.74,Missed,,,,,,,,,,,,,,,,,,
383,PT05M49.00S,2023-05-24T02:07:01.9Z,3,REGULAR,rebound,offensive,[],201143,,,1610612738,63,70,2023-05-24T02:07:08Z,3750000,False,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Center,,,382.0,6.0,5.0,1.0,,,,,,,,,,,,,,
384,PT05M49.00S,2023-05-24T02:07:10.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628389,,,1610612738,63,70,2023-05-24T02:07:16Z,3760000,False,,,0,,B. Adebayo personal FOUL (4 PF) (Horford 2 FT),"[1628389, 201143]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Right,,,,,,,,,,,2004.0,4.0,0.0,Horford,201143.0,,,,,
386,PT05M49.00S,2023-05-24T02:07:34.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],201143,,,1610612738,63,70,2023-05-24T02:07:34Z,3780000,False,,,0,,MISS A. Horford Free Throw 1 of 2,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
387,PT05M49.00S,2023-05-24T02:07:34.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,63,70,2023-05-24T02:07:34Z,3790000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,386.0,,,,,,,,,,,,,,,,,
388,PT05M49.00S,2023-05-24T02:07:35.3Z,3,REGULAR,substitution,out,[],1628389,,,1610612738,63,70,2023-05-24T02:07:40Z,3800000,False,,,0,,SUB out: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT05M49.00S,2023-05-24T02:07:35.3Z,3,REGULAR,substitution,in,[],203469,,,1610612738,63,70,2023-05-24T02:07:40Z,3810000,False,,,0,,SUB in: C. Zeller,[203469],1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT05M49.00S,2023-05-24T02:07:53.3Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],201143,,,1610612738,63,71,2023-05-24T02:07:53Z,3820000,False,,,0,,A. Horford Free Throw 2 of 2 (10 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,Made,,,,,10.0,,,,,,,,,,,,,
391,PT05M31.00S,2023-05-24T02:08:13.0Z,3,REGULAR,3pt,Jump Shot,[],1628997,8.09789750328515,5.147058823529411,1610612748,63,71,2023-05-24T02:08:21Z,3830000,False,224.0,24.0,1,left,MISS C. Martin 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,22.55,Missed,,,,,,,,,,,,,,,,,,
392,PT05M29.00S,2023-05-24T02:08:14.8Z,3,REGULAR,rebound,offensive,[],200768,,,1610612748,63,71,2023-05-24T02:08:14Z,3840000,False,,,0,,K. Lowry REBOUND (Off:2 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Right Corner 3,24+ Right,,,391.0,5.0,3.0,2.0,,,,,,,,,,,,,,
393,PT05M18.00S,2023-05-24T02:08:25.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628997,14.011169513797633,3.1862745098039214,1610612748,63,71,2023-05-24T02:08:34Z,3850000,False,234.0,79.0,1,left,MISS C. Martin 24' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,24.71,Missed,,,,,,,,,,,,,,,,,,
394,PT05M13.00S,2023-05-24T02:08:30.6Z,3,REGULAR,rebound,offensive,[],200768,,,1610612748,63,71,2023-05-24T02:08:34Z,3860000,False,,,0,,K. Lowry REBOUND (Off:3 Def:3),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Right Corner 3,24+ Right,,,393.0,6.0,3.0,3.0,,,,,,,,,,,,,,
395,PT05M11.00S,2023-05-24T02:08:33.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],202710,21.369908015768726,11.27450980392157,1610612748,66,71,2023-05-24T02:08:38Z,3870000,False,194.0,148.0,1,left,J. Butler 24' 3PT  (14 PTS) (K. Lowry 5 AST),"[202710, 200768]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Right Center,24.39,Made,,,,,14.0,K. Lowry,200768.0,5.0,,,,,,,,,,
397,PT04M52.00S,2023-05-24T02:08:51.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],201143,92.9862023653088,47.794117647058826,1610612738,66,73,2023-05-24T02:12:49Z,3890000,False,-11.0,13.0,1,right,A. Horford Hook (12 PTS),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,1.73,Made,,,,,12.0,,,,,,,,,,,,,
398,PT04M35.00S,2023-05-24T02:09:11.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203469,6.521024967148489,46.32352941176471,1610612748,68,73,2023-05-24T02:09:16Z,3900000,False,18.0,9.0,1,left,C. Zeller Layup (4 PTS) (J. Butler 4 AST),"[203469, 202710]",1610612748.0,MIA,,,,Zeller,C. Zeller,,,,,Restricted Area,0-8 Center,2.04,Made,,,,,4.0,J. Butler,202710.0,4.0,,,,,,,,,,
400,PT04M35.00S,2023-05-24T02:09:15.4Z,3,REGULAR,foul,personal,['1freethrow'],1627759,,,1610612748,68,73,2023-05-24T02:09:25Z,3920000,False,,,0,,J. Brown shooting personal FOUL (3 PF) (Zeller 1 FT),"[1627759, 203469]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,2004.0,3.0,0.0,Zeller,203469.0,,,,,
