actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
605,PT00M30.40S,2023-04-26T01:42:25.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,90.62089356110381,42.40196078431372,1610612737,113,114,2023-04-26T01:43:05Z,5930000,False,-38.0,36.0,1,right,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,,
609,PT00M30.40S,2023-04-26T01:42:25.5Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,113,114,2023-04-26T01:53:49Z,5940000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,605.0,,,,,,,,,,,,,,,,
612,PT00M30.40S,2023-04-26T01:42:43.5Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,113,114,2023-04-26T01:43:26Z,5945000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT00M30.40S,2023-04-26T01:42:43.5Z,4,REGULAR,substitution,in,[],203935,,,1610612738,113,114,2023-04-26T01:43:26Z,5947500,False,,,0,,SUB in: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT00M30.40S,2023-04-26T01:43:01.5Z,4,REGULAR,jumpball,recovered,[],1628369,,,1610612738,113,114,2023-04-26T01:53:37Z,5950000,False,,,0,,Jump Ball R. Williams III vs. O. Okongwu: Tip to J. Tatum,"[1628369, 1629057, 1630168]",1610612738.0,BOS,lodgedball,J. Tatum,1628369.0,Tatum,J. Tatum,Williams III,1629057.0,Okongwu,1630168.0,,,,,,,,,,,,,,,,,,,,,,
610,PT00M25.60S,2023-04-26T01:43:04.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629057,7.440867279894875,50.0,1610612738,115,114,2023-04-26T01:52:50Z,5980000,False,0.0,17.0,1,left,R. Williams III alley-oop DUNK (10 PTS) (J. Tatum 8 AST),"[1629057, 1628369]",1610612738.0,BOS,alley-oop,,,Williams III,R. Williams III,,,,,Restricted Area,0-8 Center,1.74,Made,10.0,,,,,,,J. Tatum,1628369.0,8.0,,,,,,,,
614,PT00M15.80S,2023-04-26T01:43:22.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612737,115,114,2023-04-26T01:43:37Z,6000000,False,,,0,,M. Smart personal FOUL (4 PF) (Young 2 FT),"[203935, 1629027]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,2004.0,,4.0,0.0,Young,1629027.0,,
616,PT00M15.80S,2023-04-26T01:43:56.6Z,4,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,115,115,2023-04-26T01:43:56Z,6020000,False,,,0,,T. Young Free Throw 1 of 2 (34 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,34.0,,,,,,,,,,,,,,,,,
617,PT00M15.80S,2023-04-26T01:44:12.2Z,4,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,115,116,2023-04-26T01:44:12Z,6030000,False,,,0,,T. Young Free Throw 2 of 2 (35 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,Made,35.0,,,,,,,,,,,,,,,,,
618,PT00M09.50S,2023-04-26T01:44:25.5Z,4,REGULAR,foul,personal,[],1628381,,,1610612738,115,116,2023-04-26T01:44:36Z,6040000,False,,,0,,J. Collins personal FOUL (3 PF),"[1628381, 1628369]",1610612737.0,ATL,,,,Collins,J. Collins,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,202027.0,,3.0,0.0,Tatum,1628369.0,,
620,PT00M09.50S,2023-04-26T01:44:57.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,115,116,2023-04-26T01:44:57Z,6060000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT00M09.50S,2023-04-26T01:45:50.1Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,115,116,2023-04-26T01:46:14Z,6070000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT00M09.50S,2023-04-26T01:45:50.1Z,4,REGULAR,substitution,out,[],203992,,,1610612738,115,116,2023-04-26T01:46:14Z,6080000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT00M09.50S,2023-04-26T01:45:50.1Z,4,REGULAR,substitution,in,[],1628401,,,1610612738,115,116,2023-04-26T01:46:14Z,6090000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT00M09.50S,2023-04-26T01:45:50.1Z,4,REGULAR,substitution,in,[],1630180,,,1610612738,115,116,2023-04-26T01:46:14Z,6100000,False,,,0,,SUB in: S. Bey,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT00M07.30S,2023-04-26T01:47:06.3Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629027,,,1610612738,115,116,2023-04-26T01:48:51Z,6120000,False,,,0,,T. Young shooting personal FOUL (4 PF) (White 2 FT),"[1629027, 1628401]",1610612737.0,ATL,shooting,,,Young,T. Young,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,201639.0,,4.0,0.0,White,1628401.0,,
628,PT00M07.30S,2023-04-26T01:47:31.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,115,116,2023-04-26T01:49:01Z,6140000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT00M07.30S,2023-04-26T01:49:02.7Z,4,REGULAR,substitution,out,[],1629027,,,1610612738,115,116,2023-04-26T01:49:14Z,6160000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M07.30S,2023-04-26T01:49:02.7Z,4,REGULAR,substitution,in,[],203992,,,1610612738,115,116,2023-04-26T01:49:14Z,6170000,False,,,0,,SUB in: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT00M07.30S,2023-04-26T01:49:21.7Z,4,REGULAR,freethrow,1 of 2,[],1628401,,,1610612738,116,116,2023-04-26T01:50:32Z,6180000,False,,,0,,D. White Free Throw 1 of 2 (17 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
633,PT00M07.30S,2023-04-26T01:49:21.7Z,4,REGULAR,freethrow,2 of 2,[],1628401,,,1610612738,117,116,2023-04-26T01:50:32Z,6190000,False,,,0,,D. White Free Throw 2 of 2 (18 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
634,PT00M07.30S,2023-04-26T01:49:46.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,117,116,2023-04-26T01:49:46Z,6200000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M07.30S,2023-04-26T01:50:52.0Z,4,REGULAR,substitution,out,[],1628381,,,1610612737,117,116,2023-04-26T01:51:09Z,6210000,False,,,0,,SUB out: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT00M07.30S,2023-04-26T01:50:52.0Z,4,REGULAR,substitution,in,[],1629027,,,1610612737,117,116,2023-04-26T01:51:09Z,6220000,False,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M02.80S,2023-04-26T01:51:48.9Z,4,REGULAR,3pt,Jump Shot,[],1629027,64.60249671484888,70.34313725490196,1610612737,117,119,2023-04-26T01:59:07Z,6230000,False,102.0,280.0,1,right,T. Young 29' 3PT pullup (38 PTS),[1629027],1610612737.0,ATL,pullup,,,Young,T. Young,,,,,Above the Break 3,24+ Right Center,29.81,Made,38.0,,,,,,,,,,,,,,,,,
638,PT00M01.80S,2023-04-26T01:51:56.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612738,117,119,2023-04-26T01:51:56Z,6240000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT00M01.80S,2023-04-26T01:52:59.9Z,4,REGULAR,substitution,out,[],203992,,,1610612738,117,119,2023-04-26T01:53:11Z,6250000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT00M01.80S,2023-04-26T01:52:59.9Z,4,REGULAR,substitution,in,[],1628381,,,1610612738,117,119,2023-04-26T01:53:11Z,6260000,False,,,0,,SUB in: J. Collins,[1628381],1610612737.0,ATL,,,,Collins,J. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT00M00.50S,2023-04-26T01:53:45.8Z,4,REGULAR,substitution,out,[],1628401,,,1610612738,117,119,2023-04-26T01:53:52Z,6280000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M00.50S,2023-04-26T01:53:45.8Z,4,REGULAR,substitution,in,[],1629057,,,1610612738,117,119,2023-04-26T01:53:52Z,6290000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT00M00.50S,2023-04-26T01:53:54.5Z,4,REGULAR,substitution,out,[],1629027,,,1610612738,117,119,2023-04-26T01:54:04Z,6300000,False,,,0,,SUB out: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M00.50S,2023-04-26T01:53:54.5Z,4,REGULAR,substitution,in,[],203991,,,1610612738,117,119,2023-04-26T01:54:04Z,6310000,False,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M00.00S,2023-04-26T01:54:24.6Z,4,REGULAR,period,end,[],0,,,1610612738,117,119,2023-04-26T01:54:24Z,6340000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M00.00S,2023-04-26T01:55:02.1Z,4,REGULAR,game,end,[],0,,,0,117,119,2023-04-26T01:55:02Z,6350000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
