actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
481,PT03M05.00S,2022-10-15T01:22:59.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1631132,93.38042049934296,48.529411764705884,1610612761,87,92,2022-10-15T01:23:04Z,4770000,-7.0,10.0,1,right,C. Koloko cutting DUNK (10 PTS) (T. Young 1 AST),"[1631132, 201152]",1610612761.0,TOR,cutting,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,10.0,T. Young,201152.0,1.0,,,,,,,,,,
483,PT02M49.00S,2022-10-15T01:23:16.2Z,3,REGULAR,turnover,bad pass,[],203935,,,1610612738,87,92,2022-10-15T01:23:19Z,4790000,,,0,,M. Smart bad pass TURNOVER (4 TO),"[203935, 1627832]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,4.0,VanVleet,1627832.0
484,PT02M49.00S,2022-10-15T01:23:16.2Z,3,REGULAR,steal,,[],1627832,,,1610612761,87,92,2022-10-15T01:23:18Z,4800000,,,0,,F. VanVleet STEAL (4 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
485,PT02M45.00S,2022-10-15T01:23:20.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627832,93.64323258869908,51.9607843137255,1610612761,89,92,2022-10-15T01:23:30Z,4810000,10.0,7.0,1,right,F. VanVleet running finger roll Layup (13 PTS),[1627832],1610612761.0,TOR,running finger roll,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,13.0,,,,,,,,,,,,,
486,PT02M29.00S,2022-10-15T01:23:35.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,9.674770039421814,46.81372549019608,1610612738,89,92,2022-10-15T01:23:41Z,4820000,16.0,38.0,1,left,MISS G. Williams driving finger roll Layup - blocked,"[1629684, 1631132]",1610612738.0,BOS,driving finger roll,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,4.16,Missed,,,,,,,,,,,,,,Koloko,1631132.0,,,
487,PT02M29.00S,2022-10-15T01:23:35.3Z,3,REGULAR,block,,[],1631132,,,1610612738,89,92,2022-10-15T01:23:38Z,4830000,,,0,,C. Koloko BLOCK (2 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
488,PT02M25.00S,2022-10-15T01:23:39.3Z,3,REGULAR,rebound,defensive,[],201152,,,1610612761,89,92,2022-10-15T01:23:41Z,4840000,,,0,,T. Young REBOUND (Off:0 Def:4),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,486.0,4.0,4.0,0.0,,,,,,,,,,,,,,
489,PT02M22.00S,2022-10-15T01:23:43.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628384,94.1688567674113,48.03921568627451,1610612761,91,92,2022-10-15T01:23:56Z,4850000,-10.0,2.0,1,right,O. Anunoby running reverse DUNK (32 PTS) (F. VanVleet 7 AST),"[1628384, 1627832]",1610612761.0,TOR,running reverse,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.01,Made,,,,,32.0,F. VanVleet,1627832.0,7.0,,,,,,,,,,
491,PT02M05.00S,2022-10-15T01:23:59.8Z,3,REGULAR,3pt,Jump Shot,[],1628369,32.40801576872536,67.15686274509804,1610612738,91,92,2022-10-15T01:24:05Z,4870000,-86.0,252.0,1,left,MISS J. Tatum 26' pullup 3PT,[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,26.63,Missed,,,,,,,,,,,,,,,,,,
492,PT02M02.00S,2022-10-15T01:24:02.8Z,3,REGULAR,rebound,defensive,[],1631132,,,1610612761,91,92,2022-10-15T01:24:05Z,4880000,,,0,,C. Koloko REBOUND (Off:2 Def:2),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Above the Break 3,24+ Left Center,,,491.0,4.0,2.0,2.0,,,,,,,,,,,,,,
493,PT01M51.00S,2022-10-15T01:24:15.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,91.01511169513797,56.61764705882353,1610612761,91,92,2022-10-15T01:24:21Z,4890000,33.0,32.0,1,right,MISS F. VanVleet driving finger roll Layup,[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),0-8 Center,4.6,Missed,,,,,,,,,,,,,,,,,,
494,PT01M51.00S,2022-10-15T01:24:15.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,91,92,2022-10-15T01:24:21Z,4900000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,493.0,,,,,,,,,,,,,,,,,
495,PT01M51.00S,2022-10-15T01:24:19.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631132,,,1610612738,91,92,2022-10-15T01:27:37Z,4910000,,,0,,C. Koloko loose ball personal FOUL (5 PF) (Smart 2 FT),"[1631132, 203935]",1610612761.0,TOR,loose ball,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1151.0,5.0,0.0,Smart,203935.0,,,,,
497,PT01M51.00S,2022-10-15T01:24:30.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,91,92,2022-10-15T01:24:30Z,4930000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT01M51.00S,2022-10-15T01:24:34.3Z,3,REGULAR,substitution,out,[],1628384,,,1610612738,91,92,2022-10-15T01:27:34Z,4940000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT01M51.00S,2022-10-15T01:24:34.3Z,3,REGULAR,substitution,out,[],1627832,,,1610612738,91,92,2022-10-15T01:27:34Z,4950000,,,0,,SUB out: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT01M51.00S,2022-10-15T01:24:34.3Z,3,REGULAR,substitution,out,[],1631132,,,1610612738,91,92,2022-10-15T01:27:34Z,4960000,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT01M51.00S,2022-10-15T01:24:34.3Z,3,REGULAR,substitution,in,[],1630567,,,1610612738,91,92,2022-10-15T01:27:34Z,4970000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
502,PT01M51.00S,2022-10-15T01:24:34.3Z,3,REGULAR,substitution,in,[],1630551,,,1610612738,91,92,2022-10-15T01:27:34Z,4980000,,,0,,SUB in: J. Champagnie,[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT01M51.00S,2022-10-15T01:24:34.3Z,3,REGULAR,substitution,in,[],1627823,,,1610612738,91,92,2022-10-15T01:27:34Z,4990000,,,0,,SUB in: J. Hernangomez,[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
504,PT01M51.00S,2022-10-15T01:27:39.9Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612738,91,92,2022-10-15T01:27:52Z,5000000,,,0,,TEAM delay-of-game VIOLATION,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,204058.0,,,,,,,,,
505,PT01M51.00S,2022-10-15T01:27:45.0Z,3,REGULAR,freethrow,1 of 2,[],203935,,,1610612738,91,93,2022-10-15T01:27:45Z,5010000,,,0,,M. Smart Free Throw 1 of 2 (12 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
506,PT01M51.00S,2022-10-15T01:28:02.5Z,3,REGULAR,freethrow,2 of 2,[],203935,,,1610612738,91,94,2022-10-15T01:28:02Z,5020000,,,0,,M. Smart Free Throw 2 of 2 (13 PTS),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
507,PT01M37.00S,2022-10-15T01:28:18.3Z,3,REGULAR,3pt,Jump Shot,[],1630551,72.7496714848883,78.92156862745098,1610612761,91,94,2022-10-15T01:28:25Z,5030000,145.0,204.0,1,right,MISS J. Champagnie 24' pullup 3PT,[1630551],1610612761.0,TOR,pullup,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Right Center,24.98,Missed,,,,,,,,,,,,,,,,,,
508,PT01M34.00S,2022-10-15T01:28:21.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,91,94,2022-10-15T01:28:21Z,5040000,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Right Center,,,507.0,,,,,,,,,,,,,,,,,
510,PT01M34.00S,2022-10-15T01:28:24.0Z,3,REGULAR,substitution,out,[],203935,,,1610612738,91,94,2022-10-15T01:28:28Z,5060000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT01M34.00S,2022-10-15T01:28:24.0Z,3,REGULAR,substitution,in,[],1630202,,,1610612738,91,94,2022-10-15T01:28:28Z,5070000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT01M17.00S,2022-10-15T01:28:48.7Z,3,REGULAR,3pt,Jump Shot,[],1627759,34.11629434954008,53.67647058823529,1610612738,91,94,2022-10-15T01:28:53Z,5080000,-18.0,268.0,1,left,MISS J. Brown 26' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,26.88,Missed,,,,,,,,,,,,,,,,,,
513,PT01M16.00S,2022-10-15T01:28:49.7Z,3,REGULAR,rebound,defensive,[],1630551,,,1610612761,91,94,2022-10-15T01:29:01Z,5090000,,,0,,J. Champagnie REBOUND (Off:1 Def:2),[1630551],1610612761.0,TOR,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Center,,,512.0,3.0,2.0,1.0,,,,,,,,,,,,,,
514,PT01M10.00S,2022-10-15T01:28:56.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,92.9862023653088,49.50980392156863,1610612761,93,94,2022-10-15T01:29:02Z,5100000,-2.0,13.0,1,right,S. Barnes driving Layup (21 PTS),[1630567],1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.36,Made,,,,,21.0,,,,,,,,,,,,,
515,PT01M00.00S,2022-10-15T01:29:08.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630567,,,1610612738,93,94,2022-10-15T01:29:16Z,5110000,,,0,,S. Barnes personal FOUL (3 PF) (Griffin 2 FT),"[1630567, 201933]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Center,,,,,,,,,,,204058.0,3.0,0.0,Griffin,201933.0,,,,,
517,PT01M00.00S,2022-10-15T01:29:55.3Z,3,REGULAR,freethrow,1 of 2,[],201933,,,1610612738,93,95,2022-10-15T01:29:55Z,5130000,,,0,,B. Griffin Free Throw 1 of 2 (1 PTS),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
518,PT01M00.00S,2022-10-15T01:30:12.8Z,3,REGULAR,freethrow,2 of 2,[],201933,,,1610612738,93,96,2022-10-15T01:30:12Z,5140000,,,0,,B. Griffin Free Throw 2 of 2 (2 PTS),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
519,PT00M49.80S,2022-10-15T01:30:25.5Z,3,REGULAR,2pt,Jump Shot,[],1627823,90.88370565045992,68.87254901960785,1610612761,93,96,2022-10-15T01:30:31Z,5150000,94.0,33.0,1,right,MISS J. Hernangomez 10' driving floating bank Shot,[1627823],1610612761.0,TOR,driving floating bank,,,Hernangomez,J. Hernangomez,,,,,Mid-Range,8-16 Right,10.01,Missed,,,,,,,,,,,,,,,,,,
520,PT00M47.60S,2022-10-15T01:30:27.7Z,3,REGULAR,rebound,defensive,[],201933,,,1610612738,93,96,2022-10-15T01:30:31Z,5160000,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,Mid-Range,8-16 Right,,,519.0,1.0,1.0,0.0,,,,,,,,,,,,,,
521,PT00M35.90S,2022-10-15T01:30:40.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1629684,8.754927726675426,39.950980392156865,1610612738,93,96,2022-10-15T01:30:45Z,5170000,50.0,30.0,1,left,MISS G. Williams driving bank Hook,[1629684],1610612738.0,BOS,driving bank,,,Williams,G. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.84,Missed,,,,,,,,,,,,,,,,,,
522,PT00M33.60S,2022-10-15T01:30:44.0Z,3,REGULAR,rebound,offensive,[],201933,,,1610612738,93,96,2022-10-15T01:30:43Z,5180000,,,0,,B. Griffin REBOUND (Off:1 Def:1),[201933],1610612738.0,BOS,,,,Griffin,B. Griffin,,,,,In The Paint (Non-RA),0-8 Center,,,521.0,2.0,1.0,1.0,,,,,,,,,,,,,,
523,PT00M33.60S,2022-10-15T01:30:44.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201933,5.590000152587891,50.0,1610612738,93,98,2022-10-15T01:30:43Z,5190000,0.0,0.0,1,left,B. Griffin tip Layup (4 PTS),[201933],1610612738.0,BOS,tip,,,Griffin,B. Griffin,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,4.0,,,,,,,,,,,,,
524,PT00M30.50S,2022-10-15T01:30:48.1Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628369,,,1610612761,93,98,2022-10-15T01:30:59Z,5200000,,,0,,J. Tatum shooting personal FOUL (4 PF) (Barnes 2 FT),"[1628369, 1630567]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,204058.0,4.0,1.0,Barnes,1630567.0,,,,,
526,PT00M30.50S,2022-10-15T01:31:00.9Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1628369,,,1610612761,93,98,2022-10-15T01:31:12Z,5220000,,,0,,J. Tatum technical FOUL (2 Tech),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,204058.0,4.0,2.0,,,,,,,
527,PT00M30.50S,2022-10-15T01:31:14.5Z,3,REGULAR,ejection,other,[],1628369,,,1610612761,93,98,2022-10-15T01:31:35Z,5230000,,,0,,Ejection J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,204058.0,,,,,,,,,
528,PT00M30.50S,2022-10-15T01:31:39.3Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1629684,,,1610612761,93,98,2022-10-15T01:31:49Z,5240000,,,0,,G. Williams technical FOUL (1 Tech),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,1627524.0,1.0,1.0,,,,,,,
530,PT00M30.50S,2022-10-15T01:32:20.4Z,3,REGULAR,foul,technical,"['team', 'inpenalty', '1freethrow']",0,,,1610612761,93,98,2022-10-15T01:32:54Z,5260000,,,0,,TEAM foul technical,[],1610612738.0,BOS,delay,,,,,,,,,,,,,,,,,,,,,1151.0,,,,,,,,,
531,PT00M30.50S,2022-10-15T01:33:02.2Z,3,REGULAR,freethrow,1 of 1,[],1630625,,,1610612761,94,98,2022-10-15T01:33:02Z,5270000,,,0,,D. Banton technical Free Throw 1 of 1 (3 PTS),[1630625],1610612761.0,TOR,technical,,,Banton,D. Banton,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
532,PT00M30.50S,2022-10-15T01:33:12.2Z,3,REGULAR,freethrow,1 of 1,[],1630625,,,1610612761,95,98,2022-10-15T01:33:12Z,5280000,,,0,,D. Banton technical Free Throw 1 of 1 (4 PTS),[1630625],1610612761.0,TOR,technical,,,Banton,D. Banton,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,,
533,PT00M30.50S,2022-10-15T01:33:22.4Z,3,REGULAR,freethrow,1 of 1,[],1630625,,,1610612761,96,98,2022-10-15T01:33:22Z,5290000,,,0,,D. Banton technical Free Throw 1 of 1 (5 PTS),[1630625],1610612761.0,TOR,technical,,,Banton,D. Banton,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
534,PT00M30.50S,2022-10-15T01:33:27.6Z,3,REGULAR,substitution,out,[],1628369,,,1610612761,96,98,2022-10-15T01:33:41Z,5300000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
535,PT00M30.50S,2022-10-15T01:33:27.6Z,3,REGULAR,substitution,in,[],1630573,,,1610612761,96,98,2022-10-15T01:33:41Z,5310000,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
536,PT00M30.50S,2022-10-15T01:33:58.1Z,3,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,97,98,2022-10-15T01:33:58Z,5320000,,,0,,S. Barnes Free Throw 1 of 2 (22 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,,
537,PT00M30.50S,2022-10-15T01:34:12.8Z,3,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,98,98,2022-10-15T01:34:12Z,5330000,,,0,,S. Barnes Free Throw 2 of 2 (23 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,,
538,PT00M17.00S,2022-10-15T01:34:28.0Z,3,REGULAR,3pt,Jump Shot,[],1630573,8.229303547963205,95.83333333333334,1610612738,98,98,2022-10-15T01:34:32Z,5340000,-229.0,25.0,1,left,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,23.05,Missed,,,,,,,,,,,,,,,,,,
539,PT00M13.20S,2022-10-15T01:34:31.8Z,3,REGULAR,rebound,defensive,[],1627823,,,1610612761,98,98,2022-10-15T01:34:31Z,5350000,,,0,,J. Hernangomez REBOUND (Off:0 Def:2),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Left Corner 3,24+ Left,,,538.0,2.0,2.0,0.0,,,,,,,,,,,,,,
540,PT00M01.30S,2022-10-15T01:34:43.7Z,3,REGULAR,2pt,Jump Shot,[],1630567,73.27529566360053,67.64705882352942,1610612761,98,98,2022-10-15T01:34:49Z,5360000,88.0,199.0,1,right,MISS S. Barnes 21' step back Shot,[1630567],1610612761.0,TOR,step back,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Right Center,21.74,Missed,,,,,,,,,,,,,,,,,,
541,PT00M01.30S,2022-10-15T01:34:43.7Z,3,REGULAR,rebound,offensive,[],1627823,,,1610612761,98,98,2022-10-15T01:34:49Z,5370000,,,0,,J. Hernangomez REBOUND (Off:1 Def:2),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,Mid-Range,16-24 Right Center,,,540.0,3.0,2.0,1.0,,,,,,,,,,,,,,
542,PT00M00.00S,2022-10-15T01:34:53.3Z,3,REGULAR,period,end,[],0,,,1610612761,98,98,2022-10-15T01:34:53Z,5380000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,PT12M00.00S,2022-10-15T01:37:40.1Z,4,REGULAR,period,start,[],0,,,1610612761,98,98,2022-10-15T01:37:40Z,5390000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT11M48.00S,2022-10-15T01:37:52.0Z,4,REGULAR,3pt,Jump Shot,[],1630625,66.70499342969777,52.69607843137255,1610612761,98,98,2022-10-15T01:37:56Z,5400000,13.0,260.0,1,right,MISS D. Banton 26' 3PT,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,Above the Break 3,24+ Center,26.08,Missed,,,,,,,,,,,,,,,,,,
545,PT11M44.00S,2022-10-15T01:37:55.1Z,4,REGULAR,rebound,offensive,[],201152,,,1610612761,98,98,2022-10-15T01:37:55Z,5410000,,,0,,T. Young REBOUND (Off:1 Def:4),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Above the Break 3,24+ Center,,,544.0,5.0,4.0,1.0,,,,,,,,,,,,,,
546,PT11M40.00S,2022-10-15T01:37:58.6Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",201152,92.59198423127464,54.90196078431373,1610612761,100,98,2022-10-15T01:38:02Z,5420000,25.0,17.0,1,right,T. Young Hook (4 PTS),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,2.99,Made,,,,,4.0,,,,,,,,,,,,,
547,PT11M26.00S,2022-10-15T01:38:13.0Z,4,REGULAR,turnover,bad pass,[],1627759,,,1610612738,100,98,2022-10-15T01:38:16Z,5430000,,,0,,J. Brown bad pass TURNOVER (5 TO),"[1627759, 201152]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,5.0,Young,201152.0
548,PT11M26.00S,2022-10-15T01:38:13.0Z,4,REGULAR,steal,,[],201152,,,1610612761,100,98,2022-10-15T01:38:14Z,5440000,,,0,,T. Young STEAL (1 STL),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
549,PT11M14.00S,2022-10-15T01:38:26.5Z,4,REGULAR,foul,personal,[],1630202,,,1610612761,100,98,2022-10-15T01:38:31Z,5450000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1630567]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1151.0,1.0,0.0,Barnes,1630567.0,,,,,
551,PT11M00.00S,2022-10-15T01:39:01.6Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630567,93.24901445466492,54.65686274509803,1610612761,102,98,2022-10-15T01:39:07Z,5470000,23.0,11.0,1,right,S. Barnes driving finger roll Layup (25 PTS),[1630567],1610612761.0,TOR,driving finger roll,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,2.58,Made,,,,,25.0,,,,,,,,,,,,,
552,PT10M49.00S,2022-10-15T01:39:12.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201933,7.178055190538765,46.568627450980394,1610612738,102,98,2022-10-15T01:39:16Z,5480000,17.0,15.0,1,left,MISS B. Griffin cutting Layup,[201933],1610612738.0,BOS,cutting,,,Griffin,B. Griffin,,,,,Restricted Area,0-8 Center,2.28,Missed,,,,,,,,,,,,,,,,,,
553,PT10M47.00S,2022-10-15T01:39:14.3Z,4,REGULAR,rebound,defensive,[],201152,,,1610612761,102,98,2022-10-15T01:39:16Z,5490000,,,0,,T. Young REBOUND (Off:1 Def:5),[201152],1610612761.0,TOR,,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,552.0,6.0,5.0,1.0,,,,,,,,,,,,,,
554,PT10M41.00S,2022-10-15T01:39:20.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630625,89.83245729303549,41.42156862745098,1610612761,104,98,2022-10-15T01:39:26Z,5500000,-43.0,43.0,1,right,D. Banton 6' cutting finger roll Layup (7 PTS) (S. Barnes 4 AST),"[1630625, 1630567]",1610612761.0,TOR,cutting finger roll,,,Banton,D. Banton,,,,,In The Paint (Non-RA),0-8 Center,6.08,Made,,,,,7.0,S. Barnes,1630567.0,4.0,,,,,,,,,,
556,PT10M25.00S,2022-10-15T01:39:38.6Z,4,REGULAR,foul,personal,['2freethrow'],1630551,,,1610612738,104,98,2022-10-15T01:39:54Z,5520000,,,0,,J. Champagnie shooting personal FOUL (1 PF) (Brown 2 FT),"[1630551, 1627759]",1610612761.0,TOR,shooting,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1151.0,1.0,0.0,Brown,1627759.0,,,,,
558,PT10M25.00S,2022-10-15T01:40:06.0Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,104,99,2022-10-15T01:40:06Z,5540000,,,0,,J. Brown Free Throw 1 of 2 (17 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
559,PT10M25.00S,2022-10-15T01:40:23.9Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,104,99,2022-10-15T01:40:23Z,5550000,,,0,,MISS J. Brown Free Throw 2 of 2,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
560,PT10M22.00S,2022-10-15T01:40:25.5Z,4,REGULAR,rebound,defensive,[],1627823,,,1610612761,104,99,2022-10-15T01:40:25Z,5560000,,,0,,J. Hernangomez REBOUND (Off:1 Def:3),[1627823],1610612761.0,TOR,,,,Hernangomez,J. Hernangomez,,,,,,,,,559.0,4.0,3.0,1.0,,,,,,,,,,,,,,
561,PT10M16.00S,2022-10-15T01:40:31.5Z,4,REGULAR,2pt,Jump Shot,[],1630625,91.01511169513797,77.69607843137256,1610612761,104,99,2022-10-15T01:40:35Z,5570000,138.0,32.0,1,right,MISS D. Banton 14' pullup Shot,[1630625],1610612761.0,TOR,pullup,,,Banton,D. Banton,,,,,Mid-Range,8-16 Right,14.21,Missed,,,,,,,,,,,,,,,,,,
562,PT10M12.00S,2022-10-15T01:40:35.5Z,4,REGULAR,rebound,defensive,[],1627759,,,1610612738,104,99,2022-10-15T01:40:35Z,5580000,,,0,,J. Brown REBOUND (Off:1 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,561.0,4.0,3.0,1.0,,,,,,,,,,,,,,
563,PT10M06.00S,2022-10-15T01:40:40.5Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', 'fastbreak']",1627759,8.886333771353483,54.166666666666664,1610612738,104,101,2022-10-15T01:40:46Z,5590000,-21.0,31.0,1,left,J. Brown driving Hook (19 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,3.73,Made,,,,,19.0,,,,,,,,,,,,,
